hrs	radius_kpc	radius_error_kpc	velocity_km_s	velocity_error_km_s	bins	side
146	1.530000000000e+00	2.200000000000e-01	4.800000000000e+01	2.000000000000e+00	25	a
146	2.250000000000e+00	1.600000000000e-01	6.000000000000e+01	1.000000000000e+00	25	a
146	2.800000000000e+00	1.500000000000e-01	7.200000000000e+01	1.000000000000e+00	25	a
146	3.410000000000e+00	2.900000000000e-01	8.600000000000e+01	1.000000000000e+00	23	a
146	1.200000000000e-01	2.000000000000e-02	-1.100000000000e+01	3.000000000000e+00	2	r
146	2.200000000000e-01	0.000000000000e+00	-2.000000000000e+00	1.200000000000e+01	1	r
146	3.400000000000e-01	0.000000000000e+00	6.000000000000e+00	0.000000000000e+00	2	r
146	3.900000000000e-01	1.000000000000e-02	7.000000000000e+00	9.000000000000e+00	3	r
146	5.600000000000e-01	2.000000000000e-02	2.200000000000e+01	0.000000000000e+00	2	r
146	6.200000000000e-01	0.000000000000e+00	1.600000000000e+01	1.000000000000e+00	2	r
146	7.200000000000e-01	1.000000000000e-02	2.200000000000e+01	1.200000000000e+01	2	r
146	8.300000000000e-01	1.000000000000e-02	4.000000000000e+01	2.000000000000e+00	4	r
146	1.000000000000e+00	3.000000000000e-02	4.900000000000e+01	2.000000000000e+00	3	r
146	1.040000000000e+00	0.000000000000e+00	4.500000000000e+01	8.000000000000e+00	2	r
146	1.140000000000e+00	1.000000000000e-02	5.700000000000e+01	4.000000000000e+00	3	r
146	1.480000000000e+00	1.900000000000e-01	5.500000000000e+01	2.000000000000e+00	25	r
146	2.240000000000e+00	3.200000000000e-01	6.800000000000e+01	3.000000000000e+00	19	r
153	3.000000000000e-02	0.000000000000e+00	2.700000000000e+01	1.500000000000e+01	1	a
153	1.300000000000e-01	2.000000000000e-02	3.500000000000e+01	5.000000000000e+00	5	a
153	2.200000000000e-01	2.000000000000e-02	1.500000000000e+01	6.000000000000e+00	4	a
153	3.000000000000e-01	2.000000000000e-02	5.400000000000e+01	8.000000000000e+00	5	a
153	3.700000000000e-01	2.000000000000e-02	2.900000000000e+01	5.000000000000e+00	4	a
153	4.700000000000e-01	2.000000000000e-02	5.400000000000e+01	8.000000000000e+00	7	a
153	5.700000000000e-01	2.000000000000e-02	6.000000000000e+01	8.000000000000e+00	10	a
153	6.400000000000e-01	2.000000000000e-02	7.100000000000e+01	4.000000000000e+00	8	a
153	7.300000000000e-01	2.000000000000e-02	7.400000000000e+01	5.000000000000e+00	12	a
153	8.200000000000e-01	2.000000000000e-02	8.900000000000e+01	7.000000000000e+00	11	a
153	9.200000000000e-01	3.000000000000e-02	8.700000000000e+01	4.000000000000e+00	20	a
153	1.040000000000e+00	4.000000000000e-02	9.400000000000e+01	4.000000000000e+00	20	a
153	1.140000000000e+00	3.000000000000e-02	9.100000000000e+01	5.000000000000e+00	20	a
153	1.260000000000e+00	3.000000000000e-02	1.000000000000e+02	4.000000000000e+00	20	a
153	1.380000000000e+00	4.000000000000e-02	9.800000000000e+01	4.000000000000e+00	20	a
153	1.530000000000e+00	5.000000000000e-02	9.300000000000e+01	5.000000000000e+00	20	a
153	1.740000000000e+00	8.000000000000e-02	1.020000000000e+02	4.000000000000e+00	20	a
153	1.980000000000e+00	8.000000000000e-02	1.100000000000e+02	4.000000000000e+00	20	a
153	2.270000000000e+00	9.000000000000e-02	1.110000000000e+02	7.000000000000e+00	20	a
153	2.600000000000e+00	9.000000000000e-02	1.080000000000e+02	3.000000000000e+00	20	a
153	2.960000000000e+00	1.100000000000e-01	1.170000000000e+02	4.000000000000e+00	20	a
153	3.650000000000e+00	4.100000000000e-01	1.240000000000e+02	5.000000000000e+00	15	a
153	4.000000000000e-02	0.000000000000e+00	1.000000000000e+00	1.500000000000e+01	1	r
153	1.100000000000e-01	1.000000000000e-02	6.000000000000e+00	1.500000000000e+01	3	r
153	2.100000000000e-01	2.000000000000e-02	1.800000000000e+01	1.400000000000e+01	4	r
153	3.000000000000e-01	2.000000000000e-02	4.100000000000e+01	3.000000000000e+00	3	r
153	3.700000000000e-01	2.000000000000e-02	4.400000000000e+01	1.100000000000e+01	6	r
153	4.500000000000e-01	1.000000000000e-02	4.400000000000e+01	7.000000000000e+00	5	r
153	5.600000000000e-01	2.000000000000e-02	7.800000000000e+01	7.000000000000e+00	7	r
153	6.500000000000e-01	1.000000000000e-02	8.200000000000e+01	5.000000000000e+00	3	r
153	7.200000000000e-01	2.000000000000e-02	7.700000000000e+01	9.000000000000e+00	8	r
153	8.100000000000e-01	3.000000000000e-02	9.300000000000e+01	5.000000000000e+00	7	r
153	9.600000000000e-01	5.000000000000e-02	8.300000000000e+01	3.000000000000e+00	20	r
153	1.170000000000e+00	6.000000000000e-02	7.700000000000e+01	4.000000000000e+00	20	r
153	1.390000000000e+00	6.000000000000e-02	9.700000000000e+01	5.000000000000e+00	20	r
153	1.590000000000e+00	6.000000000000e-02	9.100000000000e+01	5.000000000000e+00	20	r
153	1.770000000000e+00	5.000000000000e-02	9.700000000000e+01	5.000000000000e+00	20	r
153	1.920000000000e+00	3.000000000000e-02	1.040000000000e+02	5.000000000000e+00	20	r
153	2.050000000000e+00	3.000000000000e-02	1.000000000000e+02	5.000000000000e+00	20	r
153	2.190000000000e+00	4.000000000000e-02	1.090000000000e+02	5.000000000000e+00	20	r
153	2.310000000000e+00	4.000000000000e-02	1.140000000000e+02	5.000000000000e+00	20	r
153	2.450000000000e+00	5.000000000000e-02	1.160000000000e+02	4.000000000000e+00	20	r
153	2.640000000000e+00	6.000000000000e-02	1.150000000000e+02	4.000000000000e+00	20	r
153	2.840000000000e+00	6.000000000000e-02	1.170000000000e+02	5.000000000000e+00	20	r
153	3.040000000000e+00	5.000000000000e-02	1.170000000000e+02	4.000000000000e+00	20	r
153	3.200000000000e+00	7.000000000000e-02	1.210000000000e+02	4.000000000000e+00	20	r
153	3.600000000000e+00	2.500000000000e-01	1.270000000000e+02	7.000000000000e+00	18	r
156	5.600000000000e-01	0.000000000000e+00	9.600000000000e+01	2.500000000000e+01	1	a
156	7.300000000000e-01	0.000000000000e+00	6.200000000000e+01	2.500000000000e+01	1	a
156	8.000000000000e-01	0.000000000000e+00	1.130000000000e+02	2.500000000000e+01	1	a
156	1.050000000000e+00	0.000000000000e+00	1.460000000000e+02	7.000000000000e+00	2	a
156	1.190000000000e+00	0.000000000000e+00	1.540000000000e+02	2.500000000000e+01	1	a
156	1.250000000000e+00	0.000000000000e+00	1.220000000000e+02	2.500000000000e+01	1	a
156	1.320000000000e+00	2.000000000000e-02	1.590000000000e+02	9.000000000000e+00	3	a
156	1.420000000000e+00	2.000000000000e-02	1.480000000000e+02	8.000000000000e+00	5	a
156	1.500000000000e+00	2.000000000000e-02	1.500000000000e+02	7.000000000000e+00	5	a
156	1.590000000000e+00	3.000000000000e-02	1.500000000000e+02	2.500000000000e+01	2	a
156	1.670000000000e+00	3.000000000000e-02	1.560000000000e+02	5.000000000000e+00	5	a
156	1.840000000000e+00	1.000000000000e-01	1.610000000000e+02	3.000000000000e+00	20	a
156	2.370000000000e+00	2.200000000000e-01	1.790000000000e+02	5.000000000000e+00	20	a
156	3.260000000000e+00	3.300000000000e-01	1.820000000000e+02	3.000000000000e+00	16	a
156	5.100000000000e-01	0.000000000000e+00	1.230000000000e+02	2.500000000000e+01	1	r
156	6.900000000000e-01	0.000000000000e+00	1.270000000000e+02	2.500000000000e+01	1	r
156	8.400000000000e-01	0.000000000000e+00	1.550000000000e+02	2.500000000000e+01	1	r
156	1.050000000000e+00	0.000000000000e+00	1.600000000000e+02	2.500000000000e+01	1	r
156	1.450000000000e+00	0.000000000000e+00	1.700000000000e+02	2.500000000000e+01	1	r
156	1.590000000000e+00	0.000000000000e+00	1.700000000000e+02	2.500000000000e+01	1	r
156	2.370000000000e+00	3.300000000000e-01	1.720000000000e+02	4.000000000000e+00	20	r
156	3.260000000000e+00	2.900000000000e-01	1.900000000000e+02	3.000000000000e+00	19	r
157	1.300000000000e-01	1.000000000000e-02	-1.000000000000e+00	0.000000000000e+00	2	a
157	2.800000000000e-01	2.000000000000e-02	1.200000000000e+01	2.000000000000e+00	4	a
157	3.900000000000e-01	2.000000000000e-02	1.400000000000e+01	3.000000000000e+00	2	a
157	4.700000000000e-01	2.000000000000e-02	3.300000000000e+01	7.000000000000e+00	4	a
157	5.600000000000e-01	3.000000000000e-02	3.800000000000e+01	3.000000000000e+00	6	a
157	6.500000000000e-01	2.000000000000e-02	4.200000000000e+01	4.000000000000e+00	7	a
157	7.400000000000e-01	2.000000000000e-02	5.000000000000e+01	4.000000000000e+00	5	a
157	8.100000000000e-01	2.000000000000e-02	5.600000000000e+01	3.000000000000e+00	7	a
157	8.900000000000e-01	2.000000000000e-02	5.800000000000e+01	3.000000000000e+00	9	a
157	9.800000000000e-01	2.000000000000e-02	6.600000000000e+01	3.000000000000e+00	11	a
157	1.080000000000e+00	5.000000000000e-02	6.700000000000e+01	2.000000000000e+00	23	a
157	1.240000000000e+00	5.000000000000e-02	6.900000000000e+01	2.000000000000e+00	23	a
157	1.370000000000e+00	3.000000000000e-02	7.500000000000e+01	1.000000000000e+00	23	a
157	1.470000000000e+00	3.000000000000e-02	7.700000000000e+01	1.000000000000e+00	23	a
157	1.560000000000e+00	3.000000000000e-02	7.900000000000e+01	1.000000000000e+00	23	a
157	1.650000000000e+00	2.000000000000e-02	7.700000000000e+01	1.000000000000e+00	23	a
157	1.740000000000e+00	2.000000000000e-02	7.800000000000e+01	2.000000000000e+00	23	a
157	1.820000000000e+00	2.000000000000e-02	7.900000000000e+01	1.000000000000e+00	23	a
157	1.910000000000e+00	3.000000000000e-02	7.700000000000e+01	1.000000000000e+00	23	a
157	1.990000000000e+00	2.000000000000e-02	7.700000000000e+01	1.000000000000e+00	23	a
157	2.070000000000e+00	2.000000000000e-02	8.200000000000e+01	1.000000000000e+00	23	a
157	2.160000000000e+00	3.000000000000e-02	8.300000000000e+01	2.000000000000e+00	23	a
157	2.240000000000e+00	4.000000000000e-02	8.300000000000e+01	1.000000000000e+00	23	a
157	2.350000000000e+00	3.000000000000e-02	8.500000000000e+01	1.000000000000e+00	23	a
157	2.450000000000e+00	3.000000000000e-02	8.300000000000e+01	2.000000000000e+00	23	a
157	2.550000000000e+00	3.000000000000e-02	8.600000000000e+01	2.000000000000e+00	23	a
157	2.650000000000e+00	3.000000000000e-02	8.800000000000e+01	2.000000000000e+00	23	a
157	2.740000000000e+00	3.000000000000e-02	8.900000000000e+01	2.000000000000e+00	23	a
157	2.860000000000e+00	3.000000000000e-02	8.900000000000e+01	2.000000000000e+00	23	a
157	3.000000000000e+00	4.000000000000e-02	9.600000000000e+01	3.000000000000e+00	23	a
157	3.130000000000e+00	4.000000000000e-02	9.100000000000e+01	2.000000000000e+00	23	a
157	3.330000000000e+00	7.000000000000e-02	9.600000000000e+01	2.000000000000e+00	23	a
157	3.560000000000e+00	7.000000000000e-02	1.030000000000e+02	3.000000000000e+00	23	a
157	3.830000000000e+00	9.000000000000e-02	1.110000000000e+02	2.000000000000e+00	23	a
157	4.200000000000e+00	1.400000000000e-01	1.120000000000e+02	3.000000000000e+00	23	a
157	4.820000000000e+00	2.400000000000e-01	1.220000000000e+02	3.000000000000e+00	16	a
157	5.000000000000e-02	0.000000000000e+00	1.200000000000e+01	1.000000000000e+01	1	r
157	1.200000000000e-01	0.000000000000e+00	1.500000000000e+01	1.000000000000e+01	1	r
157	2.300000000000e-01	2.000000000000e-02	2.500000000000e+01	5.000000000000e+00	2	r
157	3.100000000000e-01	1.000000000000e-02	2.000000000000e+01	2.000000000000e+00	3	r
157	3.800000000000e-01	2.000000000000e-02	2.000000000000e+01	3.000000000000e+00	5	r
157	4.700000000000e-01	2.000000000000e-02	2.700000000000e+01	1.000000000000e+00	3	r
157	5.700000000000e-01	2.000000000000e-02	2.800000000000e+01	2.000000000000e+00	7	r
157	6.300000000000e-01	2.000000000000e-02	2.300000000000e+01	3.000000000000e+00	2	r
157	7.300000000000e-01	2.000000000000e-02	3.800000000000e+01	5.000000000000e+00	4	r
157	8.100000000000e-01	0.000000000000e+00	3.300000000000e+01	2.000000000000e+00	2	r
157	8.900000000000e-01	2.000000000000e-02	4.600000000000e+01	2.000000000000e+00	11	r
157	9.900000000000e-01	3.000000000000e-02	6.400000000000e+01	1.000000000000e+01	3	r
157	1.130000000000e+00	7.000000000000e-02	6.000000000000e+01	1.000000000000e+00	23	r
157	1.330000000000e+00	4.000000000000e-02	6.700000000000e+01	2.000000000000e+00	23	r
157	1.470000000000e+00	4.000000000000e-02	7.000000000000e+01	2.000000000000e+00	23	r
157	1.590000000000e+00	3.000000000000e-02	7.400000000000e+01	1.000000000000e+00	23	r
157	1.710000000000e+00	3.000000000000e-02	7.700000000000e+01	1.000000000000e+00	23	r
157	1.800000000000e+00	3.000000000000e-02	7.900000000000e+01	1.000000000000e+00	23	r
157	1.920000000000e+00	3.000000000000e-02	8.200000000000e+01	2.000000000000e+00	23	r
157	2.020000000000e+00	3.000000000000e-02	8.300000000000e+01	1.000000000000e+00	23	r
157	2.110000000000e+00	2.000000000000e-02	8.400000000000e+01	1.000000000000e+00	23	r
157	2.200000000000e+00	3.000000000000e-02	8.500000000000e+01	1.000000000000e+00	23	r
157	2.310000000000e+00	3.000000000000e-02	8.700000000000e+01	2.000000000000e+00	23	r
157	2.420000000000e+00	4.000000000000e-02	8.900000000000e+01	1.000000000000e+00	23	r
157	2.550000000000e+00	3.000000000000e-02	9.000000000000e+01	2.000000000000e+00	23	r
157	2.680000000000e+00	4.000000000000e-02	9.400000000000e+01	2.000000000000e+00	23	r
157	2.880000000000e+00	7.000000000000e-02	9.700000000000e+01	3.000000000000e+00	23	r
157	3.120000000000e+00	8.000000000000e-02	9.800000000000e+01	2.000000000000e+00	23	r
157	3.350000000000e+00	9.000000000000e-02	1.040000000000e+02	2.000000000000e+00	23	r
157	3.620000000000e+00	9.000000000000e-02	1.000000000000e+02	3.000000000000e+00	23	r
157	4.040000000000e+00	1.800000000000e-01	1.070000000000e+02	3.000000000000e+00	20	r
159	1.600000000000e-01	1.000000000000e-02	-1.500000000000e+01	1.000000000000e+00	2	a
159	2.100000000000e-01	0.000000000000e+00	-8.000000000000e+00	7.000000000000e+00	1	a
159	2.900000000000e-01	3.000000000000e-02	0.000000000000e+00	3.000000000000e+00	2	a
159	3.900000000000e-01	3.000000000000e-02	4.000000000000e+00	0.000000000000e+00	2	a
159	4.800000000000e-01	0.000000000000e+00	7.000000000000e+00	7.000000000000e+00	1	a
159	5.400000000000e-01	0.000000000000e+00	0.000000000000e+00	7.000000000000e+00	1	a
159	6.500000000000e-01	1.000000000000e-02	2.000000000000e+00	6.000000000000e+00	3	a
159	7.500000000000e-01	2.000000000000e-02	0.000000000000e+00	3.000000000000e+00	3	a
159	7.900000000000e-01	2.000000000000e-02	5.000000000000e+00	2.000000000000e+00	6	a
159	8.800000000000e-01	2.000000000000e-02	5.000000000000e+00	3.000000000000e+00	4	a
159	1.010000000000e+00	0.000000000000e+00	1.400000000000e+01	7.000000000000e+00	1	a
159	1.160000000000e+00	0.000000000000e+00	2.500000000000e+01	7.000000000000e+00	1	a
159	1.400000000000e+00	1.000000000000e-02	1.100000000000e+01	2.000000000000e+00	3	a
159	1.480000000000e+00	2.000000000000e-02	1.400000000000e+01	5.000000000000e+00	3	a
159	1.580000000000e+00	0.000000000000e+00	1.000000000000e+01	7.000000000000e+00	1	a
159	1.750000000000e+00	0.000000000000e+00	7.000000000000e+00	7.000000000000e+00	1	a
159	2.200000000000e+00	2.100000000000e-01	3.000000000000e+01	5.000000000000e+00	3	a
159	2.100000000000e-01	2.000000000000e-02	-2.000000000000e+00	7.000000000000e+00	2	r
159	3.100000000000e-01	3.000000000000e-02	8.000000000000e+00	1.000000000000e+00	2	r
159	3.900000000000e-01	0.000000000000e+00	7.000000000000e+00	7.000000000000e+00	1	r
159	4.800000000000e-01	3.000000000000e-02	0.000000000000e+00	3.000000000000e+00	4	r
159	5.500000000000e-01	2.000000000000e-02	0.000000000000e+00	2.000000000000e+00	4	r
159	6.400000000000e-01	3.000000000000e-02	1.000000000000e+00	3.000000000000e+00	4	r
159	7.200000000000e-01	2.000000000000e-02	5.000000000000e+00	1.000000000000e+00	3	r
159	8.000000000000e-01	3.000000000000e-02	8.000000000000e+00	2.000000000000e+00	3	r
159	8.700000000000e-01	0.000000000000e+00	1.100000000000e+01	7.000000000000e+00	1	r
159	1.090000000000e+00	0.000000000000e+00	2.400000000000e+01	7.000000000000e+00	1	r
159	1.140000000000e+00	2.000000000000e-02	0.000000000000e+00	4.000000000000e+00	6	r
159	1.220000000000e+00	3.000000000000e-02	4.000000000000e+00	3.000000000000e+00	3	r
159	1.320000000000e+00	2.000000000000e-02	2.900000000000e+01	2.000000000000e+00	2	r
159	1.390000000000e+00	2.000000000000e-02	1.100000000000e+01	3.000000000000e+00	3	r
159	1.760000000000e+00	1.000000000000e-02	1.000000000000e+01	4.000000000000e+00	3	r
159	1.830000000000e+00	4.000000000000e-02	2.900000000000e+01	0.000000000000e+00	2	r
159	2.570000000000e+00	6.000000000000e-01	1.900000000000e+01	6.000000000000e+00	5	r
160	6.000000000000e-02	0.000000000000e+00	2.700000000000e+01	2.400000000000e+01	1	a
160	1.200000000000e-01	3.000000000000e-02	1.700000000000e+01	3.000000000000e+00	2	a
160	2.200000000000e-01	3.000000000000e-02	1.200000000000e+01	5.000000000000e+00	2	a
160	2.800000000000e-01	0.000000000000e+00	2.400000000000e+01	2.400000000000e+01	1	a
160	3.800000000000e-01	2.000000000000e-02	2.300000000000e+01	8.000000000000e+00	3	a
160	4.500000000000e-01	1.000000000000e-02	7.000000000000e+00	1.000000000000e+01	2	a
160	5.800000000000e-01	0.000000000000e+00	3.300000000000e+01	2.400000000000e+01	1	a
160	6.400000000000e-01	2.000000000000e-02	1.800000000000e+01	0.000000000000e+00	2	a
160	7.300000000000e-01	2.000000000000e-02	1.600000000000e+01	3.000000000000e+00	2	a
160	9.200000000000e-01	2.000000000000e-02	3.100000000000e+01	3.000000000000e+00	2	a
160	9.600000000000e-01	0.000000000000e+00	3.600000000000e+01	5.000000000000e+00	2	a
160	1.080000000000e+00	4.000000000000e-02	5.100000000000e+01	9.000000000000e+00	3	a
160	1.190000000000e+00	0.000000000000e+00	5.000000000000e+01	1.000000000000e+00	2	a
160	1.260000000000e+00	3.000000000000e-02	5.800000000000e+01	4.000000000000e+00	5	a
160	1.360000000000e+00	6.000000000000e-02	5.700000000000e+01	2.000000000000e+00	23	a
160	1.560000000000e+00	6.000000000000e-02	7.100000000000e+01	2.000000000000e+00	23	a
160	1.730000000000e+00	6.000000000000e-02	6.800000000000e+01	2.000000000000e+00	23	a
160	1.880000000000e+00	4.000000000000e-02	7.400000000000e+01	2.000000000000e+00	23	a
160	2.030000000000e+00	4.000000000000e-02	7.200000000000e+01	2.000000000000e+00	23	a
160	2.150000000000e+00	3.000000000000e-02	7.400000000000e+01	2.000000000000e+00	23	a
160	2.270000000000e+00	3.000000000000e-02	7.100000000000e+01	2.000000000000e+00	23	a
160	2.380000000000e+00	4.000000000000e-02	7.900000000000e+01	2.000000000000e+00	23	a
160	2.510000000000e+00	3.000000000000e-02	7.500000000000e+01	2.000000000000e+00	23	a
160	2.620000000000e+00	4.000000000000e-02	7.700000000000e+01	2.000000000000e+00	23	a
160	2.760000000000e+00	5.000000000000e-02	8.200000000000e+01	1.000000000000e+00	23	a
160	2.930000000000e+00	6.000000000000e-02	8.300000000000e+01	2.000000000000e+00	23	a
160	3.150000000000e+00	6.000000000000e-02	8.600000000000e+01	3.000000000000e+00	23	a
160	3.370000000000e+00	6.000000000000e-02	8.700000000000e+01	2.000000000000e+00	23	a
160	3.590000000000e+00	7.000000000000e-02	9.600000000000e+01	3.000000000000e+00	23	a
160	3.870000000000e+00	1.000000000000e-01	9.600000000000e+01	3.000000000000e+00	23	a
160	4.970000000000e+00	6.200000000000e-01	1.160000000000e+02	5.000000000000e+00	19	a
160	1.400000000000e-01	0.000000000000e+00	3.000000000000e+00	2.400000000000e+01	1	r
160	3.200000000000e-01	2.000000000000e-02	1.900000000000e+01	6.000000000000e+00	3	r
160	3.900000000000e-01	0.000000000000e+00	3.100000000000e+01	2.400000000000e+01	1	r
160	4.700000000000e-01	0.000000000000e+00	2.600000000000e+01	2.400000000000e+01	1	r
160	5.600000000000e-01	0.000000000000e+00	4.200000000000e+01	2.400000000000e+01	1	r
160	6.100000000000e-01	0.000000000000e+00	1.400000000000e+01	2.400000000000e+01	1	r
160	7.200000000000e-01	0.000000000000e+00	6.500000000000e+01	2.400000000000e+01	1	r
160	8.500000000000e-01	0.000000000000e+00	2.900000000000e+01	2.400000000000e+01	1	r
160	9.100000000000e-01	3.000000000000e-02	3.100000000000e+01	9.000000000000e+00	3	r
160	1.000000000000e+00	2.000000000000e-02	4.400000000000e+01	2.000000000000e+00	4	r
160	1.050000000000e+00	1.000000000000e-02	4.600000000000e+01	2.400000000000e+01	2	r
160	1.160000000000e+00	3.000000000000e-02	5.900000000000e+01	1.100000000000e+01	2	r
160	1.260000000000e+00	1.000000000000e-02	4.400000000000e+01	1.100000000000e+01	3	r
160	1.470000000000e+00	1.600000000000e-01	6.600000000000e+01	4.000000000000e+00	23	r
160	2.050000000000e+00	1.700000000000e-01	8.100000000000e+01	2.000000000000e+00	23	r
160	2.700000000000e+00	2.400000000000e-01	8.000000000000e+01	3.000000000000e+00	23	r
160	3.620000000000e+00	3.900000000000e-01	8.100000000000e+01	3.000000000000e+00	23	r
165	1.500000000000e-01	0.000000000000e+00	1.800000000000e+01	5.000000000000e+00	1	a
165	3.100000000000e-01	0.000000000000e+00	3.200000000000e+01	5.000000000000e+00	1	a
165	4.300000000000e-01	0.000000000000e+00	7.000000000000e+01	5.000000000000e+00	1	a
165	5.000000000000e-01	0.000000000000e+00	4.900000000000e+01	4.000000000000e+00	2	a
165	5.800000000000e-01	0.000000000000e+00	5.600000000000e+01	5.000000000000e+00	1	a
165	6.800000000000e-01	0.000000000000e+00	7.300000000000e+01	5.000000000000e+00	1	a
165	1.140000000000e+00	3.300000000000e-01	8.300000000000e+01	5.000000000000e+00	17	a
165	1.300000000000e-01	0.000000000000e+00	-1.900000000000e+01	5.000000000000e+00	1	r
165	2.400000000000e-01	0.000000000000e+00	-3.000000000000e+00	5.000000000000e+00	1	r
165	4.000000000000e-01	0.000000000000e+00	3.500000000000e+01	5.000000000000e+00	1	r
165	4.800000000000e-01	1.000000000000e-02	4.300000000000e+01	1.000000000000e+00	2	r
165	5.400000000000e-01	0.000000000000e+00	5.600000000000e+01	5.000000000000e+00	1	r
165	1.180000000000e+00	3.000000000000e-01	9.300000000000e+01	3.000000000000e+00	17	r
168	2.000000000000e-02	0.000000000000e+00	9.000000000000e+00	6.000000000000e+00	1	a
168	1.400000000000e-01	1.000000000000e-02	7.000000000000e+00	5.000000000000e+00	2	a
168	2.300000000000e-01	3.000000000000e-02	-1.000000000000e+00	1.000000000000e+00	6	a
168	3.200000000000e-01	2.000000000000e-02	6.000000000000e+00	0.000000000000e+00	4	a
168	3.900000000000e-01	2.000000000000e-02	1.400000000000e+01	5.000000000000e+00	6	a
168	4.900000000000e-01	2.000000000000e-02	1.700000000000e+01	3.000000000000e+00	10	a
168	5.600000000000e-01	2.000000000000e-02	1.800000000000e+01	5.000000000000e+00	6	a
168	6.900000000000e-01	6.000000000000e-02	3.400000000000e+01	2.000000000000e+00	22	a
168	8.800000000000e-01	6.000000000000e-02	4.600000000000e+01	3.000000000000e+00	22	a
168	1.070000000000e+00	5.000000000000e-02	5.200000000000e+01	5.000000000000e+00	22	a
168	1.270000000000e+00	6.000000000000e-02	7.200000000000e+01	4.000000000000e+00	22	a
168	1.510000000000e+00	7.000000000000e-02	7.200000000000e+01	4.000000000000e+00	22	a
168	1.870000000000e+00	1.300000000000e-01	7.700000000000e+01	4.000000000000e+00	22	a
168	2.430000000000e+00	2.200000000000e-01	9.300000000000e+01	3.000000000000e+00	19	a
168	8.000000000000e-02	0.000000000000e+00	0.000000000000e+00	6.000000000000e+00	1	r
168	1.300000000000e-01	2.000000000000e-02	0.000000000000e+00	6.000000000000e+00	2	r
168	2.200000000000e-01	2.000000000000e-02	0.000000000000e+00	4.000000000000e+00	5	r
168	3.300000000000e-01	1.000000000000e-02	3.000000000000e+00	6.000000000000e+00	4	r
168	4.000000000000e-01	2.000000000000e-02	1.500000000000e+01	5.000000000000e+00	7	r
168	4.900000000000e-01	2.000000000000e-02	2.100000000000e+01	3.000000000000e+00	6	r
168	5.700000000000e-01	3.000000000000e-02	2.400000000000e+01	3.000000000000e+00	4	r
168	7.500000000000e-01	9.000000000000e-02	3.200000000000e+01	3.000000000000e+00	22	r
168	1.030000000000e+00	6.000000000000e-02	5.300000000000e+01	2.000000000000e+00	22	r
168	1.240000000000e+00	6.000000000000e-02	6.200000000000e+01	2.000000000000e+00	22	r
168	1.440000000000e+00	5.000000000000e-02	6.800000000000e+01	3.000000000000e+00	22	r
168	1.650000000000e+00	6.000000000000e-02	7.400000000000e+01	2.000000000000e+00	22	r
168	1.870000000000e+00	7.000000000000e-02	7.900000000000e+01	3.000000000000e+00	22	r
168	2.110000000000e+00	8.000000000000e-02	8.800000000000e+01	2.000000000000e+00	22	r
168	2.440000000000e+00	1.300000000000e-01	8.600000000000e+01	4.000000000000e+00	22	r
168	3.430000000000e+00	6.900000000000e-01	9.900000000000e+01	2.000000000000e+00	20	r
169	1.600000000000e-01	0.000000000000e+00	0.000000000000e+00	8.000000000000e+00	1	a
169	2.800000000000e-01	0.000000000000e+00	2.100000000000e+01	8.000000000000e+00	1	a
169	3.800000000000e-01	0.000000000000e+00	2.100000000000e+01	8.000000000000e+00	1	a
169	4.600000000000e-01	2.000000000000e-02	2.800000000000e+01	8.000000000000e+00	3	a
169	5.500000000000e-01	2.000000000000e-02	2.700000000000e+01	1.000000000000e+00	2	a
169	6.400000000000e-01	3.000000000000e-02	3.800000000000e+01	1.000000000000e+00	5	a
169	7.400000000000e-01	1.000000000000e-02	4.700000000000e+01	3.000000000000e+00	3	a
169	8.300000000000e-01	3.000000000000e-02	5.400000000000e+01	2.000000000000e+00	4	a
169	1.050000000000e+00	1.400000000000e-01	5.500000000000e+01	2.000000000000e+00	24	a
169	1.380000000000e+00	6.000000000000e-02	6.300000000000e+01	2.000000000000e+00	24	a
169	1.560000000000e+00	4.000000000000e-02	6.800000000000e+01	2.000000000000e+00	24	a
169	1.690000000000e+00	3.000000000000e-02	7.300000000000e+01	1.000000000000e+00	24	a
169	1.810000000000e+00	4.000000000000e-02	7.500000000000e+01	2.000000000000e+00	24	a
169	1.950000000000e+00	4.000000000000e-02	8.300000000000e+01	2.000000000000e+00	24	a
169	2.100000000000e+00	5.000000000000e-02	8.100000000000e+01	2.000000000000e+00	24	a
169	2.280000000000e+00	5.000000000000e-02	8.400000000000e+01	2.000000000000e+00	24	a
169	2.550000000000e+00	1.600000000000e-01	9.300000000000e+01	3.000000000000e+00	23	a
169	1.000000000000e-01	0.000000000000e+00	-4.000000000000e+00	8.000000000000e+00	1	r
169	3.500000000000e-01	1.000000000000e-02	4.500000000000e+01	7.000000000000e+00	2	r
169	5.500000000000e-01	3.000000000000e-02	3.900000000000e+01	1.000000000000e+00	3	r
169	6.600000000000e-01	1.000000000000e-02	4.900000000000e+01	8.000000000000e+00	3	r
169	7.600000000000e-01	0.000000000000e+00	6.100000000000e+01	8.000000000000e+00	1	r
169	8.200000000000e-01	1.000000000000e-02	5.200000000000e+01	6.000000000000e+00	4	r
169	1.030000000000e+00	1.300000000000e-01	5.300000000000e+01	2.000000000000e+00	24	r
169	1.410000000000e+00	1.000000000000e-01	6.500000000000e+01	2.000000000000e+00	24	r
