hrs	radius_kpc	radius_error_kpc	velocity_km_s	velocity_error_km_s	bins	side
256	1.150000000000e+00	3.000000000000e-02	2.000000000000e+01	2.000000000000e+00	23	r
256	1.250000000000e+00	3.000000000000e-02	1.800000000000e+01	2.000000000000e+00	23	r
256	1.340000000000e+00	3.000000000000e-02	2.000000000000e+01	3.000000000000e+00	23	r
256	1.440000000000e+00	3.000000000000e-02	1.400000000000e+01	3.000000000000e+00	23	r
256	1.540000000000e+00	3.000000000000e-02	1.300000000000e+01	2.000000000000e+00	23	r
256	1.650000000000e+00	3.000000000000e-02	1.600000000000e+01	3.000000000000e+00	23	r
256	1.730000000000e+00	3.000000000000e-02	1.000000000000e+01	3.000000000000e+00	23	r
256	1.850000000000e+00	3.000000000000e-02	1.400000000000e+01	2.000000000000e+00	23	r
256	1.970000000000e+00	4.000000000000e-02	2.200000000000e+01	2.000000000000e+00	23	r
256	2.100000000000e+00	4.000000000000e-02	3.300000000000e+01	5.000000000000e+00	23	r
256	2.220000000000e+00	4.000000000000e-02	3.200000000000e+01	3.000000000000e+00	23	r
256	2.390000000000e+00	6.000000000000e-02	3.500000000000e+01	4.000000000000e+00	23	r
256	2.720000000000e+00	1.300000000000e-01	1.300000000000e+01	6.000000000000e+00	22	r
268	1.600000000000e-01	0.000000000000e+00	9.000000000000e+00	9.000000000000e+00	1	a
268	2.100000000000e-01	0.000000000000e+00	3.000000000000e+00	9.000000000000e+00	1	a
268	2.900000000000e-01	3.000000000000e-02	1.900000000000e+01	4.000000000000e+00	4	a
268	3.800000000000e-01	3.000000000000e-02	2.400000000000e+01	3.000000000000e+00	3	a
268	4.700000000000e-01	2.000000000000e-02	2.600000000000e+01	6.000000000000e+00	5	a
268	5.500000000000e-01	2.000000000000e-02	3.000000000000e+01	5.000000000000e+00	6	a
268	6.600000000000e-01	2.000000000000e-02	4.300000000000e+01	5.000000000000e+00	4	a
268	7.300000000000e-01	2.000000000000e-02	6.200000000000e+01	7.000000000000e+00	5	a
268	8.000000000000e-01	2.000000000000e-02	6.800000000000e+01	9.000000000000e+00	4	a
268	8.900000000000e-01	3.000000000000e-02	6.900000000000e+01	8.000000000000e+00	4	a
268	9.800000000000e-01	2.000000000000e-02	8.300000000000e+01	9.000000000000e+00	5	a
268	1.140000000000e+00	9.000000000000e-02	9.100000000000e+01	4.000000000000e+00	24	a
268	1.410000000000e+00	6.000000000000e-02	1.100000000000e+02	3.000000000000e+00	24	a
268	1.610000000000e+00	6.000000000000e-02	1.130000000000e+02	2.000000000000e+00	24	a
268	1.780000000000e+00	4.000000000000e-02	1.260000000000e+02	1.000000000000e+00	24	a
268	1.930000000000e+00	4.000000000000e-02	1.270000000000e+02	3.000000000000e+00	24	a
268	2.080000000000e+00	5.000000000000e-02	1.300000000000e+02	2.000000000000e+00	24	a
268	2.230000000000e+00	5.000000000000e-02	1.330000000000e+02	2.000000000000e+00	24	a
268	2.380000000000e+00	5.000000000000e-02	1.400000000000e+02	3.000000000000e+00	24	a
268	2.530000000000e+00	5.000000000000e-02	1.450000000000e+02	1.000000000000e+00	24	a
268	2.710000000000e+00	5.000000000000e-02	1.480000000000e+02	2.000000000000e+00	24	a
268	2.850000000000e+00	5.000000000000e-02	1.540000000000e+02	2.000000000000e+00	24	a
268	3.020000000000e+00	5.000000000000e-02	1.580000000000e+02	1.000000000000e+00	24	a
268	3.200000000000e+00	6.000000000000e-02	1.620000000000e+02	1.000000000000e+00	24	a
268	3.430000000000e+00	8.000000000000e-02	1.720000000000e+02	2.000000000000e+00	24	a
268	3.690000000000e+00	8.000000000000e-02	1.740000000000e+02	3.000000000000e+00	24	a
268	4.130000000000e+00	2.600000000000e-01	1.770000000000e+02	3.000000000000e+00	24	a
268	5.400000000000e+00	3.900000000000e-01	1.770000000000e+02	3.000000000000e+00	24	a
268	6.570000000000e+00	2.800000000000e-01	1.950000000000e+02	3.000000000000e+00	20	a
268	1.400000000000e-01	1.000000000000e-02	1.900000000000e+01	6.000000000000e+00	2	r
268	1.800000000000e-01	0.000000000000e+00	3.900000000000e+01	9.000000000000e+00	1	r
268	3.000000000000e-01	3.000000000000e-02	4.500000000000e+01	3.000000000000e+00	4	r
268	3.700000000000e-01	1.000000000000e-02	5.200000000000e+01	5.000000000000e+00	3	r
268	4.800000000000e-01	3.000000000000e-02	7.200000000000e+01	4.000000000000e+00	4	r
268	5.500000000000e-01	3.000000000000e-02	6.600000000000e+01	5.000000000000e+00	5	r
268	6.300000000000e-01	2.000000000000e-02	8.200000000000e+01	4.000000000000e+00	7	r
268	7.300000000000e-01	3.000000000000e-02	8.800000000000e+01	3.000000000000e+00	4	r
268	8.200000000000e-01	2.000000000000e-02	9.000000000000e+01	4.000000000000e+00	8	r
268	9.000000000000e-01	2.000000000000e-02	1.000000000000e+02	4.000000000000e+00	7	r
268	1.000000000000e+00	2.000000000000e-02	1.070000000000e+02	4.000000000000e+00	4	r
268	1.100000000000e+00	7.000000000000e-02	1.050000000000e+02	1.000000000000e+00	24	r
268	1.340000000000e+00	6.000000000000e-02	1.170000000000e+02	2.000000000000e+00	24	r
268	1.550000000000e+00	7.000000000000e-02	1.170000000000e+02	2.000000000000e+00	24	r
268	1.770000000000e+00	7.000000000000e-02	1.210000000000e+02	4.000000000000e+00	24	r
268	2.040000000000e+00	7.000000000000e-02	1.230000000000e+02	3.000000000000e+00	24	r
268	2.320000000000e+00	8.000000000000e-02	1.140000000000e+02	2.000000000000e+00	24	r
268	2.650000000000e+00	9.000000000000e-02	1.240000000000e+02	2.000000000000e+00	24	r
268	2.970000000000e+00	9.000000000000e-02	1.380000000000e+02	1.000000000000e+00	24	r
268	3.310000000000e+00	1.000000000000e-01	1.470000000000e+02	3.000000000000e+00	24	r
268	3.800000000000e+00	2.100000000000e-01	1.640000000000e+02	2.000000000000e+00	20	r
271	2.000000000000e-01	0.000000000000e+00	2.100000000000e+01	8.000000000000e+00	1	a
271	4.100000000000e-01	0.000000000000e+00	2.400000000000e+01	8.000000000000e+00	1	a
271	4.500000000000e-01	3.000000000000e-02	2.300000000000e+01	6.000000000000e+00	2	a
271	5.400000000000e-01	3.000000000000e-02	2.700000000000e+01	2.000000000000e+00	3	a
271	6.500000000000e-01	0.000000000000e+00	3.400000000000e+01	3.000000000000e+00	2	a
271	8.100000000000e-01	2.000000000000e-02	3.800000000000e+01	1.000000000000e+00	2	a
271	9.100000000000e-01	0.000000000000e+00	4.200000000000e+01	8.000000000000e+00	1	a
271	9.300000000000e-01	1.000000000000e-02	3.000000000000e+01	0.000000000000e+00	2	a
271	1.040000000000e+00	2.000000000000e-02	2.900000000000e+01	0.000000000000e+00	2	a
271	1.220000000000e+00	2.000000000000e-02	4.500000000000e+01	3.000000000000e+00	8	a
271	1.310000000000e+00	2.000000000000e-02	3.500000000000e+01	4.000000000000e+00	4	a
271	1.390000000000e+00	2.000000000000e-02	3.600000000000e+01	2.000000000000e+00	2	a
271	1.480000000000e+00	2.000000000000e-02	4.100000000000e+01	3.000000000000e+00	6	a
271	1.550000000000e+00	2.000000000000e-02	4.500000000000e+01	0.000000000000e+00	6	a
271	1.620000000000e+00	2.000000000000e-02	4.500000000000e+01	2.000000000000e+00	7	a
271	1.730000000000e+00	3.000000000000e-02	4.900000000000e+01	2.000000000000e+00	6	a
271	1.800000000000e+00	1.000000000000e-02	4.600000000000e+01	3.000000000000e+00	6	a
271	1.900000000000e+00	7.000000000000e-02	5.100000000000e+01	1.000000000000e+00	25	a
271	2.200000000000e+00	1.100000000000e-01	5.400000000000e+01	1.000000000000e+00	25	a
271	2.480000000000e+00	7.000000000000e-02	6.100000000000e+01	1.000000000000e+00	25	a
271	2.740000000000e+00	9.000000000000e-02	6.300000000000e+01	2.000000000000e+00	25	a
271	3.120000000000e+00	1.300000000000e-01	6.500000000000e+01	1.000000000000e+00	25	a
271	3.680000000000e+00	2.000000000000e-01	7.400000000000e+01	2.000000000000e+00	25	a
271	4.800000000000e+00	5.700000000000e-01	8.500000000000e+01	2.000000000000e+00	24	a
271	1.800000000000e-01	0.000000000000e+00	-2.300000000000e+01	8.000000000000e+00	1	r
271	3.700000000000e-01	2.000000000000e-02	-5.000000000000e+00	3.000000000000e+00	3	r
271	6.300000000000e-01	1.000000000000e-02	6.000000000000e+00	1.000000000000e+00	2	r
271	7.000000000000e-01	0.000000000000e+00	-1.200000000000e+01	8.000000000000e+00	1	r
271	7.900000000000e-01	1.000000000000e-02	8.000000000000e+00	8.000000000000e+00	2	r
271	8.800000000000e-01	0.000000000000e+00	1.500000000000e+01	8.000000000000e+00	1	r
271	9.800000000000e-01	0.000000000000e+00	2.500000000000e+01	8.000000000000e+00	1	r
271	1.040000000000e+00	3.000000000000e-02	2.000000000000e+01	1.000000000000e+00	2	r
271	1.130000000000e+00	2.000000000000e-02	3.600000000000e+01	7.000000000000e+00	3	r
271	1.240000000000e+00	1.000000000000e-02	3.100000000000e+01	2.000000000000e+00	4	r
271	1.390000000000e+00	3.000000000000e-02	3.100000000000e+01	5.000000000000e+00	2	r
271	1.430000000000e+00	0.000000000000e+00	3.700000000000e+01	8.000000000000e+00	1	r
271	1.540000000000e+00	1.000000000000e-02	3.900000000000e+01	2.000000000000e+00	3	r
271	1.630000000000e+00	2.000000000000e-02	4.500000000000e+01	2.000000000000e+00	4	r
271	1.700000000000e+00	0.000000000000e+00	4.900000000000e+01	8.000000000000e+00	1	r
271	1.820000000000e+00	0.000000000000e+00	5.800000000000e+01	6.000000000000e+00	2	r
271	2.120000000000e+00	1.800000000000e-01	5.600000000000e+01	2.000000000000e+00	25	r
271	2.730000000000e+00	1.300000000000e-01	6.900000000000e+01	1.000000000000e+00	25	r
271	3.060000000000e+00	9.000000000000e-02	7.000000000000e+01	1.000000000000e+00	25	r
271	3.540000000000e+00	1.800000000000e-01	8.200000000000e+01	2.000000000000e+00	25	r
271	4.450000000000e+00	4.000000000000e-01	9.400000000000e+01	3.000000000000e+00	19	r
273	5.600000000000e-01	2.000000000000e-02	1.400000000000e+01	5.000000000000e+00	2	a
273	7.400000000000e-01	0.000000000000e+00	3.100000000000e+01	1.300000000000e+01	1	a
273	9.000000000000e-01	3.000000000000e-02	6.300000000000e+01	0.000000000000e+00	2	a
273	9.800000000000e-01	0.000000000000e+00	6.500000000000e+01	1.300000000000e+01	1	a
273	1.170000000000e+00	3.000000000000e-02	7.900000000000e+01	7.000000000000e+00	3	a
273	1.310000000000e+00	0.000000000000e+00	8.400000000000e+01	2.000000000000e+00	2	a
273	1.420000000000e+00	2.000000000000e-02	9.900000000000e+01	5.000000000000e+00	6	a
273	1.520000000000e+00	1.000000000000e-02	9.300000000000e+01	4.000000000000e+00	7	a
273	1.610000000000e+00	2.000000000000e-02	8.800000000000e+01	2.000000000000e+00	5	a
273	1.680000000000e+00	2.000000000000e-02	1.020000000000e+02	2.000000000000e+00	5	a
273	1.760000000000e+00	1.000000000000e-02	9.700000000000e+01	9.000000000000e+00	4	a
273	2.010000000000e+00	1.100000000000e-01	1.070000000000e+02	2.000000000000e+00	24	a
273	2.360000000000e+00	7.000000000000e-02	1.180000000000e+02	2.000000000000e+00	24	a
273	2.760000000000e+00	1.200000000000e-01	1.240000000000e+02	4.000000000000e+00	24	a
273	3.230000000000e+00	1.800000000000e-01	1.310000000000e+02	4.000000000000e+00	24	a
273	3.900000000000e+00	2.000000000000e-01	1.340000000000e+02	3.000000000000e+00	24	a
273	4.710000000000e+00	2.800000000000e-01	1.280000000000e+02	3.000000000000e+00	24	a
273	5.760000000000e+00	3.600000000000e-01	1.390000000000e+02	4.000000000000e+00	24	a
273	6.690000000000e+00	2.400000000000e-01	1.360000000000e+02	2.000000000000e+00	24	a
273	7.700000000000e+00	4.500000000000e-01	1.540000000000e+02	3.000000000000e+00	13	a
273	2.600000000000e-01	0.000000000000e+00	2.400000000000e+01	1.300000000000e+01	1	r
273	4.900000000000e-01	0.000000000000e+00	4.300000000000e+01	1.300000000000e+01	1	r
273	7.800000000000e-01	0.000000000000e+00	8.700000000000e+01	1.300000000000e+01	1	r
273	8.800000000000e-01	0.000000000000e+00	5.400000000000e+01	1.300000000000e+01	1	r
273	1.200000000000e+00	1.000000000000e-02	7.700000000000e+01	1.100000000000e+01	2	r
273	1.250000000000e+00	0.000000000000e+00	9.800000000000e+01	1.300000000000e+01	1	r
273	1.360000000000e+00	1.000000000000e-02	8.700000000000e+01	2.000000000000e+00	3	r
273	1.530000000000e+00	1.000000000000e-02	1.030000000000e+02	7.000000000000e+00	2	r
273	1.580000000000e+00	0.000000000000e+00	9.800000000000e+01	1.300000000000e+01	1	r
273	1.750000000000e+00	1.000000000000e-02	1.140000000000e+02	1.300000000000e+01	2	r
273	2.230000000000e+00	2.800000000000e-01	1.130000000000e+02	3.000000000000e+00	24	r
273	3.240000000000e+00	2.800000000000e-01	1.200000000000e+02	4.000000000000e+00	24	r
273	4.090000000000e+00	2.800000000000e-01	1.380000000000e+02	4.000000000000e+00	24	r
273	5.450000000000e+00	7.900000000000e-01	1.400000000000e+02	3.000000000000e+00	24	r
276	5.000000000000e-02	0.000000000000e+00	5.200000000000e+01	2.100000000000e+01	1	a
276	1.400000000000e-01	0.000000000000e+00	5.200000000000e+01	2.100000000000e+01	1	a
276	2.200000000000e-01	1.000000000000e-02	7.700000000000e+01	7.000000000000e+00	4	a
276	2.800000000000e-01	2.000000000000e-02	1.060000000000e+02	3.000000000000e+00	3	a
276	3.800000000000e-01	2.000000000000e-02	1.110000000000e+02	1.500000000000e+01	3	a
276	6.000000000000e-01	0.000000000000e+00	1.290000000000e+02	2.100000000000e+01	1	a
276	7.700000000000e-01	0.000000000000e+00	1.210000000000e+02	2.100000000000e+01	1	a
276	1.690000000000e+00	2.300000000000e-01	1.490000000000e+02	6.000000000000e+00	24	a
276	2.140000000000e+00	9.000000000000e-02	1.510000000000e+02	5.000000000000e+00	24	a
276	2.480000000000e+00	1.200000000000e-01	1.590000000000e+02	5.000000000000e+00	24	a
276	2.920000000000e+00	1.200000000000e-01	1.620000000000e+02	7.000000000000e+00	24	a
276	3.320000000000e+00	1.200000000000e-01	1.640000000000e+02	4.000000000000e+00	24	a
276	3.750000000000e+00	1.400000000000e-01	1.700000000000e+02	8.000000000000e+00	13	a
276	8.000000000000e-02	1.000000000000e-02	-1.700000000000e+01	4.000000000000e+00	2	r
276	1.300000000000e-01	0.000000000000e+00	-4.100000000000e+01	2.100000000000e+01	1	r
276	1.900000000000e-01	0.000000000000e+00	3.700000000000e+01	2.100000000000e+01	1	r
276	2.800000000000e-01	1.000000000000e-02	2.000000000000e+01	2.100000000000e+01	2	r
276	9.000000000000e-01	0.000000000000e+00	1.240000000000e+02	2.100000000000e+01	1	r
276	2.030000000000e+00	3.000000000000e-01	1.710000000000e+02	5.000000000000e+00	24	r
276	2.900000000000e+00	3.500000000000e-01	1.850000000000e+02	6.000000000000e+00	23	r
280	1.600000000000e-01	0.000000000000e+00	-9.000000000000e+00	1.100000000000e+01	1	a
280	2.900000000000e-01	0.000000000000e+00	8.800000000000e+01	1.100000000000e+01	1	a
280	4.000000000000e-01	3.000000000000e-02	1.260000000000e+02	1.100000000000e+01	2	a
280	4.500000000000e-01	1.000000000000e-02	1.040000000000e+02	7.000000000000e+00	2	a
280	5.600000000000e-01	2.000000000000e-02	1.510000000000e+02	5.000000000000e+00	5	a
280	6.600000000000e-01	2.000000000000e-02	1.780000000000e+02	3.000000000000e+00	7	a
280	7.200000000000e-01	2.000000000000e-02	1.800000000000e+02	5.000000000000e+00	9	a
280	8.800000000000e-01	9.000000000000e-02	1.960000000000e+02	2.000000000000e+00	25	a
280	1.230000000000e+00	1.300000000000e-01	2.120000000000e+02	2.000000000000e+00	25	a
280	2.020000000000e+00	3.300000000000e-01	2.250000000000e+02	3.000000000000e+00	17	a
280	1.500000000000e-01	0.000000000000e+00	5.000000000000e+00	1.100000000000e+01	1	r
280	2.900000000000e-01	0.000000000000e+00	1.010000000000e+02	6.000000000000e+00	2	r
280	4.300000000000e-01	0.000000000000e+00	1.130000000000e+02	1.100000000000e+01	1	r
280	5.200000000000e-01	0.000000000000e+00	1.550000000000e+02	1.100000000000e+01	1	r
280	6.400000000000e-01	1.000000000000e-02	1.720000000000e+02	3.000000000000e+00	2	r
280	7.200000000000e-01	2.000000000000e-02	1.840000000000e+02	3.000000000000e+00	3	r
280	1.070000000000e+00	2.300000000000e-01	2.030000000000e+02	3.000000000000e+00	17	r
292	5.000000000000e-02	3.000000000000e-02	5.300000000000e+01	6.000000000000e+00	2	a
292	1.400000000000e-01	2.000000000000e-02	1.120000000000e+02	2.000000000000e+01	5	a
292	2.200000000000e-01	3.000000000000e-02	1.420000000000e+02	5.000000000000e+00	10	a
292	3.100000000000e-01	2.000000000000e-02	1.460000000000e+02	6.000000000000e+00	11	a
292	3.900000000000e-01	3.000000000000e-02	1.620000000000e+02	6.000000000000e+00	15	a
292	4.700000000000e-01	2.000000000000e-02	1.660000000000e+02	3.000000000000e+00	13	a
292	5.600000000000e-01	3.000000000000e-02	1.790000000000e+02	5.000000000000e+00	14	a
292	6.500000000000e-01	2.000000000000e-02	1.840000000000e+02	4.000000000000e+00	17	a
292	7.600000000000e-01	4.000000000000e-02	1.920000000000e+02	2.000000000000e+00	19	a
292	1.030000000000e+00	1.800000000000e-01	1.980000000000e+02	5.000000000000e+00	18	a
292	7.000000000000e-02	0.000000000000e+00	2.400000000000e+01	1.000000000000e+01	1	r
292	1.300000000000e-01	3.000000000000e-02	1.020000000000e+02	1.000000000000e+01	7	r
292	2.100000000000e-01	2.000000000000e-02	1.340000000000e+02	9.000000000000e+00	8	r
292	3.000000000000e-01	3.000000000000e-02	1.430000000000e+02	3.000000000000e+00	15	r
292	3.900000000000e-01	2.000000000000e-02	1.590000000000e+02	4.000000000000e+00	19	r
292	4.700000000000e-01	3.000000000000e-02	1.690000000000e+02	4.000000000000e+00	19	r
292	5.600000000000e-01	2.000000000000e-02	1.850000000000e+02	3.000000000000e+00	20	r
292	6.500000000000e-01	3.000000000000e-02	1.870000000000e+02	3.000000000000e+00	17	r
292	7.300000000000e-01	3.000000000000e-02	1.860000000000e+02	4.000000000000e+00	19	r
292	8.600000000000e-01	6.000000000000e-02	1.910000000000e+02	3.000000000000e+00	19	r
292	1.100000000000e+00	1.100000000000e-01	1.920000000000e+02	3.000000000000e+00	14	r
293	2.000000000000e-01	2.000000000000e-02	1.000000000000e+01	3.000000000000e+00	2	a
293	3.000000000000e-01	1.000000000000e-02	3.000000000000e+01	1.000000000000e+00	2	a
293	4.000000000000e-01	2.000000000000e-02	2.800000000000e+01	4.000000000000e+00	4	a
293	4.700000000000e-01	3.000000000000e-02	3.200000000000e+01	3.000000000000e+00	4	a
293	5.700000000000e-01	1.000000000000e-02	3.300000000000e+01	8.000000000000e+00	4	a
293	6.400000000000e-01	2.000000000000e-02	3.400000000000e+01	5.000000000000e+00	3	a
293	7.300000000000e-01	2.000000000000e-02	4.200000000000e+01	5.000000000000e+00	8	a
293	8.200000000000e-01	3.000000000000e-02	4.200000000000e+01	6.000000000000e+00	5	a
293	8.900000000000e-01	2.000000000000e-02	4.400000000000e+01	4.000000000000e+00	9	a
293	9.800000000000e-01	2.000000000000e-02	4.900000000000e+01	4.000000000000e+00	10	a
293	1.040000000000e+00	6.000000000000e-02	4.800000000000e+01	3.000000000000e+00	22	a
293	1.190000000000e+00	4.000000000000e-02	5.400000000000e+01	3.000000000000e+00	22	a
293	1.310000000000e+00	4.000000000000e-02	5.600000000000e+01	2.000000000000e+00	22	a
293	1.430000000000e+00	3.000000000000e-02	5.700000000000e+01	2.000000000000e+00	22	a
293	1.520000000000e+00	3.000000000000e-02	6.000000000000e+01	2.000000000000e+00	22	a
293	1.620000000000e+00	2.000000000000e-02	6.000000000000e+01	2.000000000000e+00	22	a
293	1.700000000000e+00	2.000000000000e-02	6.100000000000e+01	2.000000000000e+00	22	a
293	1.760000000000e+00	2.000000000000e-02	6.100000000000e+01	2.000000000000e+00	22	a
293	1.840000000000e+00	2.000000000000e-02	6.900000000000e+01	2.000000000000e+00	22	a
293	1.890000000000e+00	2.000000000000e-02	6.600000000000e+01	2.000000000000e+00	22	a
293	1.960000000000e+00	2.000000000000e-02	7.400000000000e+01	2.000000000000e+00	22	a
293	2.020000000000e+00	2.000000000000e-02	7.300000000000e+01	2.000000000000e+00	22	a
293	2.070000000000e+00	2.000000000000e-02	7.500000000000e+01	2.000000000000e+00	22	a
293	2.130000000000e+00	1.000000000000e-02	7.600000000000e+01	2.000000000000e+00	22	a
293	2.180000000000e+00	1.000000000000e-02	8.200000000000e+01	2.000000000000e+00	22	a
293	2.220000000000e+00	1.000000000000e-02	8.200000000000e+01	1.000000000000e+00	22	a
293	2.260000000000e+00	1.000000000000e-02	8.500000000000e+01	2.000000000000e+00	22	a
293	2.300000000000e+00	1.000000000000e-02	8.200000000000e+01	1.000000000000e+00	22	a
293	2.320000000000e+00	1.000000000000e-02	8.200000000000e+01	1.000000000000e+00	22	a
293	2.360000000000e+00	1.000000000000e-02	8.300000000000e+01	1.000000000000e+00	22	a
293	2.390000000000e+00	1.000000000000e-02	8.200000000000e+01	1.000000000000e+00	22	a
293	2.430000000000e+00	1.000000000000e-02	8.100000000000e+01	2.000000000000e+00	22	a
293	2.450000000000e+00	1.000000000000e-02	8.400000000000e+01	1.000000000000e+00	22	a
293	2.480000000000e+00	1.000000000000e-02	8.500000000000e+01	2.000000000000e+00	22	a
293	2.510000000000e+00	1.000000000000e-02	8.500000000000e+01	1.000000000000e+00	22	a
293	2.540000000000e+00	1.000000000000e-02	8.500000000000e+01	2.000000000000e+00	22	a
293	2.570000000000e+00	1.000000000000e-02	8.600000000000e+01	1.000000000000e+00	22	a
293	2.600000000000e+00	1.000000000000e-02	8.600000000000e+01	2.000000000000e+00	22	a
293	2.620000000000e+00	1.000000000000e-02	8.600000000000e+01	2.000000000000e+00	22	a
293	2.650000000000e+00	1.000000000000e-02	8.800000000000e+01	1.000000000000e+00	22	a
293	2.680000000000e+00	1.000000000000e-02	8.700000000000e+01	1.000000000000e+00	22	a
293	2.720000000000e+00	1.000000000000e-02	9.200000000000e+01	2.000000000000e+00	22	a
293	2.750000000000e+00	1.000000000000e-02	9.100000000000e+01	1.000000000000e+00	22	a
293	2.780000000000e+00	1.000000000000e-02	9.400000000000e+01	2.000000000000e+00	22	a
293	2.820000000000e+00	1.000000000000e-02	9.400000000000e+01	2.000000000000e+00	22	a
293	2.860000000000e+00	1.000000000000e-02	9.700000000000e+01	2.000000000000e+00	22	a
293	2.890000000000e+00	1.000000000000e-02	9.800000000000e+01	2.000000000000e+00	22	a
293	2.920000000000e+00	1.000000000000e-02	9.600000000000e+01	2.000000000000e+00	22	a
293	2.950000000000e+00	1.000000000000e-02	9.400000000000e+01	2.000000000000e+00	22	a
293	2.990000000000e+00	1.000000000000e-02	1.000000000000e+02	2.000000000000e+00	22	a
293	3.030000000000e+00	1.000000000000e-02	9.800000000000e+01	2.000000000000e+00	22	a
293	3.080000000000e+00	1.000000000000e-02	9.900000000000e+01	1.000000000000e+00	22	a
293	3.120000000000e+00	1.000000000000e-02	1.000000000000e+02	2.000000000000e+00	22	a
293	3.170000000000e+00	2.000000000000e-02	1.070000000000e+02	2.000000000000e+00	22	a
293	3.210000000000e+00	1.000000000000e-02	1.040000000000e+02	2.000000000000e+00	22	a
293	3.260000000000e+00	2.000000000000e-02	1.050000000000e+02	2.000000000000e+00	22	a
293	3.320000000000e+00	1.000000000000e-02	1.020000000000e+02	2.000000000000e+00	22	a
293	3.380000000000e+00	2.000000000000e-02	1.060000000000e+02	3.000000000000e+00	22	a
293	3.470000000000e+00	4.000000000000e-02	1.070000000000e+02	2.000000000000e+00	22	a
293	3.560000000000e+00	3.000000000000e-02	1.030000000000e+02	3.000000000000e+00	22	a
293	3.710000000000e+00	5.000000000000e-02	1.130000000000e+02	3.000000000000e+00	22	a
293	3.960000000000e+00	1.100000000000e-01	1.110000000000e+02	3.000000000000e+00	22	a
293	4.370000000000e+00	1.300000000000e-01	1.150000000000e+02	3.000000000000e+00	22	a
293	5.220000000000e+00	4.100000000000e-01	1.230000000000e+02	5.000000000000e+00	17	a
293	8.000000000000e-02	0.000000000000e+00	2.800000000000e+01	1.100000000000e+01	1	r
293	2.000000000000e-01	1.000000000000e-02	3.100000000000e+01	8.000000000000e+00	2	r
293	2.700000000000e-01	2.000000000000e-02	3.600000000000e+01	3.000000000000e+00	3	r
293	4.000000000000e-01	1.000000000000e-02	2.200000000000e+01	5.000000000000e+00	2	r
293	5.700000000000e-01	2.000000000000e-02	4.600000000000e+01	3.000000000000e+00	2	r
293	6.300000000000e-01	2.000000000000e-02	5.400000000000e+01	4.000000000000e+00	3	r
293	7.400000000000e-01	2.000000000000e-02	6.000000000000e+01	9.000000000000e+00	4	r
293	8.300000000000e-01	2.000000000000e-02	6.800000000000e+01	4.000000000000e+00	5	r
293	9.200000000000e-01	1.000000000000e-02	5.700000000000e+01	1.100000000000e+01	4	r
293	9.900000000000e-01	3.000000000000e-02	6.800000000000e+01	1.000000000000e+00	6	r
293	1.160000000000e+00	1.300000000000e-01	6.500000000000e+01	2.000000000000e+00	22	r
293	1.480000000000e+00	7.000000000000e-02	7.100000000000e+01	3.000000000000e+00	22	r
293	1.710000000000e+00	6.000000000000e-02	7.900000000000e+01	2.000000000000e+00	22	r
293	1.900000000000e+00	5.000000000000e-02	8.400000000000e+01	3.000000000000e+00	22	r
293	2.020000000000e+00	3.000000000000e-02	8.100000000000e+01	2.000000000000e+00	22	r
293	2.150000000000e+00	3.000000000000e-02	7.800000000000e+01	2.000000000000e+00	22	r
293	2.230000000000e+00	3.000000000000e-02	7.600000000000e+01	2.000000000000e+00	22	r
293	2.320000000000e+00	2.000000000000e-02	8.500000000000e+01	2.000000000000e+00	22	r
293	2.370000000000e+00	2.000000000000e-02	8.500000000000e+01	2.000000000000e+00	22	r
293	2.430000000000e+00	2.000000000000e-02	7.800000000000e+01	3.000000000000e+00	22	r
293	2.480000000000e+00	1.000000000000e-02	8.300000000000e+01	3.000000000000e+00	22	r
293	2.520000000000e+00	1.000000000000e-02	8.500000000000e+01	2.000000000000e+00	22	r
293	2.560000000000e+00	1.000000000000e-02	8.200000000000e+01	2.000000000000e+00	22	r
293	2.620000000000e+00	1.000000000000e-02	8.500000000000e+01	2.000000000000e+00	22	r
293	2.660000000000e+00	1.000000000000e-02	8.300000000000e+01	2.000000000000e+00	22	r
293	2.700000000000e+00	1.000000000000e-02	8.800000000000e+01	2.000000000000e+00	22	r
293	2.750000000000e+00	1.000000000000e-02	9.000000000000e+01	2.000000000000e+00	22	r
293	2.820000000000e+00	2.000000000000e-02	8.600000000000e+01	2.000000000000e+00	22	r
293	2.870000000000e+00	1.000000000000e-02	8.700000000000e+01	2.000000000000e+00	22	r
293	2.930000000000e+00	2.000000000000e-02	9.200000000000e+01	2.000000000000e+00	22	r
293	3.010000000000e+00	3.000000000000e-02	9.200000000000e+01	2.000000000000e+00	22	r
293	3.080000000000e+00	2.000000000000e-02	8.900000000000e+01	2.000000000000e+00	22	r
293	3.180000000000e+00	3.000000000000e-02	9.100000000000e+01	2.000000000000e+00	22	r
293	3.280000000000e+00	3.000000000000e-02	9.400000000000e+01	2.000000000000e+00	22	r
293	3.460000000000e+00	7.000000000000e-02	9.200000000000e+01	1.000000000000e+00	22	r
293	3.990000000000e+00	2.800000000000e-01	1.000000000000e+02	2.000000000000e+00	22	r
294	3.400000000000e-01	0.000000000000e+00	9.000000000000e+00	1.900000000000e+01	1	a
294	4.800000000000e-01	1.000000000000e-02	2.600000000000e+01	1.900000000000e+01	3	a
294	8.700000000000e-01	0.000000000000e+00	7.100000000000e+01	1.900000000000e+01	1	a
