image_id	system_id	ra_deg	dec_deg	z	z_flag	z_err_lo	z_err_hi	quality	notes
18.1	18	003.57612270	-30.404485	5.6625	spec			3	zref=M
18.2	18	003.58837860	-30.395646	5.6625	spec			3	zref=M
18.3	18	003.59072500	-30.395557	5.6625	spec			3	zref=M
19.1	19	003.58891670	-30.397439	1.9902	model	0.0791	0.0966		zref=-
19.2	19	003.59144270	-30.396684	1.9902	model_sys	0.0791	0.0966		zref=-;z propagated from same system
19.3	19	003.57871770	-30.404017	1.9902	model_sys	0.0791	0.0966		zref=-;z propagated from same system
20.1	20	003.59624130	-30.402970	2.5127	model	0.1922	0.4213		zref=-
20.2	20	003.59519920	-30.405437	2.5127	model_sys	0.1922	0.4213		zref=-;z propagated from same system
20.3	20	003.58200070	-30.409552	2.5127	model_sys	0.1922	0.4213		zref=-;z propagated from same system
21.1	21	003.59617540	-30.403112	2.5640	model	0.3263	0.2476		zref=-
21.2	21	003.59525360	-30.405340	2.5640	model_sys	0.3263	0.2476		zref=-;z propagated from same system
21.3	21	003.58196010	-30.409610	2.5640	model_sys	0.3263	0.2476		zref=-;z propagated from same system
22.1	22	003.58790670	-30.411612	5.2845	spec			3	zref=M
22.2	22	003.60004580	-30.404417	5.2845	spec			3	zref=M
22.3	22	003.59658850	-30.408983	5.2845	spec			3	zref=M
23.1	23	003.58816230	-30.410545	4.4156	model	0.1839	0.3567		zref=-
23.2	23	003.59353380	-30.409717	4.4156	model_sys	0.1839	0.3567		zref=-;z propagated from same system
23.3	23	003.60054160	-30.401831	4.4156	model_sys	0.1839	0.3567		zref=-;z propagated from same system
24.1	24	003.59590030	-30.404480	1.0430	spec			3	zref=M
24.2	24	003.59512500	-30.405933	1.0430	spec			3	zref=M
24.3	24	003.58733330	-30.409102	1.0430	spec			1	zref=M
25.1	25	003.59446260	-30.402732	1.2168	model	0.0317	0.0316		zref=-
25.2	25	003.59215000	-30.403318	1.2168	model_sys	0.0317	0.0316		zref=-;z propagated from same system
25.3	25	003.58421450	-30.408281	1.2168	model_sys	0.0317	0.0316		zref=-;z propagated from same system
26.1	26	003.59389760	-30.409731	3.0537	spec			1	zref=M
26.2	26	003.59034640	-30.410581	3.0537	spec			2	zref=M
26.3	26	003.60011030	-30.402942	3.0537	spec			2	zref=M
27.1	27	003.58072660	-30.403137	2.4850	model	0.0860	0.1006		zref=-
27.2	27	003.59569790	-30.396153	2.4850	model_sys	0.0860	0.1006		zref=-;z propagated from same system
27.3	27	003.58549780	-30.397653	2.4850	model_sys	0.0860	0.1006		zref=-;z propagated from same system
28.1	28	003.58044790	-30.405051	6.5166	model	0.6791	0.0332		zref=-
28.2	28	003.59783330	-30.395964	6.5166	model_sys	0.6791	0.0332		zref=-;z propagated from same system
28.3	28	003.58531760	-30.397958	6.5166	model_sys	0.6791	0.0332		zref=-;z propagated from same system
28.4	28	003.58745110	-30.401372	6.5166	model_sys	0.6791	0.0332		zref=-;z propagated from same system
29.1	29	003.58244750	-30.397567	1.9859	model	0.0424	0.0557		zref=-
29.2	29	003.58052610	-30.400464	1.9859	model_sys	0.0424	0.0557		zref=-;z propagated from same system
29.3	29	003.58360000	-30.396581	1.9859	model_sys	0.0424	0.0557		zref=-;z propagated from same system
30.1	30	003.59101040	-30.397440	1.0252	spec			3	zref=M
30.2	30	003.58667710	-30.398188	1.0252	spec			3	zref=M
30.3	30	003.58192450	-30.401700	1.0252	spec			3	zref=M
31.1	31	003.58593400	-30.403159	4.7594	spec			3	zref=M
31.2	31	003.58370830	-30.404105	4.7594	spec			3	zref=M
31.3	31	003.59982960	-30.395522	4.7594	spec_sys			3	zref=-;z propagated from same system
32.1	32	003.58359630	-30.404705	5.6678	model	0.4721	0.4284		zref=-
32.2	32	003.58667090	-30.403345	5.6678	model_sys	0.4721	0.4284		zref=-;z propagated from same system
32.3	32	003.59977650	-30.395981	5.6678	model_sys	0.4721	0.4284		zref=-;z propagated from same system
33.1	33	003.58470830	-30.403152	5.7255	spec			3	zref=M
33.2	33	003.58439590	-30.403400	5.7255	spec			3	zref=M
33.3	33	003.60041830	-30.395110	5.7255	spec			3	zref=M
34.1	34	003.59342550	-30.410842	3.7850	spec			3	zref=M
34.2	34	003.59381410	-30.410718	3.7850	spec			3	zref=M
34.3	34	003.60070500	-30.404605	3.7850	spec			3	zref=M
35.1	35	003.58111058	-30.400215	2.6560	spec			3	zref=M
35.2	35	003.58154170	-30.399392	2.6560	spec_sys				zref=-;z propagated from same system
35.3	35	003.59783330	-30.395542	2.6560	spec_sys				zref=-;z propagated from same system
36.1	36	003.58945830	-30.394408	3.9291	model	1.1899	1.3075		zref=-
36.2	36	003.58866660	-30.394300	3.9291	model_sys	1.1899	1.3075		zref=-;z propagated from same system
36.3	36	003.57747920	-30.401508	3.9291	model_sys	1.1899	1.3075		zref=-;z propagated from same system
37.1	37	003.58904170	-30.394913	2.6501	spec			3	zref=M
37.2	37	003.58870830	-30.394852	2.6501	spec			3	zref=M
37.3	37	003.57944270	-30.400275	2.6501	spec_sys				zref=-;z propagated from same system
38.1	38	003.58941660	-30.394100	5.4665	model	0.8191	1.2035		zref=-
38.2	38	003.58893960	-30.394044	5.4665	model_sys	0.8191	1.2035		zref=-;z propagated from same system
38.3	38	003.57639680	-30.402128	5.4665	model_sys	0.8191	1.2035		zref=-;z propagated from same system
39.1	39	003.58879170	-30.392530	4.0150	spec			3	zref=M
39.2	39	003.58854170	-30.392508	4.0150	spec			3	zref=M
39.3	39	003.57747870	-30.399568	4.0150	spec				zref=M
40.1	40	003.58908590	-30.392668	4.0000	spec			3	zref=M
40.2	40	003.58819350	-30.392551	4.0000	spec			3	zref=M
40.3	40	003.57754430	-30.399376	4.0000	spec_sys				zref=-;z propagated from same system
41.1	41	003.59917580	-30.399582	4.9113	spec			1	zref=M
41.2	41	003.59355710	-30.407769	4.9113	spec			1	zref=M
41.3	41	003.58344670	-30.408500	4.9113	spec			1	zref=M
41.4	41	003.59061700	-30.404459	4.9113	spec			1	zref=M
42.1	42	003.59730560	-30.400612	3.6915	spec			3	zref=M
42.2	42	003.59096090	-30.403255	3.6915	spec			3	zref=M
42.3	42	003.58158420	-30.408635	3.6915	spec			3	zref=M
42.4	42	003.59422810	-30.406390	3.6915	spec			3	zref=M
42.5	42	003.59241250	-30.405194	3.6915	spec			3	zref=M
43.1	43	003.59783590	-30.402507	5.8998	model	0.1390	0.2275		zref=-
43.2	43	003.58396090	-30.409811	5.8998	model_sys	0.1390	0.2275		zref=-;z propagated from same system
44.1	44	003.58346550	-30.406964	2.2240	model	0.1725	0.5140		zref=-
44.2	44	003.59669790	-30.399755	2.2240	model_sys	0.1725	0.5140		zref=-;z propagated from same system
45.1	45	003.58484250	-30.398474	5.9555	model	0.1190	0.1575		zref=-
45.2	45	003.58140590	-30.403962	5.9555	model_sys	0.1190	0.1575		zref=-;z propagated from same system
45.3	45	003.58690000	-30.401299	5.9555	model_sys	0.1190	0.1575		zref=-;z propagated from same system
45.4	45	003.59741460	-30.396146	5.9555	model_sys	0.1190	0.1575		zref=-;z propagated from same system
46.1	46	003.59502220	-30.400755	4.9368	model	0.1549	0.2411		zref=-
46.2	46	003.59251080	-30.401486	4.9368	model_sys	0.1549	0.2411		zref=-;z propagated from same system
46.3	46	003.57751950	-30.408704	4.9368	model_sys	0.1549	0.2411		zref=-;z propagated from same system
47.1	47	003.59016250	-30.392181	4.0225	spec			3	zref=M
47.2	47	003.58584170	-30.392244	4.0225	spec			3	zref=M
47.3	47	003.57832920	-30.398133	4.0225	spec			3	zref=M
147.1	147	003.58967920	-30.392136	4.0225	spec			3	zref=M
147.2	147	003.58645420	-30.392128	4.0225	spec			3	zref=M
147.3	147	003.57800830	-30.398392	4.0225	spec			3	zref=M
48.1	48	003.59425000	-30.402845	1.7775	model	0.2038	0.3050		zref=-
48.2	48	003.59276670	-30.403138	1.7775	model_sys	0.2038	0.3050		zref=-;z propagated from same system
48.3	48	003.58204690	-30.408594	1.7775	model_sys	0.2038	0.3050		zref=-;z propagated from same system
49.1	49	003.59263200	-30.408274	1.1172	model	0.0331	0.0269		zref=-
49.2	49	003.59023000	-30.408802	1.1172	model_sys	0.0331	0.0269		zref=-;z propagated from same system
49.3	49	003.59751080	-30.403160	1.1172	model_sys	0.0331	0.0269		zref=-;z propagated from same system
50.1	50	003.57797700	-30.401607	4.9179	model	0.1974	0.3544		zref=-
50.2	50	003.59395830	-30.394281	4.9179	model_sys	0.1974	0.3544		zref=-;z propagated from same system
50.3	50	003.58511000	-30.393739	4.9179	model_sys	0.1974	0.3544		zref=-;z propagated from same system
51.1	51	003.58687740	-30.405662	4.7621	model	0.3170	0.3610		zref=-
51.2	51	003.58645830	-30.405662	4.7621	model_sys	0.3170	0.3610		zref=-;z propagated from same system
51.3	51	003.59900000	-30.398303	4.7621	model_sys	0.3170	0.3610		zref=-;z propagated from same system
52.1	52	003.58650690	-30.397039	1.0097	model	0.0014	0.0135		zref=-
52.2	52	003.58614300	-30.397133	1.0097	model_sys	0.0014	0.0135		zref=-;z propagated from same system
52.3	52	003.58843010	-30.396822	1.0097	model_sys	0.0014	0.0135		zref=-;z propagated from same system
53.1	53	003.57984200	-30.401592	6.8098	model	0.2741	0.0234		zref=-
53.2	53	003.58354950	-30.396703	6.8098	model_sys	0.2741	0.0234		zref=-;z propagated from same system
53.3	53	003.59704160	-30.394547	6.8098	model_sys	0.2741	0.0234		zref=-;z propagated from same system
54.1	54	003.59234500	-30.409895	5.4223	model	0.1579	0.3005		zref=-
54.2	54	003.58825780	-30.410328	5.4223	model_sys	0.1579	0.3005		zref=-;z propagated from same system
54.3	54	003.58840370	-30.410295	5.4223	model_sys	0.1579	0.3005		zref=-;z propagated from same system
54.4	54	003.59010580	-30.410259	5.4223	model_sys	0.1579	0.3005		zref=-;z propagated from same system
54.5	54	003.60092196	-30.400831	5.4223	model_sys	0.1579	0.3005		zref=-;z propagated from same system
59.1	59	003.58428400	-30.408924	4.0575	model	0.1358	0.6460		zref=-
59.2	59	003.59812000	-30.400983	4.0575	model_sys	0.1358	0.6460		zref=-;z propagated from same system
60.1	60	003.59807800	-30.403990	1.6981	model	0.0460	0.0564		zref=-
60.2	60	003.59572350	-30.407549	1.6981	model_sys	0.0460	0.0564		zref=-;z propagated from same system
60.3	60	003.58738160	-30.410162	1.6981	model_sys	0.0460	0.0564		zref=-;z propagated from same system
61.1	61	003.59553300	-30.403499	2.9510	spec			3	zref=M
61.2	61	003.59514270	-30.404495	2.9510	spec			3	zref=M
62.1	62	003.59132600	-30.398643	4.1935	spec			3	zref=M
62.2	62	003.59058210	-30.398918	4.1935	spec			3	zref=M
63.1	63	003.58226140	-30.407166	5.6616	spec			3	zref=M
63.2	63	003.59275780	-30.407022	5.6616	spec			3	zref=M
63.3	63	003.58913340	-30.403419	5.6616	spec			3	zref=M
63.4	63	003.59880550	-30.398279	5.6616	spec			3	zref=M
64.1	64	003.58119670	-30.398708	3.4087	spec			3	zref=M
64.3	64	003.59633290	-30.394232	3.4087	spec			3	zref=M
