image_id	system_id	ra_deg	dec_deg	z	z_flag	z_err_lo	z_err_hi	quality	notes
3.1b	3	003.588797	-30.393777	3.980	spec			QP=1;QF=3	flag=d;loc=BCGs
3.1c	3	003.576622	-30.401792	3.980	spec			QP=3;QF=1	flag=*;loc=BCGs
3.2a	3	003.589212	-30.393824	3.980	spec			QP=1;QF=3	flag=d;loc=BCGs
3.2b	3	003.588955	-30.393795	3.980	spec			QP=1;QF=3	flag=d;loc=BCGs
3.3a	3	003.589477	-30.393850	3.980	spec			QP=1;QF=3	flag=d;loc=BCGs
3.3b	3	003.588629	-30.393765	3.980	spec			QP=1;QF=3	flag=d;loc=BCGs
4.1a	4	003.592115	-30.402640	3.577	spec			QP=1;QF=3	flag=d;loc=BCGs
4.1b	4	003.595664	-30.401614	3.577	spec			QP=1;QF=3	flag=d;loc=BCGs
4.1c	4	003.580437	-30.408922	3.577	spec			QP=2;QF=3	flag=d;loc=BCGs
4.1e	4	003.593640	-30.405097	3.577	spec			QP=3;QF=3	flag=d;loc=BCGs
4.2a	4	003.592087	-30.402507	3.577	spec			QP=1;QF=3	flag=d;loc=BCGs
4.2b	4	003.595557	-30.401499	3.577	spec			QP=1;QF=3	flag=d;loc=BCGs
6.1a	6	003.598532	-30.401773	2.017	spec			QP=1;QF=3	flag=d;loc=BCGs
6.1b	6	003.594046	-30.407978	2.017	spec			QP=1;QF=3	flag=d;loc=BCGs
6.1c	6	003.586418	-30.409340	2.017	spec			QP=1;QF=3	flag=d;loc=BCGs
8.1a	8	003.589702	-30.394316	3.977	spec			QP=2;QF=2	flag=d;loc=BCGs
8.1b	8	003.588821	-30.394182	3.977	spec			QP=2;QF=2	flag=d;loc=BCGs
10a	10	003.588386	-30.405852	2.657	spec			QP=1;QF=2	flag=s;loc=BCGs
10b	10	003.587369	-30.406455	2.657	spec			QP=1;QF=3	flag=s;loc=BCGs
18.1a	18	003.576110	-30.404448	5.662	spec			QP=1;QF=3	flag=d;loc=BCGs
18.1b	18	003.588367	-30.395610	5.662	spec			QP=1;QF=3	flag=d;loc=BCGs
18.1c	18	003.590720	-30.395523	5.662	spec			QP=1;QF=3	flag=d;loc=BCGs
22.1a	22	003.587908	-30.411586	5.284	spec			QP=2;QF=3	flag=d;loc=BCGs
22.1b	22	003.600039	-30.404396	5.284	spec			QP=2;QF=3	flag=d;loc=BCGs
22.1c	22	003.596580	-30.408968	5.284	spec			QP=2;QF=3	flag=d;loc=BCGs
24a	24	003.595886	-30.404448	1.044	spec			QP=1;QF=3	flag=s;loc=BCGs
24b	24	003.595112	-30.405881	1.044	spec			QP=1;QF=9	flag=s;loc=BCGs
24c	24	003.587311	-30.409064	1.044	spec			QP=1;QF=1	flag=s;loc=BCGs
26.1a	26	003.593885	-30.409703	3.054	spec			QP=1;QF=3	flag=d;loc=BCGs
26.1b	26	003.590339	-30.410553	3.054	spec			QP=1;QF=3	flag=d;loc=BCGs
26.1c	26	003.600103	-30.402920	3.054	spec			QP=2;QF=9	flag=d;loc=BCGs
26.2a	26	003.593979	-30.409677	3.054	spec			QP=1;QF=3	flag=d;loc=BCGs
26.2b	26	003.590257	-30.410588	3.054	spec			QP=1;QF=3	flag=d;loc=BCGs
26.3a	26	003.594018	-30.409583	3.054	spec			QP=3;QF=2	flag=d;loc=BCGs
26.3b	26	003.589954	-30.410571	3.054	spec			QP=3;QF=2	flag=d;loc=BCGs
30a	30	003.591005	-30.397415	1.026	spec			QP=1;QF=2	flag=s;loc=BCGs
30b	30	003.586672	-30.398157	1.026	spec			QP=1;QF=9	flag=s;loc=BCGs
30c	30	003.581915	-30.401675	1.026	spec			QP=1;QF=1	flag=s;loc=BCGs
31a	31	003.585930	-30.403132	4.757	spec			QP=1;QF=3	flag=s;loc=BCGs
31b	31	003.583708	-30.404073	4.757	spec			QP=1;QF=3	flag=s;loc=BCGs
33.1a	33	003.584699	-30.403125	5.726	spec			QP=1;QF=3	flag=d;loc=BCGs
33.1b	33	003.584383	-30.403371	5.726	spec			QP=1;QF=3	flag=d;loc=BCGs
34.1a	34	003.593414	-30.410812	3.784	spec			QP=1;QF=2	flag=d;loc=BCGs
34.1b	34	003.593798	-30.410692	3.784	spec			QP=1;QF=3	flag=d;loc=BCGs
34.1c	34	003.600574	-30.404413	3.784	spec			QP=1;QF=2	flag=d;loc=BCGs
41a	41	003.599143	-30.399557	4.910	spec			QP=1;QF=9	flag=s;loc=BCGs
41b	41	003.593505	-30.407730	4.910	spec			QP=1;QF=9	flag=s;loc=BCGs
41c	41	003.583441	-30.408475	4.910	spec			QP=1;QF=9	flag=s;loc=BCGs
41d	41	003.590685	-30.404541	4.910	spec			QP=3;QF=2	flag=s;loc=BCGs
42.1a	42	003.597304	-30.400586	3.692	spec			QP=1;QF=3	flag=d;loc=BCGs
42.1b	42	003.590944	-30.403231	3.692	spec			QP=1;QF=3	flag=d;loc=BCGs
42.1c	42	003.581575	-30.408608	3.692	spec			QP=1;QF=3	flag=d;loc=BCGs
42.1d	42	003.594233	-30.406367	3.692	spec			QP=1;QF=3	flag=d;loc=BCGs
42.1e	42	003.592403	-30.405176	3.692	spec			QP=3;QF=1	flag=d;loc=BCGs
61.1a	61	003.595511	-30.403465	2.951	spec			QP=1;QF=1	flag=d;loc=BCGs
61.1b	61	003.595127	-30.404451	2.951	spec			QP=1;QF=3	flag=d;loc=BCGs
62.1a	62	003.591315	-30.398623	4.194	spec			QP=3;QF=3	flag=d;loc=BCGs
62.1b	62	003.590571	-30.398898	4.194	spec			QP=3;QF=3	flag=d;loc=BCGs
63.1a	63	003.582199	-30.407119	5.662	spec			QP=1;QF=3	flag=d;loc=BCGs
63.1b	63	003.592823	-30.407011	5.662	spec			QP=2;QF=3	flag=d;loc=BCGs
63.1c	63	003.589141	-30.403406	5.662	spec			QP=2;QF=3	flag=d;loc=BCGs
63.1d	63	003.598822	-30.398255	5.662	spec			QP=2;QF=3	flag=d;loc=BCGs
64.1a	64	003.581190	-30.398712	3.409	spec			QP=2;QF=3	flag=d;loc=BCGs
64.1c	64	003.596412	-30.394247	3.409	spec			QP=2;QF=3	flag=d;loc=BCGs
JD1A	JD1A	003.592492	-30.401458	9.756	spec			QP=1;QF=2	flag=*;loc=BCGs
JD1B	JD1B	003.595004	-30.400730	9.756	spec			QP=1;QF=2	flag=*;loc=BCGs
JD1C	JD1C	003.577512	-30.408667	9.756	spec			QP=1;QF=2	flag=*;loc=BCGs
600.1a	600	003.543063	-30.368102	2.580	spec			QP=1;QF=2	flag=;loc=G1-G2
600.1b	600	003.540339	-30.372503	2.580	spec			QP=1;QF=2	flag=;loc=G1-G2
600.1c	600	003.540449	-30.375070	2.580	spec			QP=1;QF=2	flag=;loc=G1-G2
600.1d	600	003.542075	-30.372619	2.580	spec			QP=1;QF=2	flag=;loc=G1-G2
600.3a	600	003.542649	-30.368409	2.580	spec			QP=1;QF=2	flag=;loc=G1-G2
600.3b	600	003.540129	-30.372309	2.580	spec			QP=1;QF=2	flag=;loc=G1-G2
600.3c	600	003.540147	-30.375323	2.580	spec			QP=1;QF=2	flag=;loc=G1-G2
600.4a	600	003.543199	-30.367893	2.580	spec			QP=1;QF=2	flag=;loc=G1-G2
600.4b	600	003.540398	-30.372637	2.580	spec			QP=1;QF=2	flag=;loc=G1-G2
600.4c	600	003.540540	-30.374834	2.580	spec			QP=1;QF=2	flag=;loc=G1-G2
600.5a	600	003.542933	-30.367952	2.580	spec			QP=1;QF=2	flag=;loc=G1-G2
600.5b	600	003.540186	-30.372640	2.580	spec			QP=1;QF=2	flag=;loc=G1-G2
600.5c	600	003.540297	-30.374845	2.580	spec			QP=1;QF=2	flag=;loc=G1-G2
7a	7	003.598254	-30.402310		none			QP=1;QF=	flag=;loc=BCGs
7b	7	003.595216	-30.407384		none			QP=1;QF=	flag=;loc=BCGs
7c	7	003.584596	-30.409797		none			QP=1;QF=	flag=;loc=BCGs
28a	28	003.580439	-30.405018		none			QP=1;QF=	flag=;loc=BCGs
28b	28	003.597824	-30.395939		none			QP=1;QF=	flag=;loc=BCGs
28c	28	003.585308	-30.397926		none			QP=1;QF=	flag=;loc=BCGs
53a	53	003.579837	-30.401562		none			QP=1;QF=	flag=;loc=BCGs
53b	53	003.583540	-30.396673		none			QP=1;QF=	flag=;loc=BCGs
53c	53	003.597214	-30.394337		none			QP=1;QF=	flag=;loc=BCGs
A200.1a	A200.1a	003.556366	-30.376714		none			QP=1;QF=	flag=;loc=G1-G2
A200.1b	A200.1b	003.556536	-30.375809		none			QP=1;QF=	flag=;loc=G1-G2
B200.2a	B200.2a	003.556331	-30.376780		none			QP=1;QF=	flag=;loc=G1-G2
B200.2b	B200.2b	003.556531	-30.375736		none			QP=1;QF=	flag=;loc=G1-G2
C200.3a	C200.3a	003.556468	-30.376380		none			QP=1;QF=	flag=;loc=G1-G2
C200.3b	C200.3b	003.556511	-30.376159		none			QP=1;QF=	flag=;loc=G1-G2
301.1a	301	003.554637	-30.373839		none			QP=1;QF=	flag=;loc=G1-G2
301.1b	301	003.553188	-30.375998		none			QP=1;QF=	flag=;loc=G1-G2
301.1c	301	003.552300	-30.378605		none			QP=1;QF=	flag=;loc=G1-G2
601.1a	601	003.544279	-30.368064		none			QP=1;QF=	flag=;loc=G1-G2
601.1b	601	003.542829	-30.373490		none			QP=1;QF=	flag=;loc=G1-G2
601.1c	601	003.542022	-30.374625		none			QP=1;QF=	flag=;loc=G1-G2
602.1a	602	003.543093	-30.369106		none			QP=1;QF=	flag=;loc=G1-G2
602.1b	602	003.540729	-30.375868		none			QP=1;QF=	flag=;loc=G1-G2
602.1c	602	003.542623	-30.372453		none			QP=1;QF=	flag=;loc=G1-G2
602.1d	602	003.540913	-30.372220		none			QP=1;QF=	flag=;loc=G1-G2
700.1a	700	003.579703	-30.357717		none			QP=1;QF=	flag=;loc=G3
700.1b	700	003.579165	-30.357833		none			QP=1;QF=	flag=;loc=G3
700.1c	700	003.574908	-30.356075		none			QP=1;QF=	flag=;loc=G3
