image_id	system_id	ra_deg	dec_deg	z	z_flag	z_err_lo	z_err_hi	quality	notes
22.1	22	039.974406	-01.5861017	3.1309	spec			gold	-
22.2	22	039.981675	-01.5796852	3.1309	spec			gold	-
22.3	22	039.957906	-01.5810108	3.1309	spec			silver	-
23.1	23	039.980113	-01.5667264	5.9386	spec			gold	-
23.2	23	039.957315	-01.5727440	5.9386	spec			gold	-
23.3	23	039.977166	-01.5662748	5.9386	spec			gold	-
24.1	24	039.963111	-01.5706030	4.9160	spec			gold	-
24.2	24	039.962040	-01.5723407	4.9160	spec			gold	-
25.1	25	039.987084	-01.5790992	3.8145	spec			gold	-
25.2	25	039.961703	-01.5832126	3.8145	spec			gold	-
25.3	25	039.966982	-01.5867999	3.8145	spec			bronze	-
26.1	26	039.979924	-01.5713930	3.9359	spec			gold	-
26.2	26	039.974460	-01.5680963	3.9359	spec			gold	-
26.3	26	039.957170	-01.5769717	3.9359	spec			gold	-
27.1	27	039.980691	-01.5711198	3.0161	spec			gold	-
27.2	27	039.958292	-01.5759068	3.0161	spec			gold	-
27.3	27	039.972440	-01.5671511	3.0161	spec			gold	-
28.1	28	039.963492	-01.5822806	2.9101	spec			gold	-
28.2	28	039.967058	-01.5845583	2.9101	spec			gold	-
28.3	28	039.987817	-01.5774528	2.9101	spec			gold	-
29.1	29	039.968425	-01.5646657	4.4897	spec			gold	-
29.2	29	039.983596	-01.5674774	4.4897	spec			bronze	-
29.3	29	039.960838	-01.5691328	4.4897	spec			silver	-
30.1	30	039.983351	-01.5704081	5.6459	spec			gold	-
30.2	30	039.972404	-01.5663533	5.6459	spec			gold	-
31.1	31	039.974750	-01.5693301	5.4476	spec			gold	-
31.2	31	039.980667	-01.5747346	5.4476	spec			bronze	-
31.3	31	039.956156	-01.5786786	5.4476	spec			bronze	-
32.1	32	039.966285	-01.5693446	4.4953	spec			gold	-
32.2	32	039.988097	-01.5751871	4.4953	spec			gold	-
32.3	32	039.960682	-01.5783795	4.4953	spec			gold	-
33.1	33	039.962722	-01.5860036	4.8820	spec			gold	-
33.2	33	039.966215	-01.5879961	4.8820	spec			gold	-
34.1	34	039.970107	-01.5701499	5.2437	spec			gold	-
34.2	34	039.971805	-01.5880395	5.2437	spec			gold	-
34.3	34	039.958566	-01.5817008	5.2437	spec			gold	-
34.4	34	039.985048	-01.5795590	5.2437	spec			gold	-
35.1	35	039.981538	-01.5658624	6.1735	spec			gold	-
35.2	35	039.975825	-01.5644423	6.1735	spec			gold	-
36.1	36	039.962444	-01.5807098	6.2855	spec			gold	-
36.2	36	039.965996	-01.5843845	6.2855	spec			gold	-
37.1	37	039.970391	-01.5687943	5.6489	spec			gold	2
37.2	37	039.970428	-01.5694203	5.6489	spec			gold	2
38.1	38	039.977154	-01.5737917	3.2000	spec			gold	-
38.2	38	039.975063	-01.5721045	3.2000	spec			gold	-
39.1	39	039.970546	-01.5693801	4.9441	spec			copper	-
39.2	39	039.969977	-01.5700367	4.9441	spec			copper	-
39.3	39	039.985223	-01.5793885	4.9441	spec			copper	-
39.4	39	039.971395	-01.5880200	4.9441	spec			copper	-
40.1	40	039.970632	-01.5710393	4.3381	spec			copper	-
40.2	40	039.983162	-01.5796664	4.3381	spec			copper	-
40.3	40	039.973383	-01.5874465	4.3381	spec			copper	-
40.4	40	039.957967	-01.5815081	4.3381	spec			copper	-
41.1	41	039.965442	-01.5780222	1.272	model	0.016	0.016	silver	-
41.2	41	039.967933	-01.5773472	1.272	model	0.016	0.016	silver	-
41.3	41	039.982296	-01.5769750	1.272	model	0.016	0.016	silver	-
42.1	42	039.963579	-01.5656333	1.0315	spec			gold	-
42.2	42	039.962958	-01.5661111	1.0315	spec			gold	-
42.3	42	039.963375	-01.5659528	1.0315	spec			gold	-
43.1	43	039.962117	-01.5752500	1.973	model	0.034	0.034	bronze	-
43.2	43	039.984054	-01.5733556	1.973	model	0.034	0.034	copper	-
43.3	43	039.966563	-01.5696694	1.973	model	0.034	0.034	bronze	-
44.1	44	039.977717	-01.5827917	2.336	model	0.027	0.027	silver	-
44.2	44	039.976646	-01.5836028	2.336	model	0.027	0.027	silver	-
45.1	45	039.982400	-01.5811000	8.593	model	0.432	0.432	copper	-
45.2	45	039.975875	-01.5872600	8.593	model	0.432	0.432	copper	-
