image_id	system_id	ra_deg	dec_deg	z	z_flag	z_err_lo	z_err_hi	quality	notes
206.2	206	177.40863	+22.386453		none			2.2	note=
206.3	206	177.41133	+22.388997		none			2.2	note=
207.1	207	177.40442	+22.397303		none			2.2	note=
207.2	207	177.40397	+22.396039		none			2.2	note=
208.1	208	177.40453	+22.395761		none			2.0	note=
208.2	208	177.40494	+22.396397		none			2.0	note=
209.1	209	177.38994	+22.412694		none			3.0	note=
209.2	209	177.39055	+22.413408		none			3.0	note=
210.1	210	177.39690	+22.398061	0.702	spec			3.0	note=
210.2	210	177.39505	+22.397497	0.702	spec			3.0	note=
