image_id	system_id	ra_deg	dec_deg	z	z_flag	z_err_lo	z_err_hi	quality	notes
17.3	17	342.169792	-44.521978	3.72	phot	3.43	4.07	1	
18.1	18	342.172167	-44.536619	2.69	geom			1	
18.2	18	342.184792	-44.542061	2.69	geom			1	
19.1	19	342.180021	-44.538431	1.035	spec			3	flag=b;
19.2	19	342.175542	-44.535939	1.035	spec			3	flag=b;
19.3	19	342.171917	-44.530250	1.035	spec			3	flag=b;
20.1	20	342.215958	-44.519428	6.87	geom			1	
20.2	20	342.215417	-44.519106	6.87	geom			1	
20.3	20	342.214125	-44.516842	6.87	geom			1	
21.1	21	342.186987	-44.527417	0.82	geom			1	
21.2	21	342.185208	-44.526339	0.82	geom			1	
21.3	21	342.186037	-44.526842	0.82	geom			1	
21.4	21	342.190354	-44.531569	0.82	geom			1	
22.1	22	342.198792	-44.519622	6.88	geom			1	
22.2	22	342.200483	-44.521228	6.88	geom			1	
22.3	22	342.201763	-44.522525	6.88	geom			1	
23.1	23	342.170912	-44.529597	2.73	geom			1	
23.2	23	342.171533	-44.532364	2.73	geom			1	
24.1	24	342.211958	-44.521897	6.22	geom			1	
24.2	24	342.211450	-44.521272	6.22	geom			1	
24.3	24	342.210737	-44.520453	6.22	geom			1	
25.1	25	342.215183	-44.519231	6.87	geom			1	
25.2	25	342.214771	-44.518858	6.87	geom			1	
25.3	25	342.214421	-44.518036	6.87	geom			1	
26.1	26	342.205179	-44.524719	6.76	geom			1	
26.2	26	342.204083	-44.523517	6.76	geom			1	
27.1	27	342.205179	-44.524719	1.45	phot	1.24	1.48	2	
27.2	27	342.205179	-44.524719	1.38	phot	1.36	1.39	2	
27.3	27	342.205179	-44.524719	1.37	phot	1.35	1.38	2	
28.1	28	342.175350	-44.539736	1.33	geom			1	
28.2	28	342.174479	-44.539239	1.33	geom			1	
28.3	28	342.168883	-44.532553	1.33	geom			1	
31.1	31	342.198562	-44.520806	6.53	geom			1	
31.2	31	342.197304	-44.519769	6.53	geom			1	
32.1	32	342.180229	-44.539264	4.50	geom			1	
32.2	32	342.178938	-44.538861	4.50	geom			1	
34.1	34	342.191058	-44.523325	2.12	geom			1	
34.2	34	342.190513	-44.522958	2.12	geom			1	
34.3	34	342.189571	-44.522444	2.12	geom			1	
34.4	34	342.188742	-44.522069	2.12	geom			1	
41.1	41	342.154754	-44.539553	6.55	geom			1	
41.2	41	342.154575	-44.539536	6.55	geom			1	
41.3	41	342.154292	-44.538867	6.55	geom			1	
43.1	43	342.177283	-44.540703	1.59	geom			1	
43.2	43	342.171629	-44.537172	1.59	geom			1	
43.3	43	342.168075	-44.531481	1.59	geom			1	
44.1	44	342.198363	-44.535753	3.30	geom			1	
44.2	44	342.192442	-44.525069	3.30	geom			1	
44.3	44	342.181504	-44.520258	3.30	geom			1	
45.1	45	342.198888	-44.534767	3.24	geom			1	
45.2	45	342.193283	-44.524842	3.24	geom			1	
45.3	45	342.183100	-44.519889	3.24	geom			1	
46.1	46	342.191696	-44.536689	1.35	geom			1	
46.2	46	342.186592	-44.528283	1.35	geom			1	
46.3	46	342.178404	-44.524428	1.35	geom			1	
47.1	47	342.193050	-44.535531	2.79	geom			1	
47.2	47	342.191254	-44.529222	2.79	geom			1	
47.3	47	342.174467	-44.520083	2.79	geom			1	
48.1	48	342.216658	-44.516453	6.98	geom			1	
48.2	48	342.217942	-44.518744	6.98	geom			1	
48.3	48	342.217838	-44.518350	6.98	geom			1	
49.1	49	342.191921	-44.536822	1.36	geom			1	
49.2	49	342.186263	-44.528069	1.36	geom			1	
49.3	49	342.177946	-44.524617	1.36	geom			1	
50.1	50	342.187062	-44.529108	2.11	geom			1	
50.2	50	342.181021	-44.532422	2.11	geom			1	
50.3	50	342.175646	-44.523189	2.11	geom			1	
51.1	51	342.197450	-44.530633	2.08	geom			1	
51.2	51	342.196388	-44.528392	2.08	geom			1	
51.3	51	342.183163	-44.519083	2.08	geom			1	
52.1	52	342.173921	-44.541239	3.228	spec			3	flag=*;
52.2	52	342.165058	-44.531056	3.228	spec			3	flag=*;
