variant	domain	name	radius_kpc	gbar_m_s2	gdyn_m_s2	response_log10_ratio	has_stellar_robustness	gbar_with_stars_m_s2	a	a2	a3	a_x_c	a_x_m	c	m	m_x_c	population_proxy	s	transition_balance	transition_product	v
primary	galaxy	NGC7793	5.600000000000e-01	9.174882571692e-11	1.782573286841e-10	2.884468795444e-01	0	nan	-1.165807315750e-01	1.359106697456e-02	-1.584456530779e-03	-4.864771060428e-02	3.702482302652e-02	4.172877451277e-01	-3.175895581226e-01	-1.317435129140e-01	0.000000000000e+00	-1.089456855587e-01	1.628983356229e-01	4.341528464611e-02	-5.262334306865e-01
primary	galaxy	NGC7793	6.000000000000e-01	8.977635684567e-11	1.687803255241e-10	2.741598425579e-01	0	nan	-1.260192684385e-01	1.588085601777e-02	-2.001293857536e-03	-5.119346705717e-02	4.170223403444e-02	4.062352344330e-01	-3.309195058119e-01	-1.335612728735e-01	0.000000000000e+00	-1.278018885954e-01	1.646815253991e-01	4.273129680492e-02	-5.340371230284e-01
primary	galaxy	NGC7793	6.300000000000e-01	8.839626494095e-11	1.748421003032e-10	2.962120999401e-01	0	nan	-1.327473311454e-01	1.762185392624e-02	-2.339254078543e-03	-5.288907941221e-02	4.518004131781e-02	3.984191543125e-01	-3.403461367393e-01	-1.348467507053e-01	0.000000000000e+00	-1.411365595831e-01	1.659425559962e-01	4.224759641179e-02	-5.395557138956e-01
primary	galaxy	NGC7793	6.600000000000e-01	8.748066073251e-11	1.726692115688e-10	2.953028514046e-01	0	nan	-1.372691914877e-01	1.884283093168e-02	-2.586540167332e-03	-5.366768927847e-02	4.795281738623e-02	3.909667471399e-01	-3.493341576979e-01	-1.360724167765e-01	0.000000000000e+00	-1.538507841280e-01	1.671449123337e-01	4.178640202489e-02	-5.448175312679e-01
primary	galaxy	NGC7793	7.000000000000e-01	8.667192447127e-11	1.639024125636e-10	2.767069064357e-01	0	nan	-1.413028062626e-01	1.996648305770e-02	-2.821320087248e-03	-5.391276096988e-02	5.096828819012e-02	3.815406246757e-01	-3.607025899782e-01	-1.376226915024e-01	0.000000000000e+00	-1.699322776403e-01	1.686657039141e-01	4.120306369272e-02	-5.514729023160e-01
primary	galaxy	NGC7793	8.700000000000e-01	8.172934141416e-11	1.301083483904e-10	2.019271645912e-01	0	nan	-1.668032467171e-01	2.782332311536e-02	-4.641020630101e-03	-2.479034844291e-02	4.978398825310e-02	1.486202992497e-01	-2.984593479618e-01	-4.661777062047e-02	0.000000000000e+00	-2.241491983370e-01	5.855881561497e-02	4.875156723326e-02	-3.727694975867e-01
primary	galaxy	NGC7793	1.050000000000e+00	7.534789779794e-11	1.209508214124e-10	2.055376821004e-01	0	nan	-2.021101060193e-01	4.084849495511e-02	-8.255893646105e-03	-3.199185478543e-02	7.935292233911e-02	1.582892385519e-01	-3.926222389471e-01	-7.165798758216e-02	0.000000000000e+00	-3.134776196711e-01	8.501157154196e-02	4.146486690752e-02	-4.717668582230e-01
primary	galaxy	NGC7793	1.220000000000e+00	7.030864824421e-11	1.143134423199e-10	2.110885545951e-01	0	nan	-2.321724977883e-01	5.390406872926e-02	-1.251504227783e-02	-8.188377591180e-02	1.230060882147e-01	3.526850798084e-01	-5.298047330604e-01	-1.867949813441e-01	0.000000000000e+00	-3.534621931562e-01	2.153007024567e-01	2.923069518361e-02	-7.061472729647e-01
primary	galaxy	NGC7793	1.400000000000e+00	6.703907867227e-11	1.157071633607e-10	2.370322096019e-01	0	nan	-2.528532089561e-01	6.393474527941e-02	-1.616610550769e-02	-8.577095483221e-02	1.432201604088e-01	3.392124434027e-01	-5.664162262370e-01	-1.921354320848e-01	0.000000000000e+00	-3.968100045357e-01	2.183420757289e-01	2.678074822036e-02	-7.360224479384e-01
primary	galaxy	NGC7793	1.570000000000e+00	6.583484596666e-11	1.127297851166e-10	2.335828553723e-01	0	nan	-2.607254222616e-01	6.797774581351e-02	-1.772352648162e-02	-7.983872848517e-02	1.515847964554e-01	3.062176591474e-01	-5.813963024413e-01	-1.779521815683e-01	0.000000000000e+00	-4.282874728676e-01	2.017824333634e-01	2.599603573390e-02	-7.345051320150e-01
primary	galaxy	NGC7793	1.750000000000e+00	6.522818606709e-11	1.141170981507e-10	2.429154182021e-01	0	nan	-2.647459446677e-01	7.009041521797e-02	-1.855615318903e-02	-6.864382551228e-02	1.581101054279e-01	2.592818771915e-01	-5.972144563968e-01	-1.546728548111e-01	0.000000000000e+00	-4.675735178010e-01	1.751494860561e-01	2.520277914373e-02	-7.268553949926e-01
primary	galaxy	NGC7793	1.920000000000e+00	6.694072258818e-11	1.146047582724e-10	2.335122534521e-01	0	nan	-2.534908500312e-01	6.425761104954e-02	-1.628871644592e-02	-6.167600621573e-02	1.578736306188e-01	2.433066369383e-01	-6.227981428103e-01	-1.514912358513e-01	0.000000000000e+00	-5.011448243412e-01	1.698546430163e-01	2.358900438758e-02	-7.444514612795e-01
primary	galaxy	NGC7793	2.100000000000e+00	6.848223125507e-11	1.170756209964e-10	2.328885681860e-01	0	nan	-2.436033441744e-01	5.934258929294e-02	-1.445605320373e-02	-4.939063771605e-02	1.549627949163e-01	2.027502450077e-01	-6.361275352826e-01	-1.289823744763e-01	0.000000000000e+00	-5.347524127788e-01	1.442201518097e-01	2.285897027189e-02	-7.375026577865e-01
primary	galaxy	NGC7793	2.270000000000e+00	6.885027320019e-11	1.146145139222e-10	2.213339490176e-01	0	nan	-2.412755781562e-01	5.821390461461e-02	-1.404559349262e-02	-3.373840957515e-02	1.540701868035e-01	1.398335042153e-01	-6.385651957853e-01	-8.917125658360e-02	0.000000000000e+00	-5.686484436776e-01	1.001658769483e-01	2.289963127129e-02	-7.084819478929e-01
primary	galaxy	NGC7793	2.450000000000e+00	6.508359492921e-11	1.191285334226e-10	2.625442618390e-01	0	nan	-2.657097126187e-01	7.060165137993e-02	-1.875954449857e-02	-1.221868397445e-02	1.676094231191e-01	4.598508595724e-02	-6.307990079367e-01	-3.071338813357e-02	0.000000000000e+00	-6.078064649581e-01	3.418962691790e-02	2.355544406032e-02	-6.537915509154e-01
primary	galaxy	NGC7793	2.620000000000e+00	6.104016573933e-11	1.190381525866e-10	2.900704740514e-01	0	nan	-2.935655418810e-01	8.618072737987e-02	-2.529969193297e-02	2.623139364440e-02	1.770312845667e-01	-8.935447081536e-02	-6.030383655807e-01	5.382639227773e-02	0.000000000000e+00	-6.477156009884e-01	-6.162315720244e-02	2.545818491161e-02	-5.583611301730e-01
primary	galaxy	NGC7793	2.790000000000e+00	5.856390822995e-11	1.145364579777e-10	2.913136970761e-01	0	nan	-3.115511946287e-01	9.706414687456e-02	-3.024045091438e-02	4.341191291167e-03	2.132002982623e-01	-1.393411858472e-02	-6.843186671659e-01	5.546373317590e-03	0.000000000000e+00	-6.912857264583e-01	-7.512746970127e-03	2.030394626104e-02	-6.773516078736e-01
primary	galaxy	NGC7793	2.970000000000e+00	5.639960277861e-11	1.060832546155e-10	2.743707900772e-01	0	nan	-3.279052007817e-01	1.075218206997e-01	-3.525696420495e-02	-6.246627965981e-03	2.408592011062e-01	1.905010335636e-02	-7.345391306147e-01	-1.469360152184e-02	0.000000000000e+00	-7.250140789365e-01	1.557689261776e-02	1.724395450669e-02	-7.440641822929e-01
primary	galaxy	NGC7793	3.160000000000e+00	5.385797002676e-11	1.046176883912e-10	2.883551394348e-01	0	nan	-3.479312657577e-01	1.210561656918e-01	-4.211922495691e-02	3.546023728393e-02	2.500544003796e-01	-1.019173634962e-01	-7.186890773815e-01	7.315743936777e-02	0.000000000000e+00	-7.696477591296e-01	-7.919934176915e-02	1.806064288347e-02	-6.677303956334e-01
primary	galaxy	NGC7793	3.330000000000e+00	5.107943523120e-11	1.032475299751e-10	3.056335839176e-01	0	nan	-3.709351592833e-01	1.375928923925e-01	-5.103804145588e-02	6.933416688570e-02	2.685702484427e-01	-1.869172149107e-01	-7.240355671909e-01	1.355297024490e-01	0.000000000000e+00	-8.174941746462e-01	-1.455832137625e-01	1.764753603193e-02	-6.305769597355e-01
primary	galaxy	NGC7793	3.510000000000e+00	4.833465072396e-11	1.057084959682e-10	3.398513090426e-01	0	nan	-3.949226614078e-01	1.559639084934e-01	-6.159368182579e-02	8.371365930757e-02	3.040911737766e-01	-2.119748180800e-01	-7.700018345176e-01	1.632335215510e-01	0.000000000000e+00	-8.759892435576e-01	-1.710560660222e-01	1.518175379737e-02	-6.640144254776e-01
primary	galaxy	NGC7793	3.680000000000e+00	4.608729312062e-11	1.144488251240e-10	3.950301376456e-01	0	nan	-4.156000449160e-01	1.727233973342e-01	-7.178385169011e-02	8.981142236603e-02	3.387743701705e-01	-2.161006079395e-01	-8.151451721788e-01	1.761759987270e-01	0.000000000000e+00	-9.231954761486e-01	-1.803027600090e-01	1.307955885984e-02	-7.070948682090e-01
primary	galaxy	NGC7793	3.850000000000e+00	4.330562959369e-11	1.055904815761e-10	3.870804136893e-01	0	nan	-4.426368891272e-01	1.959274156162e-01	-8.672470174311e-02	1.041843170379e-01	3.791571302423e-01	-2.353719710153e-01	-8.565872830660e-01	2.018380132941e-01	0.000000000000e+00	-9.742732685737e-01	-2.015052886674e-01	1.134066464443e-02	-7.389012975584e-01
primary	galaxy	NGC7793	4.030000000000e+00	4.064372482509e-11	1.045091008576e-10	4.101606089616e-01	0	nan	-4.701877436995e-01	2.210765143253e-01	-1.039474674556e-01	1.079401916152e-01	4.283599960989e-01	-2.295682800361e-01	-9.110403276965e-01	2.088790786568e-01	0.000000000000e+00	-1.025824467715e+00	-2.029409315414e-01	9.398183266487e-03	-7.962561876784e-01
primary	galaxy	NGC7793	4.200000000000e+00	3.812104218006e-11	1.038283955209e-10	4.351513776550e-01	0	nan	-4.980164808688e-01	2.480204152169e-01	-1.235182543700e-01	1.580938508483e-01	4.541032037142e-01	-3.174470261957e-01	-9.118236467235e-01	2.874675591373e-01	0.000000000000e+00	-1.070547159821e+00	-2.741195798097e-01	9.195916248228e-03	-7.531001336256e-01
primary	galaxy	NGC7793	4.380000000000e+00	3.571722565145e-11	9.615791699913e-11	4.301073294026e-01	0	nan	-5.263035285035e-01	2.769954041153e-01	-1.457836585651e-01	2.045841168353e-01	4.935228913619e-01	-3.887188775212e-01	-9.377153384571e-01	3.642677763504e-01	0.000000000000e+00	-1.132074777218e+00	-3.385739326216e-01	8.312520452609e-03	-7.433558996965e-01
primary	galaxy	NGC7793	4.730000000000e+00	3.199659144464e-11	8.904263772858e-11	4.444943007565e-01	0	nan	-5.740775300911e-01	3.295650105555e-01	-1.891958672642e-01	-2.836776324865e-02	6.976349723462e-01	4.941451591764e-02	-1.215227797255e+00	-6.173277139907e-02	0.000000000000e+00	-1.190520539296e+00	5.068851029589e-02	2.958215518813e-03	-1.239935055214e+00
primary	galaxy	NGC7793	5.250000000000e+00	2.782195130934e-11	7.334037854836e-11	4.209555610234e-01	0	nan	-6.347936598179e-01	4.029629905450e-01	-2.557983515393e-01	4.140836956735e-01	6.192497746389e-01	-6.523122738691e-01	-9.755134838878e-01	6.268402024015e-01	0.000000000000e+00	-1.301669620822e+00	-5.282693879493e-01	6.993702790889e-03	-6.493573469533e-01
primary	galaxy	NGC7793	5.780000000000e+00	2.359212414737e-11	6.419322160008e-11	4.347221268170e-01	0	nan	-7.064142011369e-01	4.990210235679e-01	-3.525155377142e-01	1.635377712951e-01	9.440255144655e-01	-2.315040822111e-01	-1.336362594277e+00	3.094096537750e-01	0.000000000000e+00	-1.452114635383e+00	-2.380794217336e-01	1.763569652891e-03	-1.220610553172e+00
primary	galaxy	NGC7793	6.300000000000e+00	2.036113185386e-11	5.671363756528e-11	4.448855871559e-01	0	nan	-7.703793297394e-01	5.934843116897e-01	-4.572080462504e-01	-1.137943682155e+00	1.800776500420e+00	1.477121254720e+00	-2.337519233582e+00	-3.452799343240e+00	0.000000000000e+00	-1.598958606222e+00	9.324150500219e-01	2.007397046889e-05	-3.076079860942e+00
primary	galaxy	NGC7793	6.820000000000e+00	1.778628011418e-11	4.847388494373e-11	4.354226999969e-01	0	nan	-8.290961183578e-01	6.874003734760e-01	-5.699209814067e-01	4.477854481342e-01	1.166349481955e+00	-5.400887040951e-01	-1.406772334509e+00	7.600803726054e-01	0.000000000000e+00	-1.676816686557e+00	-5.165090692748e-01	1.280910593343e-03	-1.136727982462e+00
primary	cluster	A1644	1.252830435426e+02	4.964680243497e-12	1.589576337592e-10	1.505390106802e+00	0	nan	-1.383289963600e+00	1.913491123397e+00	-2.646913066433e+00	-1.184326460014e+00	1.482235443040e+00	8.561664518491e-01	-1.071529095160e+00	-8.991494856203e-01	1.000000000000e+00	-6.434458692352e-01	6.538299148267e-01	4.447611298883e-03	-1.499612321084e+00
primary	cluster	A1644	3.066002907746e+02	5.984870279539e-12	1.126609423444e-10	1.274718637912e+00	0	nan	-1.302126504420e+00	1.695533433513e+00	-2.207799022907e+00	-1.037696405173e-01	1.930629397844e+00	7.969244168297e-02	-1.482674218896e+00	-1.152441622510e-01	1.000000000000e+00	-1.442827998054e+00	8.429355634542e-02	9.631481684084e-04	-1.522520439737e+00
primary	cluster	A1644	5.021581364682e+02	5.925678280282e-12	7.333424587993e-11	1.092568761487e+00	0	nan	-1.306443177184e+00	1.706793775211e+00	-2.229829082485e+00	-1.931550360088e-01	1.842892104605e+00	1.478480192496e-01	-1.410617879743e+00	-2.085052328461e-01	1.000000000000e+00	-1.336693870118e+00	1.561136997590e-01	1.293409313641e-03	-1.484541889368e+00
primary	cluster	A1644	6.996118882489e+02	5.806352059307e-12	5.523966625724e-11	9.783476809496e-01	0	nan	-1.315277880970e+00	1.729955904168e+00	-2.275372735805e+00	-1.498041459213e-01	1.895395773135e+00	1.138954346369e-01	-1.441061087211e+00	-1.605253534014e-01	1.000000000000e+00	-1.384113369893e+00	1.197158703915e-01	1.153817576950e-03	-1.498008804529e+00
primary	cluster	A1644	8.976971054940e+02	5.502145286874e-12	5.361182254668e-11	9.887285174545e-01	0	nan	-1.338649192081e+00	1.791981659460e+00	-2.398834800661e+00	1.870475401022e-01	2.260512480057e+00	-1.397285720625e-01	-1.688651883876e+00	2.360252190304e-01	1.000000000000e+00	-1.758516169907e+00	-1.530747376435e-01	3.864271112240e-04	-1.618787597844e+00
primary	cluster	A1644	1.096069312339e+03	5.079639791871e-12	3.951369015683e-11	8.909146734191e-01	0	nan	-1.373348329423e+00	1.886085633929e+00	-2.590252554505e+00	-2.325159343141e-01	2.109506972188e+00	1.693058704282e-01	-1.536031993482e+00	-2.564404736313e-01	1.000000000000e+00	-1.451379058268e+00	1.800621257510e-01	7.648004390188e-04	-1.620684928696e+00
primary	cluster	A1644	1.294596161035e+03	4.733572796403e-12	3.816053120522e-11	9.064253511660e-01	0	nan	-1.403992185639e+00	1.971194057336e+00	-2.767541052879e+00	5.827234946546e-01	2.750943854307e+00	-4.150475341778e-01	-1.959372625037e+00	8.132702997790e-01	1.000000000000e+00	-2.166896392126e+00	-4.358263432180e-01	1.150009228330e-04	-1.751848857948e+00
primary	cluster	A1644	1.597210327127e+03	3.933702828121e-12	3.809962823448e-11	9.861191899592e-01	0	nan	-1.484379698035e+00	2.203383087938e+00	-3.270657122727e+00	4.273424811058e-01	3.140575168902e+00	-2.878929708293e-01	-2.115749206931e+00	6.091078312146e-01	1.000000000000e+00	-2.259695692346e+00	-3.152087485382e-01	5.684715420600e-05	-1.971802721517e+00
primary	cluster	A1795	1.541581298265e+02	1.746441736400e-11	2.230612968262e-10	1.106270121180e+00	1	2.291009863500e-11	-8.370271444692e-01	7.006144405782e-01	-5.864333045711e-01	2.405590857712e-03	8.993391164177e-01	-2.873969946623e-03	-1.074444386135e+00	3.076602587830e-03	1.000000000000e+00	-1.075881371109e+00	-2.790192428833e-03	5.136055980685e-03	-1.073007401162e+00
primary	cluster	A1795	3.772651406380e+02	1.303803570345e-11	1.325475412678e-10	1.007159510081e+00	1	1.472248824850e-11	-9.639690800668e-01	9.292363873248e-01	-8.957551454541e-01	7.327219251465e-02	1.236679440349e+00	-7.601093648105e-02	-1.282903638635e+00	9.752646204215e-02	1.000000000000e+00	-1.320909106876e+00	-7.866664527581e-02	2.218561687475e-03	-1.244898170395e+00
primary	cluster	A1795	6.178948927841e+02	1.010782991015e-11	8.849941490754e-11	9.422824742702e-01	1	1.091631501407e-11	-1.074523320843e+00	1.154600367036e+00	-1.240645020635e+00	1.906916564090e-01	1.622032492249e+00	-1.774662798936e-01	-1.509536797187e+00	2.678736729460e-01	1.000000000000e+00	-1.598269937134e+00	-1.896340405411e-01	8.490598808130e-04	-1.420803657240e+00
primary	cluster	A1795	8.608575878287e+02	7.965384585511e-12	5.969159957442e-11	8.747064676785e-01	1	8.525024164797e-12	-1.177974496754e+00	1.387623915002e+00	-1.634585582958e+00	1.092225014060e-01	1.880264386947e+00	-9.272059939072e-02	-1.596184291025e+00	1.485140126022e-01	1.000000000000e+00	-1.642544590721e+00	-1.011235816056e-01	5.836996771647e-04	-1.549823991330e+00
primary	cluster	A1795	1.104597206062e+03	6.533757502605e-12	4.664207849513e-11	8.536148837007e-01	1	6.978148637119e-12	-1.264018234248e+00	1.597742096513e+00	-2.019575143618e+00	3.265156786899e-01	2.306291528065e+00	-2.583156396348e-01	-1.824571406943e+00	4.715790676341e-01	1.000000000000e+00	-1.953729226761e+00	-2.807175250724e-01	2.121416109979e-04	-1.695413587126e+00
primary	cluster	A1795	1.348690045772e+03	5.364849393437e-12	4.132736948680e-11	8.866802284498e-01	1	5.723265604982e-12	-1.349623711454e+00	1.821484162520e+00	-2.458318215775e+00	4.278191443346e-01	2.729994861971e+00	-3.169914256127e-01	-2.022782230929e+00	6.414233508088e-01	1.000000000000e+00	-2.181277943736e+00	-3.433694815407e-01	8.777289387853e-05	-1.864286518123e+00
primary	cluster	A1795	1.592973014778e+03	4.426451028902e-12	3.676700092670e-11	9.194025421846e-01	1	4.715930280512e-12	-1.433125582190e+00	2.053848934327e+00	-2.943423449738e+00	4.768475889443e-01	3.136278426520e+00	-3.327325915260e-01	-2.188418422988e+00	7.281824154245e-01	1.000000000000e+00	-2.354784718751e+00	-3.609757374000e-01	4.126980840858e-05	-2.022052127225e+00
stellar_augmented	cluster	A1795	1.541581298265e+02	2.291009863500e-11	2.230612968262e-10	9.883972637940e-01	1	2.291009863500e-11	-7.191542870833e-01	5.171828886303e-01	-3.719342915646e-01	-5.832315514792e-01	4.225025129105e-01	8.109964189251e-01	-5.874991229268e-01	-4.312483399996e-01	1.000000000000e+00	-1.820009134643e-01	4.357257793316e-01	1.889204384702e-02	-9.929973323894e-01
stellar_augmented	cluster	A1795	3.772651406380e+02	1.472248824850e-11	1.325475412678e-10	9.543904597244e-01	1	1.472248824850e-11	-9.112000297100e-01	8.302854941436e-01	-7.565561669314e-01	1.041510586395e-01	1.177069027511e+00	-1.143009824886e-01	-1.291778960856e+00	1.482809223323e-01	1.000000000000e+00	-1.348929452100e+00	-1.180365748754e-01	2.136344295538e-03	-1.234628469611e+00
stellar_augmented	cluster	A1795	6.178948927841e+02	1.091631501407e-11	8.849941490754e-11	9.088643397815e-01	1	1.091631501407e-11	-1.041105186355e+00	1.083900009054e+00	-1.128453920916e+00	1.660097094039e-01	1.542605903871e+00	-1.594552707831e-01	-1.481700335460e+00	2.363264645049e-01	1.000000000000e+00	-1.561427970851e+00	-1.701185321787e-01	9.582090132241e-04	-1.401972700068e+00
stellar_augmented	cluster	A1795	8.608575878287e+02	8.525024164797e-12	5.969159957442e-11	8.452175982670e-01	1	8.525024164797e-12	-1.148485627342e+00	1.319019236212e+00	-1.514874634977e+00	9.343538014756e-02	1.794462576260e+00	-8.135528901984e-02	-1.562459758780e+00	1.275827749662e-01	1.000000000000e+00	-1.603137403290e+00	-8.844755594198e-02	6.757688325830e-04	-1.521782114270e+00
stellar_augmented	cluster	A1795	1.104597206062e+03	6.978148637119e-12	4.664207849513e-11	8.250376796579e-01	1	6.978148637119e-12	-1.235441030206e+00	1.526314539116e+00	-1.885671606623e+00	3.187388428010e-01	2.239638693160e+00	-2.579959990061e-01	-1.812825248962e+00	4.676473935249e-01	1.000000000000e+00	-1.941823248465e+00	-2.801879199707e-01	2.226604031988e-04	-1.683827249459e+00
stellar_augmented	cluster	A1795	1.348690045772e+03	5.723265604982e-12	4.132736948680e-11	8.585938619536e-01	1	5.723265604982e-12	-1.321537344958e+00	1.746460954119e+00	-2.308013372380e+00	4.246411444248e-01	2.637285538180e+00	-3.213236054545e-01	-1.995619380899e+00	6.417186311582e-01	1.000000000000e+00	-2.156281183626e+00	-3.472419604394e-01	9.968994620186e-05	-1.834957578172e+00
stellar_augmented	cluster	A1795	1.592973014778e+03	4.715930280512e-12	3.676700092670e-11	8.918908301054e-01	1	4.715930280512e-12	-1.405613870111e+00	1.975750351848e+00	-2.777142098433e+00	4.422354690831e-01	3.026000564135e+00	-3.146208773881e-01	-2.152796460309e+00	6.771769256241e-01	1.000000000000e+00	-2.310106899003e+00	-3.425921179890e-01	4.837940111666e-05	-1.995486021614e+00
primary	cluster	A2142	1.749570973067e+02	1.995726251422e-11	1.296874546772e-10	8.127969966240e-01	1	2.440438170162e-11	-7.790802760552e-01	6.069660765383e-01	-4.728752984656e-01	-1.310546484501e-01	6.726047957943e-01	1.682171304781e-01	-8.633318240322e-01	-1.451558437800e-01	1.000000000000e+00	-7.792232587932e-01	1.457014909989e-01	1.114056375467e-02	-9.474403892713e-01
primary	cluster	A2142	4.281656074680e+02	1.702641572983e-11	1.229070247560e-10	8.584534724665e-01	1	1.886151058028e-11	-8.480580127996e-01	7.192023930736e-01	-6.099253522707e-01	-1.696240649625e-02	9.504856748029e-01	2.000146952241e-02	-1.120779074612e+00	-2.240966614642e-02	1.000000000000e+00	-1.110778339851e+00	1.978003933673e-02	4.282323963143e-03	-1.130779809373e+00
primary	cluster	A2142	7.012611057331e+02	1.399355680469e-11	9.111006653922e-11	8.136382487241e-01	1	1.511685371739e-11	-9.332531309610e-01	8.709614064486e-01	-8.128274595144e-01	1.298697141958e-01	1.191329867858e+00	-1.391580803614e-01	-1.276534552454e+00	1.786842537580e-01	1.000000000000e+00	-1.346113592635e+00	-1.431069038408e-01	2.288935827974e-03	-1.206955512274e+00
primary	cluster	A2142	9.770042458774e+02	1.161497344608e-11	8.622933437015e-11	8.706368124033e-01	1	1.247229103414e-11	-1.014163024785e+00	1.028526640842e+00	-1.043093689149e+00	1.370392263806e-01	1.451602518936e+00	-1.351254414049e-01	-1.431330548896e+00	1.939697114279e-01	1.000000000000e+00	-1.498893269599e+00	-1.434295527801e-01	1.192352894314e-03	-1.363767828194e+00
primary	cluster	A2142	1.253629182953e+03	9.663318763515e-12	7.920011759268e-11	9.135995205798e-01	1	1.037098856141e-11	-1.094054940217e+00	1.196956212213e+00	-1.309535857195e+00	1.811962783793e-01	1.728042363867e+00	-1.656189938171e-01	-1.579484082878e+00	2.613979164120e-01	1.000000000000e+00	-1.662293579787e+00	-1.788230655622e-01	6.250201770175e-04	-1.496674585969e+00
primary	cluster	A2142	1.530654998430e+03	8.182053583222e-12	6.360237054609e-11	8.906109833802e-01	1	8.782937306927e-12	-1.166318926737e+00	1.360299838865e+00	-1.586543448105e+00	-1.643839264149e-03	1.833705887244e+00	1.409425180767e-03	-1.572216522606e+00	-2.216501448334e-03	1.000000000000e+00	-1.571511810015e+00	1.538097892991e-03	6.451586734424e-04	-1.572921235196e+00
primary	cluster	A2142	1.807896509429e+03	7.169667431604e-12	4.898583917971e-11	8.345715411955e-01	1	7.685681931761e-12	-1.223682234866e+00	1.497398211928e+00	-1.832339590457e+00	1.927958504342e-01	2.076561088872e+00	-1.575538525778e-01	-1.696977393071e+00	2.692198762962e-01	1.000000000000e+00	-1.775754319360e+00	-1.721588345624e-01	3.775768168902e-04	-1.618200466783e+00
primary	cluster	A2142	2.230495661091e+03	5.946707490684e-12	4.271351199865e-11	8.562887047870e-01	1	6.369763484827e-12	-1.304904669295e+00	1.702776195947e+00	-2.221960608856e+00	4.286962557187e-01	2.545427503239e+00	-3.285268769483e-01	-1.950661656085e+00	6.410116101153e-01	1.000000000000e+00	-2.114925094559e+00	-3.536677019095e-01	1.206378271187e-04	-1.786398217610e+00
stellar_augmented	cluster	A2142	1.749570973067e+02	2.440438170162e-11	1.296874546772e-10	7.254301575730e-01	1	2.440438170162e-11	-6.917134370043e-01	4.784674789322e-01	-3.309623843470e-01	-1.163261590313e-01	5.747717261268e-01	1.681710269141e-01	-8.309390787840e-01	-1.236389431626e-01	1.000000000000e+00	-7.468535653270e-01	1.278489309444e-01	1.258667128944e-02	-9.150245922410e-01
stellar_augmented	cluster	A2142	4.281656074680e+02	1.886151058028e-11	1.229070247560e-10	8.140002341527e-01	1	1.886151058028e-11	-8.036047744857e-01	6.457806335762e-01	-5.189524004123e-01	4.669911923131e-02	8.918760090560e-01	-5.811204800420e-02	-1.109844089250e+00	6.533301400093e-02	1.000000000000e+00	-1.138900113252e+00	-5.738017359172e-02	4.490373040538e-03	-1.080788065248e+00
stellar_augmented	cluster	A2142	7.012611057331e+02	1.511685371739e-11	9.111006653922e-11	7.801049532911e-01	1	1.511685371739e-11	-8.997198355281e-01	8.094957824426e-01	-7.283194122400e-01	1.246098008493e-01	1.130540147637e+00	-1.384984479932e-01	-1.256546874921e+00	1.743979346795e-01	1.000000000000e+00	-1.325796098917e+00	-1.417238606435e-01	2.475708641461e-03	-1.187297650924e+00
stellar_augmented	cluster	A2142	9.770042458774e+02	1.247229103414e-11	8.622933437015e-11	8.397087973405e-01	1	1.247229103414e-11	-9.832350097227e-01	9.667510843444e-01	-9.505435118149e-01	1.568647364936e-01	1.395013300705e+00	-1.595394132048e-01	-1.418799459855e+00	2.262756323900e-01	1.000000000000e+00	-1.498569166457e+00	-1.684688637021e-01	1.251534464992e-03	-1.339029753253e+00
stellar_augmented	cluster	A2142	1.253629182953e+03	1.037098856141e-11	7.920011759268e-11	8.829056711493e-01	1	1.037098856141e-11	-1.063361090786e+00	1.130736809399e+00	-1.202381527035e+00	1.693281639157e-01	1.641901911917e+00	-1.592386305864e-01	-1.544068074470e+00	2.457482980153e-01	1.000000000000e+00	-1.623687389763e+00	-1.713496888942e-01	7.300132431059e-04	-1.464448759177e+00
stellar_augmented	cluster	A2142	1.530654998430e+03	8.782937306927e-12	6.360237054609e-11	8.598335199447e-01	1	8.782937306927e-12	-1.135541463301e+00	1.289454414877e+00	-1.464228953130e+00	2.005517788076e-02	1.769346187534e+00	-1.766133472788e-02	-1.558151987150e+00	2.754583060379e-02	1.000000000000e+00	-1.566982654514e+00	-1.924044926543e-02	6.860064372861e-04	-1.549321319786e+00
stellar_augmented	cluster	A2142	1.807896509429e+03	7.685681931761e-12	4.898583917971e-11	8.043881449440e-01	1	7.685681931761e-12	-1.193498838615e+00	1.424439477775e+00	-1.700066862402e+00	2.143591854686e-01	2.006131226797e+00	-1.796056925513e-01	-1.680882428947e+00	3.046958942462e-01	1.000000000000e+00	-1.770685275223e+00	-1.951639893991e-01	4.080840490442e-04	-1.591079582671e+00
stellar_augmented	cluster	A2142	2.230495661091e+03	6.369763484827e-12	4.271351199865e-11	8.264419746584e-01	1	6.369763484827e-12	-1.275057939166e+00	1.625772748231e+00	-2.072954449912e+00	2.726621940321e-01	2.360390092729e+00	-2.138429836455e-01	-1.851202224012e+00	3.957260368945e-01	1.000000000000e+00	-1.958123715835e+00	-2.347590979454e-01	1.874967583860e-04	-1.744280732190e+00
