variant	domain	name	radius_kpc	gbar_m_s2	gdyn_m_s2	response_log10_ratio	has_stellar_robustness	gbar_with_stars_m_s2	a	a2	a3	a_x_c	a_x_m	c	m	m_x_c	population_proxy	s	transition_balance	transition_product	v
primary	galaxy	NGC2403	5.960000000000e+00	2.770338007388e-11	8.496170536505e-11	4.866904607301e-01	0	nan	-6.366484857240e-01	4.053212943747e-01	-2.580471882953e-01	1.730384861413e-01	7.310577432778e-01	-2.717959596567e-01	-1.148291026635e+00	3.032217381396e-01	0.000000000000e+00	-1.284189006464e+00	-2.566925977431e-01	3.840175746747e-03	-1.012393046807e+00
primary	galaxy	NGC2403	6.460000000000e+00	2.442170503877e-11	7.964491021551e-11	5.133820454156e-01	0	nan	-6.914052644453e-01	4.780412397026e-01	-3.305202297523e-01	-4.782281861279e-01	1.160530352106e+00	6.916756506209e-01	-1.678509568534e+00	-1.236904571133e+00	0.000000000000e+00	-1.332671743223e+00	5.767029212285e-01	5.905053145632e-04	-2.024347393844e+00
primary	galaxy	NGC2403	6.960000000000e+00	2.196128682968e-11	7.392329310233e-11	5.271235212339e-01	0	nan	-7.375234618791e-01	5.439408568222e-01	-4.011691437810e-01	1.157767328096e-01	9.535652869848e-01	-1.569804064465e-01	-1.292928749080e+00	1.887511939513e-01	0.000000000000e+00	-1.371418952304e+00	-1.552279755597e-01	2.243024190934e-03	-1.214438545857e+00
primary	galaxy	NGC2403	7.450000000000e+00	1.994345254950e-11	6.906122416003e-11	5.394339280483e-01	0	nan	-7.793809018312e-01	6.074345901392e-01	-4.734229186662e-01	6.176997102500e-01	7.680717780434e-01	-7.925517661501e-01	-9.854896062230e-01	7.815623715367e-01	0.000000000000e+00	-1.381765489298e+00	-6.189293848637e-01	6.292046660978e-03	-5.892137231480e-01
primary	galaxy	NGC2403	7.950000000000e+00	1.821070295830e-11	6.471775094241e-11	5.506967058708e-01	0	nan	-8.188545355619e-01	6.705227504103e-01	-5.490605953709e-01	1.704782847510e-01	1.102942863250e+00	-2.081911711388e-01	-1.346933814677e+00	2.513973549029e-01	0.000000000000e+00	-1.451029400246e+00	-2.006457350585e-01	1.773321319571e-03	-1.242838229107e+00
primary	galaxy	NGC2403	8.450000000000e+00	1.684834209223e-11	6.185861438988e-11	5.648430158040e-01	0	nan	-8.526240741115e-01	7.269678117545e-01	-6.198302574061e-01	4.849350209123e-02	1.234653781626e+00	-5.687559566244e-02	-1.448063477345e+00	8.042038611999e-02	0.000000000000e+00	-1.476501275177e+00	-5.992090603801e-02	1.109619761552e-03	-1.419625679514e+00
primary	galaxy	NGC2841	3.440000000000e+00	5.040319034291e-10	7.652101679800e-10	1.813227056098e-01	0	nan	6.232767805659e-01	3.884739451926e-01	2.421267898934e-01	6.683741250210e-02	-7.693698284185e-02	1.072355245472e-01	-1.234395139379e-01	-1.444727367240e-02	0.000000000000e+00	-6.982175166431e-02	1.888828989252e-02	5.909801209769e-02	-1.770572762116e-01
primary	galaxy	NGC2841	3.770000000000e+00	4.421154258008e-10	7.582649876461e-10	2.342853351152e-01	0	nan	5.663544220437e-01	3.207573313684e-01	1.816623330234e-01	7.129187986432e-02	-9.969350276646e-02	1.258785613557e-01	-1.760267049858e-01	-2.233918935208e-02	0.000000000000e+00	-1.130874243079e-01	2.913564724292e-02	5.695645581695e-02	-2.389659856636e-01
primary	galaxy	NGC2841	4.130000000000e+00	3.923848197586e-10	7.204181738126e-10	2.638724626990e-01	0	nan	5.145309513794e-01	2.647420999274e-01	1.362180045458e-01	7.365761331652e-02	-1.179208557384e-01	1.431548736166e-01	-2.291812677591e-01	-3.338734359133e-02	0.000000000000e+00	-1.576038309508e-01	4.300314147847e-02	5.360676076368e-02	-3.007587045674e-01
primary	galaxy	NGC2841	4.470000000000e+00	3.543813041896e-10	6.788671354506e-10	2.823139825156e-01	0	nan	4.702895560459e-01	2.211722665258e-01	1.040150070341e-01	7.506977652873e-02	-1.292238402273e-01	1.596245877963e-01	-2.747750583998e-01	-4.418960444419e-02	0.000000000000e+00	-1.949627645017e-01	5.639778258946e-02	5.051589912467e-02	-3.545873522980e-01
primary	galaxy	NGC2841	4.800000000000e+00	3.236883658037e-10	6.363337651059e-10	2.935578783395e-01	0	nan	4.309458439695e-01	1.857143204346e-01	8.003281455691e-02	7.765493530228e-02	-1.352014916317e-01	1.801965058695e-01	-3.137319770539e-01	-5.736668219642e-02	0.000000000000e+00	-2.236337241192e-01	7.229785073376e-02	4.742692197775e-02	-4.038302299887e-01
primary	galaxy	NGC2841	5.130000000000e+00	2.984757607445e-10	5.838203875503e-10	2.913701890978e-01	0	nan	3.957278217382e-01	1.566005088976e-01	6.197117826914e-02	7.715012105039e-02	-1.377046116010e-01	1.949575359941e-01	-3.479780900826e-01	-6.777834632562e-02	0.000000000000e+00	-2.504993220855e-01	8.481352810748e-02	4.473478583529e-02	-4.454568580796e-01
primary	galaxy	NGC2841	5.480000000000e+00	2.763951600196e-10	5.610096469231e-10	3.074398954952e-01	0	nan	3.623491877515e-01	1.312969338642e-01	4.757533733995e-02	5.943552109308e-02	-1.305270866293e-01	1.640282995027e-01	-3.602245873360e-01	-5.873237421465e-02	0.000000000000e+00	-2.782104375847e-01	7.336355632863e-02	4.402605271214e-02	-4.422387370874e-01
primary	galaxy	NGC2841	5.830000000000e+00	2.566372623466e-10	5.445898905790e-10	3.267498612777e-01	0	nan	3.301384677864e-01	1.089914079124e-01	3.598225641007e-02	4.419809366278e-02	-1.227194347036e-01	1.338774422718e-01	-3.717211009261e-01	-4.969267786712e-02	0.000000000000e+00	-3.047823797902e-01	6.194039516076e-02	4.335477043511e-02	-4.386598220620e-01
primary	galaxy	NGC2841	6.160000000000e+00	2.405021154277e-10	5.187140825033e-10	3.338091380311e-01	0	nan	3.019376546812e-01	9.116634731436e-02	2.752655309395e-02	2.896748128667e-02	-1.153486923865e-01	9.593861791519e-02	-3.820281789906e-01	-3.623394172519e-02	0.000000000000e+00	-3.340588700330e-01	4.510630795678e-02	4.269474915211e-02	-4.299974879482e-01
primary	galaxy	NGC2841	6.510000000000e+00	2.288972536707e-10	4.939574884718e-10	3.340489917862e-01	0	nan	2.804593359550e-01	7.865743912433e-02	2.206021314473e-02	1.673039371875e-02	-1.103280296500e-01	5.965354535901e-02	-3.933833376390e-01	-2.352916512678e-02	0.000000000000e+00	-3.635565649595e-01	2.918161872772e-02	4.194247090962e-02	-4.232101103185e-01
primary	galaxy	NGC2841	6.860000000000e+00	2.185316779716e-10	4.747269242230e-10	3.369294630648e-01	0	nan	2.603331543942e-01	6.777335127684e-02	1.764365032177e-02	2.204183486091e-02	-1.139207137678e-01	8.466779773865e-02	-4.375958722313e-01	-3.810185477862e-02	0.000000000000e+00	-3.952619733619e-01	4.626276438832e-02	3.825480542441e-02	-4.799297711006e-01
primary	galaxy	NGC2841	7.180000000000e+00	2.092544043637e-10	4.621947064611e-10	3.441503594315e-01	0	nan	2.414933616963e-01	5.831904374338e-02	1.408366192450e-02	2.570585364125e-02	-1.149719997842e-01	1.064453840912e-01	-4.760876198692e-01	-5.078894222245e-02	0.000000000000e+00	-4.228649278236e-01	6.113373150655e-02	3.504429757774e-02	-5.293103119148e-01
primary	galaxy	NGC2841	7.510000000000e+00	2.006742087717e-10	4.309071327920e-10	3.318921237163e-01	0	nan	2.233103132466e-01	4.986749600230e-02	1.113592615310e-02	1.142383246591e-02	-1.042628036327e-01	5.115676163730e-02	-4.668964998387e-01	-2.466957053161e-02	0.000000000000e+00	-4.413181190200e-01	2.963483880182e-02	3.587699221288e-02	-4.924748806573e-01
primary	galaxy	NGC2841	7.850000000000e+00	1.936862524843e-10	4.174784265806e-10	3.335352416608e-01	0	nan	2.079175502930e-01	4.322970771985e-02	8.988214928995e-03	-1.728371888231e-03	-9.455582864220e-02	-8.312775356361e-03	-4.547755997940e-01	3.578680394844e-03	0.000000000000e+00	-4.589319874722e-01	-4.403893455397e-03	3.695738219714e-02	-4.506192121158e-01
primary	galaxy	NGC2841	8.210000000000e+00	1.861953935073e-10	4.067395112834e-10	3.393474301789e-01	0	nan	1.907876862417e-01	3.639994122145e-02	6.944660564972e-03	-1.221581288454e-02	-8.879428264901e-02	-6.402830877179e-02	-4.654088762130e-01	3.032583707564e-02	0.000000000000e+00	-4.974230305989e-01	-3.656214918651e-02	3.600317197132e-02	-4.333947218271e-01
primary	galaxy	NGC2841	8.570000000000e+00	1.777529711085e-10	3.945242269410e-10	3.462568089013e-01	0	nan	1.706356225679e-01	2.911651568915e-02	4.968314781627e-03	-1.738633885264e-02	-8.270059712767e-02	-1.018916131989e-01	-4.846619708305e-01	4.905429996416e-02	0.000000000000e+00	-5.356077774300e-01	-5.894489135660e-02	3.438260943129e-02	-4.337161642311e-01
primary	galaxy	NGC2841	8.900000000000e+00	1.700295809304e-10	3.752057738917e-10	3.437450285216e-01	0	nan	1.513432383735e-01	2.290477580137e-02	3.466482943997e-03	-1.214771125816e-02	-7.899479037248e-02	-8.026596621504e-02	-5.219578437825e-01	4.103415112400e-02	0.000000000000e+00	-5.620908268901e-01	-4.872727006009e-02	3.152512502076e-02	-4.818248606750e-01
primary	galaxy	NGC2841	9.240000000000e+00	1.617755665229e-10	3.659169507451e-10	3.544695988644e-01	0	nan	1.297316833080e-01	1.683030965392e-02	2.183424401997e-03	-8.297114142300e-03	-7.223744241692e-02	-6.395595841151e-02	-5.568219002095e-01	3.570275826866e-02	0.000000000000e+00	-5.887998794153e-01	-4.168409628840e-02	2.885541291660e-02	-5.248439210038e-01
primary	galaxy	NGC2841	9.600000000000e+00	1.534653955297e-10	3.521950650921e-10	3.607728033607e-01	0	nan	1.068292169921e-01	1.141248160315e-02	1.219186473602e-03	-9.340436497649e-03	-6.149869484152e-02	-8.743335166762e-02	-5.756729907142e-01	5.072977733888e-02	0.000000000000e+00	-6.193896665480e-01	-5.861702370653e-02	2.742392159623e-02	-5.319563148804e-01
primary	galaxy	NGC2841	9.930000000000e+00	1.469339734633e-10	3.383856594630e-10	3.622897265063e-01	0	nan	8.794097712025e-02	7.733615456864e-03	6.801016999488e-04	-9.684829843406e-03	-5.202284895219e-02	-1.101287495380e-01	-5.915655096834e-01	6.520695825902e-02	0.000000000000e+00	-6.466298844524e-01	-7.490942278987e-02	2.620902222888e-02	-5.365011349144e-01
primary	galaxy	NGC2841	1.027000000000e+01	1.411299772303e-10	3.251539812694e-10	3.624698045255e-01	0	nan	7.043802541716e-02	4.961515424668e-03	3.494793495904e-04	-1.073071281834e-02	-4.222957603548e-02	-1.523426125987e-01	-5.995281069476e-01	9.167782590363e-02	0.000000000000e+00	-6.756994132470e-01	-1.045045059213e-01	2.551454744646e-02	-5.233568006483e-01
primary	galaxy	NGC2841	1.060000000000e+01	1.357912408155e-10	3.189691155551e-10	3.708768773987e-01	0	nan	5.369051072898e-02	2.882670942339e-03	1.547720751577e-04	-1.030852962835e-02	-3.259058663143e-02	-1.919990979483e-01	-6.070083183962e-01	1.165450495792e-01	0.000000000000e+00	-7.030078673703e-01	-1.323066755293e-01	2.486214496448e-02	-5.110087694220e-01
primary	galaxy	NGC2841	1.093000000000e+01	1.308516959057e-10	3.074263127601e-10	3.709616805263e-01	0	nan	3.759810964592e-02	1.413617848946e-03	5.314935888212e-05	-7.588572722241e-03	-2.398723546442e-02	-2.018338898872e-01	-6.379904652208e-01	1.290989808219e-01	0.000000000000e+00	-7.389074101644e-01	-1.441333044835e-01	2.281654955958e-02	-5.370735202772e-01
primary	galaxy	NGC2841	1.127000000000e+01	1.259140435983e-10	2.963026963298e-10	3.716614324717e-01	0	nan	2.089292502217e-02	4.365143159822e-04	9.120060874922e-06	-4.422215196725e-03	-1.397628207117e-02	-2.116608943952e-01	-6.689480796173e-01	1.416429715522e-01	0.000000000000e+00	-7.747785268149e-01	-1.559505688212e-01	2.077257390757e-02	-5.631176324197e-01
primary	galaxy	NGC2841	1.231000000000e+01	1.110435879253e-10	2.746606518996e-10	3.933029606982e-01	0	nan	-3.368776023712e-02	1.134865189794e-03	-3.823106641523e-05	8.238040139342e-03	2.503927783140e-02	-2.445410464025e-01	-7.432752327597e-01	1.821670578612e-01	0.000000000000e+00	-8.655457559609e-01	-1.924441640474e-01	1.647082230938e-02	-6.210047095584e-01
primary	galaxy	NGC2841	1.435000000000e+01	8.483744413633e-11	2.298152900858e-10	4.327913435963e-01	0	nan	-1.505936698218e-01	2.267845339039e-02	-3.415231521940e-03	5.929607630025e-02	1.288951062089e-01	-3.937487968149e-01	-8.559131759088e-01	3.279105330537e-01	0.000000000000e+00	-1.052787574316e+00	-3.170684169616e-01	1.101178598811e-02	-6.590387775013e-01
primary	galaxy	NGC2841	1.640000000000e+01	6.480881457578e-11	1.874593210450e-10	4.612729619271e-01	0	nan	-2.675471682437e-01	7.158148723522e-02	-1.915142420846e-02	1.554923911692e-01	2.507584224341e-01	-5.811774880291e-01	-9.372493982282e-01	4.658213622672e-01	0.000000000000e+00	-1.227838142243e+00	-4.130621742933e-01	8.645924826310e-03	-6.466606542137e-01
primary	galaxy	NGC2976	1.100000000000e-01	2.147275541600e-11	1.362305766763e-11	-1.976131822957e-01	0	nan	-7.472934687198e-01	5.584475283913e-01	-4.173241905895e-01	-7.218282834003e-01	3.905304348209e-01	9.659234472328e-01	-5.225931326416e-01	-5.063331521439e-01	0.000000000000e+00	-3.963140902526e-02	5.051248562587e-01	2.046685389246e-02	-1.005554856258e+00
primary	galaxy	NGC2976	1.700000000000e-01	2.331347992559e-11	1.720472534543e-11	-1.319593600744e-01	0	nan	-7.115741419959e-01	5.063377595572e-01	-3.602968568170e-01	-5.908199829625e-01	3.557664819914e-01	8.302999618638e-01	-4.999710655499e-01	-4.200055125140e-01	0.000000000000e+00	-8.482108461796e-02	4.353460754091e-01	2.411133347411e-02	-9.151210464818e-01
primary	galaxy	NGC2976	2.400000000000e-01	2.654955770214e-11	2.646636419713e-11	-1.363005999628e-03	0	nan	-6.551239556253e-01	4.291873972341e-01	-2.811709453805e-01	-4.735660453533e-01	3.158030431898e-01	7.228647972448e-01	-4.820508248525e-01	-3.516204230910e-01	0.000000000000e+00	-1.206184262301e-01	3.800702890134e-01	2.699833540258e-02	-8.434832234749e-01
primary	galaxy	NGC2976	3.100000000000e-01	2.881376343539e-11	4.098435847206e-11	1.530181552280e-01	0	nan	-6.195812598089e-01	3.838809375064e-01	-2.378454348769e-01	-4.013567862758e-01	2.928600034577e-01	6.477871625742e-01	-4.726740824086e-01	-3.060963311776e-01	0.000000000000e+00	-1.487805011215e-01	3.429289481704e-01	2.883097438156e-02	-7.965676636957e-01
primary	galaxy	NGC2976	3.800000000000e-01	3.035079778832e-11	5.809608578322e-11	2.819767615940e-01	0	nan	-5.970111348040e-01	3.564222950800e-01	-2.127880788552e-01	-3.661358226381e-01	2.904185789929e-01	6.132813967670e-01	-4.864542084098e-01	-2.981942311012e-01	0.000000000000e+00	-1.798135100263e-01	3.344048388332e-01	2.861044096452e-02	-7.930949067932e-01
primary	galaxy	NGC2976	4.500000000000e-01	3.180690200206e-11	5.931994428717e-11	2.706793636634e-01	0	nan	-5.766598752405e-01	3.325366117124e-01	-1.917605210230e-01	-3.470726754643e-01	2.930391656272e-01	6.018672190770e-01	-5.081663875173e-01	-3.057274628956e-01	0.000000000000e+00	-2.072327779788e-01	3.399249744607e-01	2.748971873767e-02	-8.090999970558e-01
primary	galaxy	NGC2976	5.200000000000e-01	3.352895607030e-11	5.133456717159e-11	1.849898728037e-01	0	nan	-5.537612142403e-01	3.066514823969e-01	-1.698116972407e-01	-3.314410866964e-01	2.938018939198e-01	5.985270874399e-01	-5.305570097083e-01	-3.174184179948e-01	0.000000000000e+00	-2.312934659884e-01	3.493371687487e-01	2.618220858353e-02	-8.298205534283e-01
primary	galaxy	NGC2976	5.900000000000e-01	3.540299252075e-11	5.519706271474e-11	1.928759942370e-01	0	nan	-5.301412727134e-01	2.810497690342e-01	-1.489960822516e-01	-3.157571443051e-01	2.916389479152e-01	5.956094357434e-01	-5.501155313234e-01	-3.276306307711e-01	0.000000000000e+00	-2.523108134517e-01	3.575588520881e-01	2.504008017846e-02	-8.479202491951e-01
primary	galaxy	NGC2976	6.600000000000e-01	3.716851976686e-11	6.188169847761e-11	2.213869596469e-01	0	nan	-5.090059803483e-01	2.590870880304e-01	-1.318768772385e-01	-3.054924119666e-01	2.898187146044e-01	6.001745043497e-01	-5.693817475505e-01	-3.418950039839e-01	0.000000000000e+00	-2.692944953757e-01	3.688538039649e-01	2.386601925912e-02	-8.694689997254e-01
primary	galaxy	NGC2976	7.300000000000e-01	3.882909517567e-11	6.891583750359e-11	2.491617678963e-01	0	nan	-4.900239756353e-01	2.401234966974e-01	-1.176662704951e-01	-2.966670848788e-01	2.876468901182e-01	6.054134075668e-01	-5.870057475152e-01	-3.555443173989e-01	0.000000000000e+00	-2.842990437317e-01	3.796426823759e-01	2.278503137834e-02	-8.897124512986e-01
primary	galaxy	NGC2976	8.000000000000e-01	4.037181355150e-11	7.455453265108e-11	2.663957932648e-01	0	nan	-4.731029871571e-01	2.238264364570e-01	-1.058929556925e-01	-2.886743046989e-01	2.852880679640e-01	6.101722300119e-01	-6.030147255639e-01	-3.679428398273e-01	0.000000000000e+00	-2.979286105580e-01	3.894428933381e-01	2.180310268512e-02	-9.081008405698e-01
primary	galaxy	NGC2976	8.700000000000e-01	4.193366131213e-11	7.882171237315e-11	2.740830823405e-01	0	nan	-4.566184628657e-01	2.085004206299e-01	-9.520514157486e-02	-2.518791987770e-01	2.683478170690e-01	5.516185158089e-01	-5.876849906263e-01	-3.256681609571e-01	0.000000000000e+00	-3.118757327218e-01	3.503459127939e-01	2.337517452111e-02	-8.634942485308e-01
primary	galaxy	NGC2976	9.400000000000e-01	4.395348972487e-11	8.311599062538e-11	2.766912234640e-01	0	nan	-4.361878840875e-01	1.902598702247e-01	-8.298905022008e-02	-2.170464498728e-01	2.501721650200e-01	4.975985298786e-01	-5.735422145972e-01	-2.866667485127e-01	0.000000000000e+00	-3.247429496579e-01	3.142761541515e-01	2.482552313891e-02	-8.223414795365e-01
primary	galaxy	NGC2976	1.010000000000e+00	4.706256154570e-11	7.767089088317e-11	2.175827250396e-01	0	nan	-4.065056845573e-01	1.652468715774e-01	-6.717379265151e-02	-1.850569183734e-01	2.297834010792e-01	4.552382055246e-01	-5.652649146332e-01	-2.573518163358e-01	0.000000000000e+00	-3.376458118708e-01	2.870366673639e-01	2.578316969637e-02	-7.928840173955e-01
primary	galaxy	NGC2976	1.080000000000e+00	5.057098498094e-11	7.927786344019e-11	1.952505247282e-01	0	nan	-3.752798334943e-01	1.408349534275e-01	-5.285251787247e-02	-1.729444094673e-01	2.197921534573e-01	4.608412017693e-01	-5.856753649957e-01	-2.699393033084e-01	0.000000000000e+00	-3.552547641110e-01	2.978153133436e-01	2.442282014390e-02	-8.160959658803e-01
primary	galaxy	NGC2976	1.140000000000e+00	5.354413836347e-11	9.301150272259e-11	2.398247267697e-01	0	nan	-3.504693117899e-01	1.228287385065e-01	-4.304770345238e-02	-1.491444125460e-01	2.024429719866e-01	4.255562684913e-01	-5.776339473283e-01	-2.476610798179e-01	0.000000000000e+00	-3.648558130826e-01	2.745280045804e-01	2.531118794879e-02	-7.904120815739e-01
primary	galaxy	NGC2976	1.210000000000e+00	5.781260055314e-11	1.090198152969e-10	2.754829364539e-01	0	nan	-3.171587405978e-01	1.005896667376e-01	-3.190289201965e-02	-1.154860984829e-01	1.759892145577e-01	3.641271190106e-01	-5.548931561083e-01	-2.047414899215e-01	0.000000000000e+00	-3.728295966030e-01	2.307512213491e-01	2.741481534574e-02	-7.369567156136e-01
primary	galaxy	NGC2976	1.290000000000e+00	6.263212581602e-11	1.154832858053e-10	2.657219797403e-01	0	nan	-2.823840935752e-01	7.974077630427e-02	-2.251752683766e-02	-8.418763609290e-02	1.497940125933e-01	2.981316512097e-01	-5.304619346537e-01	-1.586314845415e-01	0.000000000000e+00	-3.813961090489e-01	1.837203034122e-01	2.967481528574e-02	-6.795277602585e-01
primary	galaxy	NGC2976	1.350000000000e+00	6.622575208255e-11	1.169570839211e-10	2.469996325336e-01	0	nan	-2.581543470520e-01	6.664366690185e-02	-1.720435231420e-02	-5.310985860454e-02	1.307550904891e-01	2.057290888611e-01	-5.064996657320e-01	-1.091559019263e-01	0.000000000000e+00	-4.036351213015e-01	1.267696115483e-01	3.194638294397e-02	-6.093642101626e-01
primary	galaxy	NGC2976	1.420000000000e+00	6.965624310061e-11	1.173273932487e-10	2.264393745865e-01	0	nan	-2.362211989038e-01	5.580045481153e-02	-1.318125033495e-02	-2.187890071840e-02	1.129963935690e-01	9.262039486692e-02	-4.783499283442e-01	-5.033414999124e-02	0.000000000000e+00	-4.320397309108e-01	5.808391154895e-02	3.462396416626e-02	-5.246601257777e-01
primary	galaxy	NGC2976	1.490000000000e+00	7.273703130615e-11	1.194261968475e-10	2.153440305666e-01	0	nan	-2.174256742900e-01	4.727392384045e-02	-1.027856476734e-02	3.271058470196e-03	9.817965247706e-02	-1.504449040289e-02	-4.515550097645e-01	5.656569641569e-03	0.000000000000e+00	-4.590772549660e-01	-7.296014157638e-03	3.717267607264e-02	-4.440327645631e-01
primary	galaxy	NGC2976	1.560000000000e+00	7.551103411640e-11	1.222124876544e-10	2.091051663912e-01	0	nan	-2.011708281174e-01	4.046970208545e-02	-8.141323482195e-03	3.521829240579e-02	8.216557542900e-02	-1.750665975548e-01	-4.084368305182e-01	5.898229447682e-02	0.000000000000e+00	-4.959701292956e-01	-7.210706295635e-02	3.878369242760e-02	-3.209035317408e-01
primary	galaxy	NGC2976	1.630000000000e+00	7.688501431702e-11	1.269274073105e-10	2.177137094299e-01	0	nan	-1.933395464756e-01	3.738018023139e-02	-7.227067093114e-03	6.523411370367e-02	7.044313046468e-02	-3.374069862727e-01	-3.643493105720e-01	1.099516081746e-01	0.000000000000e+00	-5.330528037083e-01	-1.344695708797e-01	4.019016523411e-02	-1.956458174356e-01
primary	galaxy	NGC2976	1.740000000000e+00	7.678480715781e-11	1.301705564526e-10	2.292374634805e-01	0	nan	-1.939059481548e-01	3.759951672982e-02	-7.290769941658e-03	9.884965529289e-02	7.284890953050e-02	-5.097814493755e-01	-3.756919796619e-01	1.928376308689e-01	0.000000000000e+00	-6.305827043497e-01	-2.292549259843e-01	3.767916825822e-02	-1.208012549741e-01
primary	galaxy	NGC2976	1.930000000000e+00	6.631690282171e-11	1.181996164873e-10	2.509918321357e-01	0	nan	-2.575570107559e-01	6.633561378951e-02	-1.708520239428e-02	8.055952061885e-02	1.681919122311e-01	-3.127832567338e-01	-6.530278936595e-01	1.817014691250e-01	0.000000000000e+00	-8.094195220264e-01	-2.002382961452e-01	2.140383406806e-02	-4.966362652926e-01
primary	galaxy	NGC2976	2.100000000000e+00	5.771240407512e-11	1.214164133703e-10	3.230082339967e-01	0	nan	-3.179120803369e-01	1.010680908241e-01	-3.213076700958e-02	7.338319259606e-02	2.468227332521e-01	-2.308285753668e-01	-7.763867701741e-01	1.798548673318e-01	0.000000000000e+00	-8.918010578575e-01	-1.869779862889e-01	1.485005995202e-02	-6.609724824907e-01
primary	galaxy	NGC2976	2.270000000000e+00	5.145158708832e-11	1.038775408816e-10	3.051228842602e-01	0	nan	-3.677824703881e-01	1.352639455248e-01	-4.974770803954e-02	1.452786671979e-01	2.873491220771e-01	-3.950124839952e-01	-7.813018433801e-01	3.048850856136e-01	0.000000000000e+00	-9.788080853777e-01	-3.027815563015e-01	1.392524017043e-02	-5.837956013825e-01
primary	galaxy	NGC3198	3.200000000000e-01	2.027694026599e-10	6.029469868011e-11	-5.267232926378e-01	0	nan	2.278211757256e-01	5.190248810899e-02	1.182448586407e-02	8.516365788106e-02	1.634677271356e-02	3.738180070831e-01	7.175264837212e-02	3.142115247820e-02	0.000000000000e+00	2.586616519137e-01	-4.082733218005e-02	5.526623313829e-02	-1.151563551694e-01
primary	galaxy	NGC3198	6.400000000000e-01	1.373734844472e-10	9.493913565604e-11	-1.604576406671e-01	0	nan	5.872166812016e-02	3.448234306814e-03	2.024860705653e-04	1.323194393968e-02	-7.668744975791e-03	2.253332434733e-01	-1.305948080375e-01	-8.281160836575e-03	0.000000000000e+00	-1.792818630081e-02	1.044424577724e-02	5.315169230045e-02	-2.432614297741e-01
primary	galaxy	NGC3198	9.600000000000e-01	1.052888748916e-10	6.988774295804e-11	-1.779814698228e-01	0	nan	-5.679876117226e-02	3.226099270704e-03	-1.832384419947e-04	-7.865221223571e-03	1.414064696716e-02	1.384752248331e-01	-2.489604821534e-01	-3.150552531760e-02	0.000000000000e+00	-1.797228697368e-01	4.043619623506e-02	5.191476520407e-02	-3.181980945699e-01
primary	galaxy	NGC3198	1.280000000000e+00	8.658368506809e-11	8.664653846329e-11	3.151515174101e-04	0	nan	-1.417451802707e-01	2.009169612997e-02	-2.847901089886e-03	-2.710697968494e-02	5.426748047854e-02	1.912373996292e-01	-3.828523860558e-01	-8.183967643635e-02	0.000000000000e+00	-2.872336862412e-01	9.775330388456e-02	4.188416164716e-02	-4.784710858704e-01
primary	galaxy	NGC3198	1.610000000000e+00	7.138826260138e-11	9.527971627222e-11	1.253736426914e-01	0	nan	-2.255544335220e-01	5.087480248141e-02	-1.147503725424e-02	-5.602493143854e-02	1.119172645215e-01	2.483876311528e-01	-4.961873848983e-01	-1.264358891363e-01	0.000000000000e+00	-3.719935693219e-01	1.482047517219e-01	3.267977338500e-02	-6.203812004748e-01
primary	galaxy	NGC3198	1.930000000000e+00	5.807580510662e-11	9.929898867280e-11	2.329495862216e-01	0	nan	-3.151860068963e-01	9.934221894320e-02	-3.131127730492e-02	-1.082972527779e-01	1.895787543585e-01	3.435979085630e-01	-6.014821413722e-01	-2.155188264658e-01	0.000000000000e+00	-4.296831870907e-01	2.339777979478e-01	2.495359665095e-02	-7.732810956537e-01
primary	galaxy	NGC3198	2.240000000000e+00	5.480041891655e-11	9.728124974207e-11	2.492452627915e-01	0	nan	-3.403973676280e-01	1.158703678881e-01	-3.944196821519e-02	-1.495890666318e-01	2.360778214360e-01	4.394542404196e-01	-6.935359784978e-01	-3.076771223966e-01	0.000000000000e+00	-4.738088582880e-01	3.206207189124e-01	1.844626024864e-02	-9.132630987076e-01
primary	galaxy	NGC3198	2.570000000000e+00	4.982971227853e-11	9.522607505821e-11	2.812675048230e-01	0	nan	-3.816928665267e-01	1.456894443574e-01	-5.560862163944e-02	-2.329051327061e-01	3.048009178396e-01	6.101899017015e-01	-7.985502076925e-01	-5.062676485346e-01	0.000000000000e+00	-4.934552568417e-01	4.546679233569e-01	1.325487707712e-02	-1.103645158543e+00
primary	galaxy	NGC3198	2.890000000000e+00	4.436924348545e-11	1.068196737862e-10	3.815692234814e-01	0	nan	-4.320992221743e-01	1.867097378036e-01	-8.067713247732e-02	-3.338895238718e-01	3.855643410767e-01	7.727149384618e-01	-8.923051032968e-01	-6.989358636967e-01	0.000000000000e+00	-5.059476340659e-01	5.801329091236e-01	8.987197018137e-03	-1.278662572528e+00
primary	galaxy	NGC3198	3.210000000000e+00	4.441037184410e-11	1.009588563690e-10	3.566600128749e-01	0	nan	-4.316968365496e-01	1.863621586869e-01	-8.045195435768e-02	-3.115771230342e-01	3.783249448801e-01	7.217498407552e-01	-8.763671930144e-01	-6.423904336748e-01	0.000000000000e+00	-5.154922726368e-01	5.456761312668e-01	9.586930955683e-03	-1.237242113392e+00
