model,core,q,logpdf
uniform_1.0,validation_r04_c05,1.0234550624271908,0.04120830521244964
uniform_1.0,validation_r05_c03,0.9719661693495016,0.06695275175129421
uniform_1.0,validation_r05_c04,1.0017242947488925,0.052073689051598815
uniform_1.0,validation_r06_c03,1.0507015847678418,0.027585044042124272
uniform_1.0,validation_r07_c02,0.9931109680555675,0.05638035239826135
uniform_1.0,validation_r08_c02,1.0440696612024989,0.03090100582479569
uniform_1.0,validation_r09_c02,0.9980958244595124,0.05388792419628875
uniform_1.0,validation_r10_c01,0.974955540875465,0.06545806598831262
uniform_1.0,validation_r10_c02,0.9890822958048763,0.05839468852360692
uniform_1.0,validation_r11_c02,0.9534831379277923,0.07619426746214895
uniform_1.0,validation_r12_c02,1.0309913603329546,0.037440156259567786
uniform_1.0,validation_r13_c02,0.9985198573728427,0.05367590773962379
uniform_1.0,validation_r14_c02,0.9807401878787122,0.06256574248668895
uniform_1.0,validation_r14_c03,0.9434564005433012,0.08120763615439447
uniform_1.0,validation_r15_c03,1.0133769910363966,0.046247340907846726
uniform_1.0,validation_r16_c04,0.9899843691442043,0.057943651853942915
uniform_1.0,validation_r17_c05,0.9687054046251405,0.0685831341134748
uniform_1.0,validation_r17_c06,0.9839100498602177,0.06098081149593622
uniform_1.0,validation_r18_c06,0.9908651649501793,0.05750325395095543
uniform_1.0,validation_r18_c07,1.0358744308113625,0.034998621020363885
uniform_1.0,validation_r18_c08,0.9995610353794394,0.05315531873632523
uniform_1.0,validation_r19_c08,1.0505109346023993,0.027680369124845387
