fold,band,alpha,core,q,logpdf
2,middle,0.1,training_r02_c12,1.0791896912808108,-1.2365328164300124
2,middle,0.1,training_r08_c18,0.9953035680903433,-1.1945897548347784
2,middle,0.1,training_r09_c19,1.0184399381633216,-1.2061579398712676
2,middle,0.1,training_r12_c19,1.0492805541653165,-1.2215782478722652
2,middle,0.1,training_r14_c18,1.011675419946587,-1.2027756807629006
2,middle,0.1,training_r16_c17,1.0396162514830851,-1.2167460965311494
2,middle,0.1,training_r17_c15,1.0449540146038454,-1.2194149780915293
2,middle,0.1,training_r18_c13,1.0390023234959833,-1.2164391325375987
2,middle,0.3,training_r02_c12,1.0326712583732862,-1.2313104880858343
2,middle,0.3,training_r08_c18,0.9532881335391936,-1.1916189256687877
2,middle,0.3,training_r09_c19,0.9808626783378087,-1.2054061980680948
2,middle,0.3,training_r12_c19,1.0064515789569168,-1.2182006483776493
2,middle,0.3,training_r14_c18,0.9675813682497617,-1.1987655430240718
2,middle,0.3,training_r16_c17,0.9974260259331525,-1.213687871865767
2,middle,0.3,training_r17_c15,1.0032167651984767,-1.2165832414984292
2,middle,0.3,training_r18_c13,0.9943697466667791,-1.2121597322325801
2,middle,0.6,training_r02_c12,0.9946942963165394,-1.2323034365051717
2,middle,0.6,training_r08_c18,0.9221532335805177,-1.1960329051371612
2,middle,0.6,training_r09_c19,0.9542981551139501,-1.212105365903877
2,middle,0.6,training_r12_c19,0.9754806047801119,-1.2226965907369582
2,middle,0.6,training_r14_c18,0.9310714749687244,-1.2004920258312648
2,middle,0.6,training_r16_c17,0.963477862130434,-1.216695219412119
2,middle,0.6,training_r17_c15,0.9701079551003888,-1.2200102658970966
2,middle,0.6,training_r18_c13,0.9581841438228011,-1.2140483602583025
2,middle,1.0,training_r02_c12,1.0252190010813964,-1.2598971622989732
2,middle,1.0,training_r08_c18,0.9706399385081872,-1.2326076310123688
2,middle,1.0,training_r09_c19,1.007381462359372,-1.2509783929379605
2,middle,1.0,training_r12_c19,1.0302464996270413,-1.2624109115717956
2,middle,1.0,training_r14_c18,0.9586355051022127,-1.2266054143093812
2,middle,1.0,training_r16_c17,0.9952157737212443,-1.244895548618897
2,middle,1.0,training_r17_c15,1.006205805113441,-1.2503905643149953
2,middle,1.0,training_r18_c13,0.9867735853496071,-1.2406744544330788
2,high,0.1,training_r02_c12,0.9964725798578992,0.25456185584798396
2,high,0.1,training_r08_c18,0.9927541112929031,0.25642109013048214
2,high,0.1,training_r09_c19,1.0170208059305275,0.2442877428116701
2,high,0.1,training_r12_c19,1.0044377731012932,0.25057925922628704
2,high,0.1,training_r14_c18,1.0297624898235878,0.23791690086513972
2,high,0.1,training_r16_c17,0.9791667223257425,0.2632147846140624
2,high,0.1,training_r17_c15,0.9957943259579325,0.25490098279796736
2,high,0.1,training_r18_c13,1.013750040904639,0.2459231253246142
2,high,0.3,training_r02_c12,0.9657705141054252,0.25470558624595874
2,high,0.3,training_r08_c18,0.962451689034653,0.25636499878134494
2,high,0.3,training_r09_c19,0.9875540649468499,0.24381381082524642
2,high,0.3,training_r12_c19,0.9770399061397431,0.2490708902287999
2,high,0.3,training_r14_c18,1.0004181520007354,0.23738176729830374
2,high,0.3,training_r16_c17,0.9500541092764536,0.26256378866044466
2,high,0.3,training_r17_c15,0.9669670696453186,0.25410730847601226
2,high,0.3,training_r18_c13,0.9848537387520212,0.24516397392266093
2,high,0.6,training_r02_c12,0.9415763852956525,0.24956581473050785
2,high,0.6,training_r08_c18,0.9386798620561678,0.25101407635025014
2,high,0.6,training_r09_c19,0.9655994555428966,0.2375542796068857
2,high,0.6,training_r12_c19,0.9590860845492037,0.24081096510373212
2,high,0.6,training_r14_c18,0.9792190361741939,0.23074448929123706
2,high,0.6,training_r16_c17,0.9298106783838243,0.2554486681864219
2,high,0.6,training_r17_c15,0.9471028819358105,0.24680256641042878
2,high,0.6,training_r18_c13,0.9657683665480176,0.2374698241043252
2,high,1.0,training_r02_c12,0.9737938618268646,0.222609782683864
2,high,1.0,training_r08_c18,0.975161957662601,0.22192573476599578
2,high,1.0,training_r09_c19,1.0108031985921504,0.20410511430122122
2,high,1.0,training_r12_c19,1.012774848894016,0.20311928915028823
2,high,1.0,training_r14_c18,1.0250736518242765,0.1969698876851581
2,high,1.0,training_r16_c17,0.9848946051706154,0.2170594110119886
2,high,1.0,training_r17_c15,0.9997923412316589,0.20961054298146675
2,high,1.0,training_r18_c13,1.0236019566449581,0.19770573527481727
