galaxy,split,split_sha256,role,pixels,direct_pixels,expanded_pixels,direct_pixel_fraction,native_positive_area_fraction,expanded_pixel_fraction
NGC6946,9062034-reverse,d1047f84564e42e280a175626ee9673784b0122bb57290695d67030bef8f9f99,calibration,398,395,398,0.992462311557789,0.9131595477386935,1.0
NGC6946,9062034-reverse,d1047f84564e42e280a175626ee9673784b0122bb57290695d67030bef8f9f99,validation,39,32,39,0.8205128205128205,0.7311698717948718,1.0
NGC6946,9062035-forward,0fc5b672e69e8e5fb4eb964c74c226b27632cc37c4a9d8553efa1a8a15d1b5cd,calibration,364,339,364,0.9313186813186813,0.845939217032967,1.0
NGC6946,9062035-forward,0fc5b672e69e8e5fb4eb964c74c226b27632cc37c4a9d8553efa1a8a15d1b5cd,validation,40,37,40,0.925,0.834765625,1.0
NGC6946,9062035-reverse,1f08664c45503dc7b774f0c14d0097223a711a806528201e9a09fcc6d982fe2e,calibration,365,325,365,0.8904109589041096,0.8074914383561644,1.0
NGC6946,9062035-reverse,1f08664c45503dc7b774f0c14d0097223a711a806528201e9a09fcc6d982fe2e,validation,40,36,40,0.9,0.808984375,1.0
NGC7331,9062028-forward,9ba5b927c2970397949618067b270bf1b3941614740e5709056435774c05d63a,calibration,399,0,21,0.0,0.0,0.05263157894736842
NGC7331,9062028-forward,9ba5b927c2970397949618067b270bf1b3941614740e5709056435774c05d63a,validation,36,1,6,0.027777777777777776,0.023003472222222224,0.16666666666666666
NGC7331,9062028-reverse,2c799f186b200ec12106cc83ad0709156c198774d29cac99aafc968fc605452e,calibration,318,9,63,0.02830188679245283,0.016067216981132077,0.19811320754716982
NGC7331,9062028-reverse,2c799f186b200ec12106cc83ad0709156c198774d29cac99aafc968fc605452e,validation,35,0,2,0.0,0.0,0.05714285714285714
NGC7331,9062029-forward,f64a7e9b02143173801ceaa83adba6f7e96e05a103005779199a89afbb223d2c,calibration,348,9,33,0.02586206896551724,0.014682112068965518,0.09482758620689655
NGC7331,9062029-forward,f64a7e9b02143173801ceaa83adba6f7e96e05a103005779199a89afbb223d2c,validation,34,0,5,0.0,0.0,0.14705882352941177
NGC7331,9062029-reverse,32ec6284dfbf6b09a82b4f1e8870555b2f73f0b8936b351b7b98b246e59c98bc,calibration,369,0,51,0.0,0.0,0.13821138211382114
NGC7331,9062029-reverse,32ec6284dfbf6b09a82b4f1e8870555b2f73f0b8936b351b7b98b246e59c98bc,validation,37,1,3,0.02702702702702703,0.022381756756756757,0.08108108108108109
NGC7331,9062030-forward,d552de290ddc9a3a32bc3bc998b103af2f6c3e830b6f97760e0743dd2f3187fb,calibration,365,9,63,0.024657534246575342,0.013998287671232876,0.1726027397260274
NGC7331,9062030-forward,d552de290ddc9a3a32bc3bc998b103af2f6c3e830b6f97760e0743dd2f3187fb,validation,34,0,2,0.0,0.0,0.058823529411764705
NGC7331,9062030-reverse,d8a0890140f9ecd03aaf5443baf68591295059b736fe5e94c29f7cd87b37d5c9,calibration,352,0,21,0.0,0.0,0.05965909090909091
NGC7331,9062030-reverse,d8a0890140f9ecd03aaf5443baf68591295059b736fe5e94c29f7cd87b37d5c9,validation,37,1,6,0.02702702702702703,0.022381756756756757,0.16216216216216217
NGC7331,9062031-forward,7cd227b01c4a54e3dba712d0be6ad3e6865baa2134125c82ac3588b87e134bb6,calibration,355,9,39,0.02535211267605634,0.014392605633802817,0.10985915492957747
NGC7331,9062031-forward,7cd227b01c4a54e3dba712d0be6ad3e6865baa2134125c82ac3588b87e134bb6,validation,34,0,5,0.0,0.0,0.14705882352941177
NGC7331,9062031-reverse,bae0c16b8b92923b9fc9daee951afc5aa587557fb1e49fa939d2d9d0fa230e76,calibration,362,0,45,0.0,0.0,0.12430939226519337
NGC7331,9062031-reverse,bae0c16b8b92923b9fc9daee951afc5aa587557fb1e49fa939d2d9d0fa230e76,validation,37,1,3,0.02702702702702703,0.022381756756756757,0.08108108108108109
NGC7331,9062032-forward,0b7f252feb9a168247598d11fc313e11d7c8aa44ca788226a2a3ca85476a22db,calibration,375,9,62,0.024,0.013625,0.16533333333333333
NGC7331,9062032-forward,0b7f252feb9a168247598d11fc313e11d7c8aa44ca788226a2a3ca85476a22db,validation,34,0,2,0.0,0.0,0.058823529411764705
NGC7331,9062032-reverse,bc6de72f82d7f957f1ca16382c0852797867b27cbc779e4b5c39870255c74d32,calibration,342,0,22,0.0,0.0,0.06432748538011696
NGC7331,9062032-reverse,bc6de72f82d7f957f1ca16382c0852797867b27cbc779e4b5c39870255c74d32,validation,37,1,6,0.02702702702702703,0.022381756756756757,0.16216216216216217
NGC7331,9062033-forward,a7fa2cc7c3c60e30f1880a5a8d7ede2ef4fa878605c3e52e492abd184d9b678e,calibration,331,0,45,0.0,0.0,0.13595166163141995
NGC7331,9062033-forward,a7fa2cc7c3c60e30f1880a5a8d7ede2ef4fa878605c3e52e492abd184d9b678e,validation,37,1,3,0.02702702702702703,0.022381756756756757,0.08108108108108109
NGC7331,9062033-reverse,416114fbffe6207a861163befda5a69305efe4b34ce4dcea9ec43e9c1e9a71e1,calibration,386,9,39,0.023316062176165803,0.013236722797927461,0.10103626943005181
NGC7331,9062033-reverse,416114fbffe6207a861163befda5a69305efe4b34ce4dcea9ec43e9c1e9a71e1,validation,34,0,5,0.0,0.0,0.14705882352941177
NGC7331,9062034-forward,eefdfb2d32b7e55f7b02b6ab29506ecbeb0741c4031565decf8abad48a0f0740,calibration,355,9,62,0.02535211267605634,0.014392605633802817,0.17464788732394365
NGC7331,9062034-forward,eefdfb2d32b7e55f7b02b6ab29506ecbeb0741c4031565decf8abad48a0f0740,validation,35,0,2,0.0,0.0,0.05714285714285714
NGC7331,9062034-reverse,9aaac40fc24dc1ee531dedb5f5e2dcee93426b4b2fc863137ffb4cfc56f58168,calibration,362,0,22,0.0,0.0,0.06077348066298342
NGC7331,9062034-reverse,9aaac40fc24dc1ee531dedb5f5e2dcee93426b4b2fc863137ffb4cfc56f58168,validation,36,1,6,0.027777777777777776,0.023003472222222224,0.16666666666666666
NGC7331,9062035-forward,32bf043b15a7a0f5d845e131f131df7ed94da50c62f3a136ed9d87288931cd13,calibration,414,9,55,0.021739130434782608,0.012341485507246376,0.13285024154589373
NGC7331,9062035-forward,32bf043b15a7a0f5d845e131f131df7ed94da50c62f3a136ed9d87288931cd13,validation,33,0,3,0.0,0.0,0.09090909090909091
NGC7331,9062035-reverse,d0cc697b5e0f99ee593084952cd6eabc7bf0719fc03b07d08c8e5ceb4c19d63e,calibration,303,0,29,0.0,0.0,0.09570957095709572
NGC7331,9062035-reverse,d0cc697b5e0f99ee593084952cd6eabc7bf0719fc03b07d08c8e5ceb4c19d63e,validation,38,1,5,0.02631578947368421,0.021792763157894735,0.13157894736842105
UGC04305,9062028-forward,9194f24208acbfeccd92151b4d80d4f83e41474f555cf3372c5c0378937c097d,calibration,440,26,156,0.05909090909090909,0.04296875,0.35454545454545455
UGC04305,9062028-forward,9194f24208acbfeccd92151b4d80d4f83e41474f555cf3372c5c0378937c097d,validation,46,1,12,0.021739130434782608,0.021739130434782608,0.2608695652173913
UGC04305,9062028-reverse,ccf048756390d43588b87672173483513c027b381b0bd58854c865615dc7e357,calibration,374,20,117,0.053475935828877004,0.04587232620320856,0.31283422459893045
UGC04305,9062028-reverse,ccf048756390d43588b87672173483513c027b381b0bd58854c865615dc7e357,validation,49,3,18,0.061224489795918366,0.04017857142857143,0.3673469387755102
UGC04305,9062029-forward,fa8b670808e7877c2910e33ae1f1e66834c74a704464979717159eb6598a8512,calibration,389,20,157,0.05141388174807198,0.044103470437018,0.40359897172236503
UGC04305,9062029-forward,fa8b670808e7877c2910e33ae1f1e66834c74a704464979717159eb6598a8512,validation,49,3,14,0.061224489795918366,0.04017857142857143,0.2857142857142857
UGC04305,9062029-reverse,32dfd74d6507810480ac166a17009d677ccc33370ca5f38c4360bbe1320bfb4c,calibration,425,26,116,0.0611764705882353,0.04448529411764706,0.27294117647058824
UGC04305,9062029-reverse,32dfd74d6507810480ac166a17009d677ccc33370ca5f38c4360bbe1320bfb4c,validation,46,1,16,0.021739130434782608,0.021739130434782608,0.34782608695652173
UGC04305,9062030-forward,f159a56ac1de9d921f25fe85a576863b61f1d5d1893da59af7c083b98e1a8039,calibration,440,23,140,0.05227272727272727,0.04151278409090909,0.3181818181818182
UGC04305,9062030-forward,f159a56ac1de9d921f25fe85a576863b61f1d5d1893da59af7c083b98e1a8039,validation,47,2,16,0.0425531914893617,0.04055851063829787,0.3404255319148936
UGC04305,9062030-reverse,1f3d768bf05a0e2fb6fc8b4d9e905e04db41624badf9232b926af9a72b167ead,calibration,374,23,133,0.06149732620320856,0.04758522727272727,0.35561497326203206
UGC04305,9062030-reverse,1f3d768bf05a0e2fb6fc8b4d9e905e04db41624badf9232b926af9a72b167ead,validation,48,2,14,0.041666666666666664,0.022135416666666668,0.2916666666666667
UGC04305,9062031-forward,a6789485d34beaa59013ea8aed3784c91c563ea7ddf6647ad72ebb1b48d99461,calibration,429,23,126,0.053613053613053616,0.04148455710955711,0.2937062937062937
UGC04305,9062031-forward,a6789485d34beaa59013ea8aed3784c91c563ea7ddf6647ad72ebb1b48d99461,validation,47,2,16,0.0425531914893617,0.022606382978723406,0.3404255319148936
UGC04305,9062031-reverse,08824c3e660b99e32f843e9346c7fca57266e73b365603232b96439203bf56c9,calibration,385,23,147,0.05974025974025974,0.047443181818181815,0.38181818181818183
UGC04305,9062031-reverse,08824c3e660b99e32f843e9346c7fca57266e73b365603232b96439203bf56c9,validation,48,2,14,0.041666666666666664,0.039713541666666664,0.2916666666666667
UGC04305,9062032-forward,69b53038d6b0b06bd0545e93f23323b06758fa9630040ccda3a9946725fc3d29,calibration,390,15,148,0.038461538461538464,0.038461538461538464,0.37948717948717947
UGC04305,9062032-forward,69b53038d6b0b06bd0545e93f23323b06758fa9630040ccda3a9946725fc3d29,validation,48,3,14,0.0625,0.041015625,0.2916666666666667
UGC04305,9062032-reverse,e4e170b934daf278cf11fa0f1536eb58bc121103f6292e165444ef279c88eaaf,calibration,424,31,125,0.07311320754716981,0.04967570754716981,0.294811320754717
UGC04305,9062032-reverse,e4e170b934daf278cf11fa0f1536eb58bc121103f6292e165444ef279c88eaaf,validation,47,1,16,0.02127659574468085,0.02127659574468085,0.3404255319148936
UGC04305,9062033-forward,f93a483bcd7d23d93d71d175e10db81a1340aa8fb4a1d9c3995307e1e5e28b3d,calibration,402,20,143,0.04975124378109453,0.04267723880597015,0.35572139303482586
UGC04305,9062033-forward,f93a483bcd7d23d93d71d175e10db81a1340aa8fb4a1d9c3995307e1e5e28b3d,validation,48,3,15,0.0625,0.041015625,0.3125
UGC04305,9062033-reverse,c79345671c0c922129b30f0665e370a109831e432fba26c990b3a71a661a1c84,calibration,412,26,130,0.06310679611650485,0.04588895631067961,0.3155339805825243
UGC04305,9062033-reverse,c79345671c0c922129b30f0665e370a109831e432fba26c990b3a71a661a1c84,validation,47,1,15,0.02127659574468085,0.02127659574468085,0.3191489361702128
UGC04305,9062034-forward,317af333d671803c969bbb7d1fdbab8d4efa225ef97fb504c4a4e62d9cbb82d6,calibration,379,43,103,0.11345646437994723,0.09222460422163588,0.2717678100263852
UGC04305,9062034-forward,317af333d671803c969bbb7d1fdbab8d4efa225ef97fb504c4a4e62d9cbb82d6,validation,48,1,18,0.020833333333333332,0.0013020833333333333,0.375
UGC04305,9062034-reverse,a8d678a02306ea5291e3ba04eafedd25d6a483d4be3ce1782b271b9604f9836b,calibration,435,3,170,0.006896551724137931,0.0025502873563218393,0.39080459770114945
UGC04305,9062034-reverse,a8d678a02306ea5291e3ba04eafedd25d6a483d4be3ce1782b271b9604f9836b,validation,47,3,12,0.06382978723404255,0.061835106382978726,0.2553191489361702
UGC04305,9062035-forward,244a006877935d2cc0f2a7714f1362e3cfa56ecdd03a022e06583b171545a2e7,calibration,367,23,133,0.06267029972752043,0.04849284741144414,0.36239782016348776
UGC04305,9062035-forward,244a006877935d2cc0f2a7714f1362e3cfa56ecdd03a022e06583b171545a2e7,validation,48,2,14,0.041666666666666664,0.022135416666666668,0.2916666666666667
UGC04305,9062035-reverse,2051773777a5b5df7b57284f24a101ae40c1063b4728f173dcb1ea6879798f9d,calibration,447,23,140,0.05145413870246085,0.040862695749440715,0.3131991051454139
UGC04305,9062035-reverse,2051773777a5b5df7b57284f24a101ae40c1063b4728f173dcb1ea6879798f9d,validation,47,2,16,0.0425531914893617,0.04055851063829787,0.3404255319148936
