galaxy,split,split_sha256,role,pixels,direct_pixels,expanded_pixels,direct_pixel_fraction,native_positive_area_fraction,expanded_pixel_fraction
IC2574,9062029-reverse,b9c8092b5e705dc6229e825c65d9ff90d7b595735d11d8d03394c24d56af3c4c,calibration,363,55,205,0.15151515151515152,0.12332128099173553,0.5647382920110193
IC2574,9062029-reverse,b9c8092b5e705dc6229e825c65d9ff90d7b595735d11d8d03394c24d56af3c4c,validation,38,12,26,0.3157894736842105,0.3100328947368421,0.6842105263157895
IC2574,9062030-forward,593728aa0ad35de884a4e8c16e8eb2e4fb7c7592d8a163d2e67cde2986a0f79c,calibration,379,112,239,0.2955145118733509,0.28120877308707126,0.6306068601583114
IC2574,9062030-forward,593728aa0ad35de884a4e8c16e8eb2e4fb7c7592d8a163d2e67cde2986a0f79c,validation,37,5,23,0.13513513513513514,0.10768581081081081,0.6216216216216216
IC2574,9062030-reverse,43f4ac852f6be79c49a9cafff6739733d33a70d0b48d23c414af54315ddbfc78,calibration,357,41,212,0.11484593837535013,0.08394607843137254,0.5938375350140056
IC2574,9062030-reverse,43f4ac852f6be79c49a9cafff6739733d33a70d0b48d23c414af54315ddbfc78,validation,40,12,23,0.3,0.296484375,0.575
IC2574,9062031-forward,1a0655b6d5000db1044f00fb062fc33bd7d1ad8f1993db0aa9c10a96116e2538,calibration,347,81,291,0.2334293948126801,0.19042687319884727,0.8386167146974063
IC2574,9062031-forward,1a0655b6d5000db1044f00fb062fc33bd7d1ad8f1993db0aa9c10a96116e2538,validation,39,8,16,0.20512820512820512,0.2015224358974359,0.41025641025641024
IC2574,9062031-reverse,4e5c4fe435c8828499aac8de9ea1373a72fc47cea7217b6950a37dc49cec1dbf,calibration,389,72,160,0.18508997429305912,0.18115359897172237,0.41131105398457585
IC2574,9062031-reverse,4e5c4fe435c8828499aac8de9ea1373a72fc47cea7217b6950a37dc49cec1dbf,validation,38,9,30,0.23684210526315788,0.21011513157894737,0.7894736842105263
IC2574,9062032-forward,c6b5abf896887062ba7fc6f149157f31978ba0ad5e71161040fde3855ac51131,calibration,409,61,215,0.1491442542787286,0.13699572127139364,0.5256723716381418
IC2574,9062032-forward,c6b5abf896887062ba7fc6f149157f31978ba0ad5e71161040fde3855ac51131,validation,38,9,24,0.23684210526315788,0.21217105263157895,0.631578947368421
IC2574,9062032-reverse,9e4168e1abcb58c0a7894c98e469a9e207a9885a1b7c4290ffe768bef4b5ce24,calibration,327,92,236,0.28134556574923547,0.24622515290519878,0.7217125382262997
IC2574,9062032-reverse,9e4168e1abcb58c0a7894c98e469a9e207a9885a1b7c4290ffe768bef4b5ce24,validation,39,8,22,0.20512820512820512,0.19951923076923078,0.5641025641025641
IC2574,9062033-forward,27e6460190f6eee9a666b915a50e00359d4eec844e97bbc0dbda6a929efa3367,calibration,391,109,177,0.27877237851662406,0.2716592071611253,0.45268542199488493
IC2574,9062033-forward,27e6460190f6eee9a666b915a50e00359d4eec844e97bbc0dbda6a929efa3367,validation,38,5,28,0.13157894736842105,0.10485197368421052,0.7368421052631579
IC2574,9062033-reverse,0a219265d1934a6ceb8b0d556765f7a398e1c76ef297f492e7f79b31449ab0f8,calibration,345,44,274,0.12753623188405797,0.08790760869565217,0.7942028985507247
IC2574,9062033-reverse,0a219265d1934a6ceb8b0d556765f7a398e1c76ef297f492e7f79b31449ab0f8,validation,39,12,18,0.3076923076923077,0.30408653846153844,0.46153846153846156
IC2574,9062034-forward,c92b9ec07f2416e923f5451e9878712d47b71dea18fe73823d372ac3b646b28f,calibration,366,98,225,0.2677595628415301,0.25076844262295084,0.6147540983606558
IC2574,9062034-forward,c92b9ec07f2416e923f5451e9878712d47b71dea18fe73823d372ac3b646b28f,validation,40,5,22,0.125,0.1015625,0.55
IC2574,9062034-reverse,0667425d201a76e860fd46d176062bf6c88dbafb8a37db13e1a1013934abd79c,calibration,370,55,226,0.14864864864864866,0.12098817567567567,0.6108108108108108
IC2574,9062034-reverse,0667425d201a76e860fd46d176062bf6c88dbafb8a37db13e1a1013934abd79c,validation,37,12,24,0.32432432432432434,0.31841216216216217,0.6486486486486487
IC2574,9062035-forward,d8463b7bc30025ff40ee6d37340fde3df672bc298376de8e9522acb22e5b856f,calibration,359,112,208,0.31197771587743733,0.296875,0.5793871866295265
IC2574,9062035-forward,d8463b7bc30025ff40ee6d37340fde3df672bc298376de8e9522acb22e5b856f,validation,38,5,26,0.13157894736842105,0.10485197368421052,0.6842105263157895
IC2574,9062035-reverse,678ec1126646d8708edf1a8ee1ef8861d490ba78b97e18dfdb8539f41b9c897e,calibration,377,41,243,0.10875331564986737,0.07949270557029178,0.6445623342175066
IC2574,9062035-reverse,678ec1126646d8708edf1a8ee1ef8861d490ba78b97e18dfdb8539f41b9c897e,validation,39,12,20,0.3076923076923077,0.30408653846153844,0.5128205128205128
NGC2841,9062028-forward,f7a948db3e67c8c5e52f70bcba322a25d4f56ba879549407a71138c178e67e3d,calibration,300,115,159,0.38333333333333336,0.3684895833333333,0.53
NGC2841,9062028-forward,f7a948db3e67c8c5e52f70bcba322a25d4f56ba879549407a71138c178e67e3d,validation,36,6,15,0.16666666666666666,0.1306423611111111,0.4166666666666667
NGC2841,9062028-reverse,d162c068a02beea8409aeec2034535dfc85dede1fb98b75dba626b5464078d31,calibration,421,55,178,0.13064133016627077,0.10963479809976247,0.42280285035629456
NGC2841,9062028-reverse,d162c068a02beea8409aeec2034535dfc85dede1fb98b75dba626b5464078d31,validation,33,13,18,0.3939393939393939,0.3641098484848485,0.5454545454545454
NGC2841,9062029-forward,7b2e53f4c3713fcce6b3f26f5253a7a19d59bac371b115cd1b849f6e572a382c,calibration,415,87,176,0.20963855421686747,0.1980421686746988,0.42409638554216866
NGC2841,9062029-forward,7b2e53f4c3713fcce6b3f26f5253a7a19d59bac371b115cd1b849f6e572a382c,validation,35,11,19,0.3142857142857143,0.24910714285714286,0.5428571428571428
NGC2841,9062029-reverse,c427b5b58ec9dd21629202649ef1af5618f75a6c0940e505a1217c1cd90fa626,calibration,306,83,161,0.27124183006535946,0.24351511437908496,0.5261437908496732
NGC2841,9062029-reverse,c427b5b58ec9dd21629202649ef1af5618f75a6c0940e505a1217c1cd90fa626,validation,34,8,14,0.23529411764705882,0.23529411764705882,0.4117647058823529
NGC2841,9062030-forward,2b70f59f3b842f7a4c93a0c08754a6bc805ee6df7125a4acbd3bc0a48027afd2,calibration,362,79,192,0.21823204419889503,0.21020372928176795,0.5303867403314917
NGC2841,9062030-forward,2b70f59f3b842f7a4c93a0c08754a6bc805ee6df7125a4acbd3bc0a48027afd2,validation,33,10,14,0.30303030303030304,0.2566287878787879,0.42424242424242425
NGC2841,9062030-reverse,cb6a834db4e468d30e9bfd3dd1e11efdc2288c330b4f0797ee3cf0c6aba34c03,calibration,359,91,145,0.25348189415041783,0.22453864902506965,0.403899721448468
NGC2841,9062030-reverse,cb6a834db4e468d30e9bfd3dd1e11efdc2288c330b4f0797ee3cf0c6aba34c03,validation,36,9,19,0.25,0.22916666666666666,0.5277777777777778
NGC2841,9062031-forward,34a09e2caa7cab66f1525387dc778e3c1ab709f4f0b12bb044b2ee0144fefd6d,calibration,375,81,138,0.216,0.19645833333333335,0.368
NGC2841,9062031-forward,34a09e2caa7cab66f1525387dc778e3c1ab709f4f0b12bb044b2ee0144fefd6d,validation,34,10,20,0.29411764705882354,0.26516544117647056,0.5882352941176471
NGC2841,9062031-reverse,27af8dd583af03bac5a2d7a298e6de9c1e0c765d653687125f81bef60add6b33,calibration,346,89,199,0.25722543352601157,0.23997471098265896,0.5751445086705202
NGC2841,9062031-reverse,27af8dd583af03bac5a2d7a298e6de9c1e0c765d653687125f81bef60add6b33,validation,35,9,13,0.2571428571428571,0.2200892857142857,0.37142857142857144
NGC2841,9062032-forward,3616b7a67869870466e85a365249a4a31479991b2e91586e9c17ed4bd92c789a,calibration,355,115,156,0.323943661971831,0.3079225352112676,0.4394366197183099
NGC2841,9062032-forward,3616b7a67869870466e85a365249a4a31479991b2e91586e9c17ed4bd92c789a,validation,32,4,16,0.125,0.1015625,0.5
NGC2841,9062032-reverse,5b2c01509a04e367b272df32c3cff5fe036b8731b0a9baa7f5a58a34a11b7b4e,calibration,366,55,181,0.15027322404371585,0.12948258196721313,0.49453551912568305
NGC2841,9062032-reverse,5b2c01509a04e367b272df32c3cff5fe036b8731b0a9baa7f5a58a34a11b7b4e,validation,37,15,17,0.40540540540540543,0.3640202702702703,0.4594594594594595
NGC2841,9062033-forward,01ce395b6b6c3100b2b77eb6a067cbe669a3b23e413701beb32181f401efa2c4,calibration,314,83,171,0.2643312101910828,0.2373109076433121,0.5445859872611465
NGC2841,9062033-forward,01ce395b6b6c3100b2b77eb6a067cbe669a3b23e413701beb32181f401efa2c4,validation,34,8,13,0.23529411764705882,0.23529411764705882,0.38235294117647056
NGC2841,9062033-reverse,c6890be8088c1bf6e121e827c0ce1486f092eec6f494aaeaf9015df482dc294b,calibration,407,87,166,0.21375921375921375,0.20193488943488944,0.40786240786240785
NGC2841,9062033-reverse,c6890be8088c1bf6e121e827c0ce1486f092eec6f494aaeaf9015df482dc294b,validation,35,11,20,0.3142857142857143,0.24910714285714286,0.5714285714285714
NGC2841,9062034-forward,0c598e2b95e8f6c5a777aa2e6695763f73910851562240d33642abbcabc61c13,calibration,337,44,158,0.13056379821958458,0.11197143916913947,0.4688427299703264
NGC2841,9062034-forward,0c598e2b95e8f6c5a777aa2e6695763f73910851562240d33642abbcabc61c13,validation,34,12,16,0.35294117647058826,0.3460477941176471,0.47058823529411764
NGC2841,9062034-reverse,2ea2ea6564294a1d05a1c9a79ec4bbaaac1614a0764046796592a18272731382,calibration,384,126,179,0.328125,0.309814453125,0.4661458333333333
NGC2841,9062034-reverse,2ea2ea6564294a1d05a1c9a79ec4bbaaac1614a0764046796592a18272731382,validation,35,7,17,0.2,0.14151785714285714,0.4857142857142857
NGC2841,9062035-forward,ddcc2e47651473a47fad10b22c5fa475f774fd8007dd7281e3caa55c1f149b46,calibration,299,118,152,0.39464882943143814,0.3797554347826087,0.5083612040133779
NGC2841,9062035-forward,ddcc2e47651473a47fad10b22c5fa475f774fd8007dd7281e3caa55c1f149b46,validation,36,6,16,0.16666666666666666,0.1306423611111111,0.4444444444444444
NGC2841,9062035-reverse,7d2a116073c6b94ed1144525c09d751ffb164829d20d506db46480293d451e7b,calibration,422,52,185,0.12322274881516587,0.1022659952606635,0.43838862559241704
NGC2841,9062035-reverse,7d2a116073c6b94ed1144525c09d751ffb164829d20d506db46480293d451e7b,validation,33,13,17,0.3939393939393939,0.3641098484848485,0.5151515151515151
NGC2903,9062028-forward,56bf969f6f8fa323a31e8aca170e76eced343a93e765ef44627f87883f3df020,calibration,364,133,153,0.36538461538461536,0.34765625,0.42032967032967034
NGC2903,9062028-forward,56bf969f6f8fa323a31e8aca170e76eced343a93e765ef44627f87883f3df020,validation,38,9,14,0.23684210526315788,0.23684210526315788,0.3684210526315789
NGC2903,9062028-reverse,fa918ff0b9de6aa0fbb25af8a2de43c4d5a94d8d4c8af4729ca82841ea00e0b4,calibration,358,95,145,0.26536312849162014,0.24087814245810055,0.40502793296089384
NGC2903,9062028-reverse,fa918ff0b9de6aa0fbb25af8a2de43c4d5a94d8d4c8af4729ca82841ea00e0b4,validation,36,14,16,0.3888888888888889,0.3684895833333333,0.4444444444444444
NGC2903,9062029-forward,c7be281cda22394040e2789d7b55044c8a5be7fb24fbb841135d806207dbaabf,calibration,364,79,132,0.21703296703296704,0.2006353021978022,0.3626373626373626
NGC2903,9062029-forward,c7be281cda22394040e2789d7b55044c8a5be7fb24fbb841135d806207dbaabf,validation,38,16,18,0.42105263157894735,0.4074835526315789,0.47368421052631576
NGC2903,9062029-reverse,c5c36dd937431549ec82990d80eb56051f4f9333ffb66d7a625bad3ef3a2f085,calibration,358,149,166,0.41620111731843573,0.39036312849162014,0.46368715083798884
NGC2903,9062029-reverse,c5c36dd937431549ec82990d80eb56051f4f9333ffb66d7a625bad3ef3a2f085,validation,36,7,12,0.19444444444444445,0.18836805555555555,0.3333333333333333
NGC2903,9062030-forward,3b773d1a7ded3c684ed2106d5ce4f2d03f2ebf9108a2761e7132946b87efc3c7,calibration,310,135,147,0.43548387096774194,0.40922379032258066,0.47419354838709676
NGC2903,9062030-forward,3b773d1a7ded3c684ed2106d5ce4f2d03f2ebf9108a2761e7132946b87efc3c7,validation,39,9,14,0.23076923076923078,0.22516025641025642,0.358974358974359
NGC2903,9062030-reverse,ece78c111603604a276d6bfedb5f96981a856754712b98f83fd88692b52c13db,calibration,412,93,151,0.22572815533980584,0.20854824029126215,0.36650485436893204
NGC2903,9062030-reverse,ece78c111603604a276d6bfedb5f96981a856754712b98f83fd88692b52c13db,validation,35,14,16,0.4,0.38526785714285716,0.45714285714285713
NGC2903,9062031-forward,87a25417be90e0d7e6ff7e1b272415f45712e5f19f051deae6986b4d01da3f67,calibration,310,125,147,0.4032258064516129,0.3672883064516129,0.47419354838709676
NGC2903,9062031-forward,87a25417be90e0d7e6ff7e1b272415f45712e5f19f051deae6986b4d01da3f67,validation,39,10,14,0.2564102564102564,0.2564102564102564,0.358974358974359
NGC2903,9062031-reverse,6b098cc1dcbcfdd28bbcbe2878a5ae665a20dde1246cfc0d7b039ef32a5d3401,calibration,412,103,151,0.25,0.24010163834951456,0.36650485436893204
NGC2903,9062031-reverse,6b098cc1dcbcfdd28bbcbe2878a5ae665a20dde1246cfc0d7b039ef32a5d3401,validation,35,13,16,0.37142857142857144,0.35044642857142855,0.45714285714285713
NGC2903,9062032-forward,fb35491a0bd3be47b2001550dfd699d73193c155648f54e23109f3d02647cc9a,calibration,374,132,150,0.35294117647058826,0.33719084224598933,0.40106951871657753
NGC2903,9062032-forward,fb35491a0bd3be47b2001550dfd699d73193c155648f54e23109f3d02647cc9a,validation,36,9,14,0.25,0.25,0.3888888888888889
NGC2903,9062032-reverse,36f6e90dbabc1010ee0ac081e7f986fd4c93e4a16cfdc5936973b9adffd012b0,calibration,348,96,148,0.27586206896551724,0.24905711206896552,0.42528735632183906
NGC2903,9062032-reverse,36f6e90dbabc1010ee0ac081e7f986fd4c93e4a16cfdc5936973b9adffd012b0,validation,38,14,16,0.3684210526315789,0.3490953947368421,0.42105263157894735
NGC2903,9062033-forward,06a66fdcf93f90be9b96605a78cf3c4dc494cb39c09eab1a43dfa9ac19f04218,calibration,380,103,151,0.2710526315789474,0.26032072368421055,0.3973684210526316
NGC2903,9062033-forward,06a66fdcf93f90be9b96605a78cf3c4dc494cb39c09eab1a43dfa9ac19f04218,validation,37,13,16,0.35135135135135137,0.3315033783783784,0.43243243243243246
NGC2903,9062033-reverse,f20943d2feeddc8543adbd9f649f97c0d6692cba29a4fa58161687b468c03228,calibration,342,125,147,0.3654970760233918,0.33292214912280704,0.4298245614035088
NGC2903,9062033-reverse,f20943d2feeddc8543adbd9f649f97c0d6692cba29a4fa58161687b468c03228,validation,37,10,14,0.2702702702702703,0.2702702702702703,0.3783783783783784
NGC2903,9062034-forward,8cceca245f08c779682f0cb0db0adef6693919502b1db8acec7dad59e67d7422,calibration,308,124,144,0.4025974025974026,0.3682528409090909,0.4675324675324675
NGC2903,9062034-forward,8cceca245f08c779682f0cb0db0adef6693919502b1db8acec7dad59e67d7422,validation,39,10,14,0.2564102564102564,0.2564102564102564,0.358974358974359
NGC2903,9062034-reverse,fea148bfc3566a7cef6271295c91d187f577549796f396fc2793adb339d7dff5,calibration,414,104,154,0.25120772946859904,0.23999849033816426,0.3719806763285024
NGC2903,9062034-reverse,fea148bfc3566a7cef6271295c91d187f577549796f396fc2793adb339d7dff5,validation,35,13,16,0.37142857142857144,0.35044642857142855,0.45714285714285713
NGC2903,9062035-forward,fc1097742d7bcd63911a6108f4f2c222ba33ddcc9dfac6d04d0003ae08019dc5,calibration,342,128,148,0.3742690058479532,0.33511513157894735,0.4327485380116959
NGC2903,9062035-forward,fc1097742d7bcd63911a6108f4f2c222ba33ddcc9dfac6d04d0003ae08019dc5,validation,37,10,14,0.2702702702702703,0.2643581081081081,0.3783783783783784
NGC2903,9062035-reverse,290bb69c2c48032292fea848ea86c0330c9549a783267bd52fdaaef82a866734,calibration,380,100,150,0.2631578947368421,0.2583470394736842,0.39473684210526316
NGC2903,9062035-reverse,290bb69c2c48032292fea848ea86c0330c9549a783267bd52fdaaef82a866734,validation,37,13,16,0.35135135135135137,0.3374155405405405,0.43243243243243246
NGC2976,9062028-forward,330c123c2724c4c26ca12bf7fd8e042fd639cd33f3e5fdeaeea890c7435cf3a3,calibration,324,0,0,0.0,0.0,0.0
NGC2976,9062028-forward,330c123c2724c4c26ca12bf7fd8e042fd639cd33f3e5fdeaeea890c7435cf3a3,validation,36,0,0,0.0,0.0,0.0
NGC2976,9062028-reverse,8c68a53a7a458b39dbd394d4ac9c08a828bcab002f7aaae86699c47fe01e1446,calibration,395,0,0,0.0,0.0,0.0
NGC2976,9062028-reverse,8c68a53a7a458b39dbd394d4ac9c08a828bcab002f7aaae86699c47fe01e1446,validation,33,0,0,0.0,0.0,0.0
NGC2976,9062029-forward,881ac66e4fd01d1f35ad85614cea8a41284c3267b688ada681be6eb961280f56,calibration,331,0,0,0.0,0.0,0.0
NGC2976,9062029-forward,881ac66e4fd01d1f35ad85614cea8a41284c3267b688ada681be6eb961280f56,validation,36,0,0,0.0,0.0,0.0
NGC2976,9062029-reverse,863dfaeca4638f810ba4b7a75371c801f7049889d43360de4cbe4e2b548436b3,calibration,388,0,0,0.0,0.0,0.0
NGC2976,9062029-reverse,863dfaeca4638f810ba4b7a75371c801f7049889d43360de4cbe4e2b548436b3,validation,33,0,0,0.0,0.0,0.0
NGC2976,9062030-forward,90df8d6d74a4087fc9c55bbe75207eba51f4d61c73d70391e62c2a297bef2766,calibration,355,0,0,0.0,0.0,0.0
NGC2976,9062030-forward,90df8d6d74a4087fc9c55bbe75207eba51f4d61c73d70391e62c2a297bef2766,validation,35,0,0,0.0,0.0,0.0
NGC2976,9062030-reverse,2b3aa79584b2520c75966ebcca5d83410b807c8cb453f2234f4934e5f5112916,calibration,364,0,0,0.0,0.0,0.0
NGC2976,9062030-reverse,2b3aa79584b2520c75966ebcca5d83410b807c8cb453f2234f4934e5f5112916,validation,34,0,0,0.0,0.0,0.0
NGC2976,9062031-forward,8e6f8e7d94acd0b83564ad9d436076e4cabf9e6d5e3ea526d05b06b67c81fc45,calibration,357,0,0,0.0,0.0,0.0
NGC2976,9062031-forward,8e6f8e7d94acd0b83564ad9d436076e4cabf9e6d5e3ea526d05b06b67c81fc45,validation,34,0,0,0.0,0.0,0.0
NGC2976,9062031-reverse,13f9f420114d1cf99a2bb410dfe0eaf634d52e8901b003d4456c6e2eafab0eb0,calibration,362,0,0,0.0,0.0,0.0
NGC2976,9062031-reverse,13f9f420114d1cf99a2bb410dfe0eaf634d52e8901b003d4456c6e2eafab0eb0,validation,35,0,0,0.0,0.0,0.0
NGC2976,9062032-forward,420f207e3cf56898bdcf5d1a8ed53864f3ff40f529b53c71c2a9947bc4602be0,calibration,358,0,0,0.0,0.0,0.0
NGC2976,9062032-forward,420f207e3cf56898bdcf5d1a8ed53864f3ff40f529b53c71c2a9947bc4602be0,validation,33,0,0,0.0,0.0,0.0
NGC2976,9062032-reverse,41a6e6eba6e428c7d603b52dffaf36a907375e3a7f4fbe46fcb754f61abb1851,calibration,361,0,0,0.0,0.0,0.0
NGC2976,9062032-reverse,41a6e6eba6e428c7d603b52dffaf36a907375e3a7f4fbe46fcb754f61abb1851,validation,36,0,0,0.0,0.0,0.0
NGC2976,9062033-forward,73636f59a5cdde43a4406db37d9e925b6484bb12495c92ebd006030a89ca9d2a,calibration,335,0,0,0.0,0.0,0.0
NGC2976,9062033-forward,73636f59a5cdde43a4406db37d9e925b6484bb12495c92ebd006030a89ca9d2a,validation,35,0,0,0.0,0.0,0.0
NGC2976,9062033-reverse,ac03cd14c0b512c74bc4335f7d0af4b897da01b29365d8c6fcbdb03ca9753e25,calibration,384,0,0,0.0,0.0,0.0
NGC2976,9062033-reverse,ac03cd14c0b512c74bc4335f7d0af4b897da01b29365d8c6fcbdb03ca9753e25,validation,34,0,0,0.0,0.0,0.0
NGC2976,9062034-forward,a73f4a3da161391c002a04c2440e7f9c3c05497a6747bf17f48ef73cca3d08d2,calibration,339,0,0,0.0,0.0,0.0
NGC2976,9062034-forward,a73f4a3da161391c002a04c2440e7f9c3c05497a6747bf17f48ef73cca3d08d2,validation,34,0,0,0.0,0.0,0.0
NGC2976,9062034-reverse,6b3bd980f0bdbcff7f609b39617e00d7f1bf3ff2d3822bf901e9ae0e0e0f8ad1,calibration,380,0,0,0.0,0.0,0.0
NGC2976,9062034-reverse,6b3bd980f0bdbcff7f609b39617e00d7f1bf3ff2d3822bf901e9ae0e0e0f8ad1,validation,35,0,0,0.0,0.0,0.0
NGC2976,9062035-forward,e412c62eb095135feef92d2fc4832708c68dc6117f5b744302ee7b088b2086c6,calibration,362,0,0,0.0,0.0,0.0
