id	ra_deg	dec_deg	z	z_err	q_flag	member_flag	sep_arcmin	R_proj_Mpc	obj_type	z_bibcode
WISEA J071746.00+374219.5	109.441795	37.705250	0.541300	3.0E-4	SLS		4.154	1.5918	G	2014ApJS..211...21E
WISEA J071746.06+374420.6	109.441994	37.738972	0.549000	5.0E-4	SLS		3.030	1.1612	G	2014ApJS..211...21E
MACS gJ071746.11+374050.9	109.442123	37.680809	0.659700	3.0E-4	SLS		5.324	2.0404	G	2014ApJS..211...21E
MACS gJ071746.27+374254.6	109.442795	37.715172	0.379900	5.0E-4	SLS		3.780	1.4484	G	2014ApJS..211...21E
WISEA J071746.29+375155.7	109.442955	37.865528	0.845900	3.0E-4	SLS		7.209	2.7628	G	2014ApJS..211...21E
WISEA J071746.31+374238.1	109.442986	37.710640	0.539600	5.0E-4	SLS		3.966	1.5199	G	2014ApJS..211...21E
WISEA J071746.29+374330.0	109.443001	37.725101	0.541300	3.0E-4	SLS		3.436	1.3169	G	2014ApJS..211...21E
MACS gJ071746.33+374450.0	109.443024	37.747231	0.535300	5.0E-4	SLS		2.953	1.1318	G	2014ApJS..211...21E
MACS gJ071746.64+374954.1	109.444336	37.831699	0.518200	3.0E-4	SLS		5.450	2.0884	G	2014ApJS..211...21E
MACS gJ071746.67+373842.4	109.444458	37.645111	0.624600	3.0E-4	SLS		7.266	2.7847	G	2014ApJS..211...21E
MACS gJ071746.76+374256.6	109.444832	37.715721	0.540300	3.0E-4	SLS		3.834	1.4691	G	2014ApJS..211...21E
MACS gJ071746.78+373058.2	109.444916	37.516171	0.543800	3.0E-4	SLS		14.674	5.6236	G	2014ApJS..211...21E
WISEA J071747.06+374150.0	109.446060	37.697109	0.543500	0.001	SLS		4.652	1.7826	G	2014ApJS..211...21E
MACS gJ071747.17+374549.7	109.446526	37.763802	0.547700	0.001	SLS		3.116	1.1941	G	2014ApJS..211...21E
MACS gJ071747.40+374259.6	109.447502	37.716560	0.538000	3.0E-4	SLS		3.903	1.4957	G	2014ApJS..211...21E
MACS gJ071747.44+373342.4	109.447670	37.561779	0.528300	3.0E-4	SLS		12.042	4.6149	G	2014ApJS..211...21E
MACS gJ071747.45+374407.4	109.447723	37.735401	0.534700	3.0E-4	SLS		3.359	1.2873	G	2014ApJS..211...21E
MACS gJ071747.46+373748.1	109.447746	37.630032	0.546900	5.0E-4	SLS		8.159	3.1267	G	2014ApJS..211...21E
MACS gJ071747.48+374123.3	109.447830	37.689800	0.557700	3.0E-4	SLS		5.042	1.9324	G	2014ApJS..211...21E
MACS gJ071747.74+374409.4	109.448914	37.735939	0.627600	5.0E-4	SLS		3.401	1.3032	G	2014ApJS..211...21E
GALEXASC J071747.93+374444.7	109.448997	37.746300	0.514300	0.001	SLS		3.242	1.2424	G	2014ApJS..211...21E
MACS gJ071747.94+374336.9	109.449768	37.726921	0.536900	5.0E-4	SLS		3.660	1.4024	G	2014ApJS..211...21E
MACS gJ071748.23+373431.2	109.450958	37.575329	0.661200	3.0E-4	SLS		11.304	4.3318	G	2014ApJS..211...21E
MACS gJ071748.29+374334.7	109.451202	37.726311	0.540100	5.0E-4	SLS		3.737	1.4321	G	2014ApJS..211...21E
MACS gJ071748.36+374344.0	109.451500	37.728889	0.538500	0.001	SLS		3.679	1.4101	G	2014ApJS..211...21E
MACS gJ071748.41+374244.0	109.451706	37.712219	0.539300	3.0E-4	SLS		4.220	1.6172	G	2014ApJS..211...21E
WISEA J071748.40+373648.3	109.451836	37.613411	0.547500	3.0E-4	SLS		9.157	3.5091	G	2014ApJS..211...21E
MACS gJ071748.46+373254.9	109.451920	37.548580	0.554900	3.0E-4	SLS		12.859	4.9281	G	2014ApJS..211...21E
MACS gJ071748.63+374313.9	109.452621	37.720531	0.540600	3.0E-4	SLS		3.969	1.5209	G	2014ApJS..211...21E
MACS gJ071748.66+374244.1	109.452751	37.712250	0.537400	5.0E-4	SLS		4.258	1.6317	G	2014ApJS..211...21E
WISEA J071748.75+374029.7	109.453125	37.674919	0.539000	3.0E-4	SLS		5.909	2.2644	G	2014ApJS..211...21E
MACS gJ071748.76+373733.8	109.453163	37.626060	0.546800	3.0E-4	SLS		8.479	3.2494	G	2014ApJS..211...21E
WISEA J071748.78+374100.5	109.453163	37.683640	0.535000	3.0E-4	SLS		5.489	2.1037	G	2014ApJS..211...21E
MACS gJ071748.81+374218.0	109.453377	37.705002	0.536900	3.0E-4	SLS		4.559	1.7470	G	2014ApJS..211...21E
MACS gJ071749.20+374259.8	109.455002	37.716599	0.391000	5.0E-4	SLS		4.192	1.6065	G	2014ApJS..211...21E
WISEA J071749.22+373839.3	109.455040	37.644199	0.540400	3.0E-4	SLS		7.535	2.8876	G	2014ApJS..211...21E
MACS gJ071749.26+373041.5	109.455254	37.511532	0.486500	3.0E-4	SLS		15.053	5.7689	G	2014ApJS..211...21E
GALEXASC J071749.57+373728.5	109.455627	37.623920	0.548000	3.0E-4	SLS		8.644	3.3125	G	2014ApJS..211...21E
MACS gJ071749.43+374249.4	109.455956	37.713718	0.550200	3.0E-4	SLS		4.328	1.6585	G	2014ApJS..211...21E
MACS gJ071749.82+374510.7	109.457581	37.752972	0.461800	3.0E-4	SLS		3.604	1.3813	G	2014ApJS..211...21E
WISEA J071749.95+374255.1	109.457878	37.715279	0.430700	3.0E-4	SLS		4.349	1.6668	G	2014ApJS..211...21E
MACS gJ071749.93+374508.8	109.458038	37.752449	0.554600	3.0E-4	SLS		3.628	1.3902	G	2014ApJS..211...21E
MACS gJ071749.97+374803.1	109.458206	37.800861	0.610000	3.0E-4	SLS		4.534	1.7377	G	2014ApJS..211...21E
MACS gJ071750.06+373636.4	109.458580	37.610111	0.551100	3.0E-4	SLS		9.460	3.6254	G	2014ApJS..211...21E
WISEA J071750.14+374142.8	109.458878	37.695251	0.546900	3.0E-4	SLS		5.150	1.9735	G	2014ApJS..211...21E
WISEA J071750.24+375115.6	109.459290	37.854439	0.548300	3.0E-4	SLS		6.981	2.6754	G	2014ApJS..211...21E
MACS gJ071750.42+373458.3	109.460083	37.582859	0.543900	3.0E-4	SLS		11.011	4.2197	G	2014ApJS..211...21E
MACS gJ071750.42+374350.3	109.460083	37.730640	0.540200	3.0E-4	SLS		4.010	1.5366	G	2014ApJS..211...21E
MACS gJ071750.45+373753.7	109.460205	37.631580	0.547000	5.0E-4	SLS		8.321	3.1888	G	2014ApJS..211...21E
MACS gJ071750.51+374708.5	109.460457	37.785690	0.499500	5.0E-4	SLS		4.151	1.5908	G	2014ApJS..211...21E
MACS gJ071750.58+374608.0	109.460747	37.768890	0.534700	3.0E-4	SLS		3.835	1.4698	G	2014ApJS..211...21E
WISEA J071750.64+374422.0	109.460930	37.739330	0.538800	5.0E-4	SLS		3.884	1.4886	G	2014ApJS..211...21E
MACS gJ071750.67+374512.1	109.461128	37.753361	0.554600	5.0E-4	SLS		3.772	1.4454	G	2014ApJS..211...21E
MACS gJ071750.80+373258.5	109.461670	37.549580	0.439400	3.0E-4	SLS		12.930	4.9551	G	2014ApJS..211...21E
MACS gJ071750.84+374655.9	109.461830	37.782200	0.833400	5.0E-4	SLS		4.124	1.5805	G	2014ApJS..211...21E
MACS gJ071750.90+373427.6	109.462082	37.574329	0.461500	3.0E-4	SLS		11.525	4.4167	G	2014ApJS..211...21E
MACS gJ071750.90+373800.6	109.462082	37.633499	0.545800	3.0E-4	SLS		8.259	3.1651	G	2014ApJS..211...21E
WISEA J071750.89+374300.6	109.462418	37.717079	0.666000	3.0E-4	SLS		4.473	1.7143	G	2014ApJS..211...21E
MACS gJ071751.04+373759.9	109.462669	37.633301	0.546300	3.0E-4	SLS		8.282	3.1741	G	2014ApJS..211...21E
MACS gJ071751.06+374109.1	109.462753	37.685860	0.454100	3.0E-4	SLS		5.683	2.1779	G	2014ApJS..211...21E
MACS gJ071751.11+374059.9	109.462959	37.683300	0.537500	3.0E-4	SLS		5.804	2.2241	G	2014ApJS..211...21E
WISEA J071751.18+374407.2	109.463165	37.735279	0.560000	3.0E-4	SLS		4.053	1.5534	G	2014ApJS..211...21E
WISEA J071751.17+374157.3	109.463211	37.699249	0.421200	3.0E-4	SLS		5.137	1.9687	G	2014ApJS..211...21E
MACS gJ071751.22+374442.0	109.463417	37.744999	0.538100	3.0E-4	SLS		3.930	1.5059	G	2014ApJS..211...21E
WISEA J071751.47+375018.6	109.464584	37.838581	0.554600	3.0E-4	SLS		6.346	2.4318	G	2014ApJS..211...21E
WISEA J071751.53+373649.6	109.464668	37.613972	0.549500	3.0E-4	SLS		9.365	3.5889	G	2014ApJS..211...21E
WISEA J071751.52+374354.4	109.464691	37.731800	0.535300	3.0E-4	SLS		4.189	1.6053	G	2014ApJS..211...21E
MACS gJ071751.57+375145.9	109.464874	37.862751	0.364400	3.0E-4	SLS		7.545	2.8913	G	2014ApJS..211...21E
WISEA J071751.61+374223.0	109.464958	37.706501	0.534100	3.0E-4	SLS		4.928	1.8885	G	2014ApJS..211...21E
MACS gJ071751.76+374732.9	109.465668	37.792469	0.551500	5.0E-4	SLS		4.558	1.7467	G	2014ApJS..211...21E
WISEA J071751.99+374629.5	109.466461	37.774639	0.662300	3.0E-4	SLS		4.182	1.6025	G	2014ApJS..211...21E
MACS gJ071751.98+373431.2	109.466583	37.575329	0.461700	5.0E-4	SLS		11.541	4.4230	G	2014ApJS..211...21E
MACS gJ071751.99+374511.3	109.466621	37.753139	0.540100	3.0E-4	SLS		4.033	1.5454	G	2014ApJS..211...21E
MACS gJ071752.08+374225.5	109.467003	37.707081	0.531900	5.0E-4	SLS		4.986	1.9107	G	2014ApJS..211...21E
MACS gJ071752.24+374242.6	109.467667	37.711830	0.550100	5.0E-4	SLS		4.851	1.8592	G	2014ApJS..211...21E
MACS gJ071752.34+373602.8	109.468086	37.600780	0.453100	3.0E-4	SLS		10.153	3.8909	G	2014ApJS..211...21E
MACS gJ071752.48+373506.0	109.468666	37.584999	0.388600	3.0E-4	SLS		11.036	4.2294	G	2014ApJS..211...21E
MACS gJ071752.65+374727.2	109.469376	37.790890	0.499100	3.0E-4	SLS		4.669	1.7891	G	2014ApJS..211...21E
MACS gJ071752.68+374527.1	109.469498	37.757530	0.493700	3.0E-4	SLS		4.168	1.5973	G	2014ApJS..211...21E
MACS gJ071752.83+374528.3	109.470123	37.757858	0.532600	3.0E-4	SLS		4.198	1.6089	G	2014ApJS..211...21E
WISEA J071752.99+373440.9	109.470665	37.578030	0.544800	3.0E-4	SLS		11.460	4.3917	G	2014ApJS..211...21E
MACS gJ071752.99+374340.2	109.470795	37.727829	0.558700	3.0E-4	SLS		4.544	1.7415	G	2014ApJS..211...21E
MACS gJ071752.99+374615.2	109.470795	37.770889	0.347100	3.0E-4	SLS		4.326	1.6580	G	2014ApJS..211...21E
MACS gJ071753.18+373457.6	109.471565	37.582668	0.388100	3.0E-4	SLS		11.218	4.2990	G	2014ApJS..211...21E
GALEXASC J071752.95+373641.9	109.471878	37.611259	0.547000	3.0E-4	SLS		9.660	3.7019	G	2014ApJS..211...21E
WISEA J071753.46+374027.6	109.472710	37.674389	0.460300	3.0E-4	SLS		6.511	2.4951	G	2014ApJS..211...21E
WISEA J071753.49+373153.8	109.472839	37.531582	0.544700	3.0E-4	SLS		14.119	5.4110	G	2014ApJS..211...21E
MACS gJ071753.49+374209.1	109.472893	37.702541	0.549000	3.0E-4	SLS		5.372	2.0587	G	2014ApJS..211...21E
MACS gJ071753.68+373545.3	109.473679	37.595909	0.543000	5.0E-4	SLS		10.529	4.0348	G	2014ApJS..211...21E
MACS gJ071753.68+374222.3	109.473663	37.706200	0.287600	3.0E-4	SLS		5.275	2.0216	G	2014ApJS..211...21E
MACS gJ071753.81+374725.8	109.474205	37.790501	0.810200	3.0E-4	SLS		4.864	1.8639	G	2014ApJS..211...21E
MACS gJ071753.84+374226.1	109.474335	37.707249	0.402500	3.0E-4	SLS		5.267	2.0183	G	2014ApJS..211...21E
MACS gJ071753.87+374230.7	109.474457	37.708530	0.531100	3.0E-4	SLS		5.230	2.0041	G	2014ApJS..211...21E
MACS gJ071753.90+374213.2	109.474586	37.703671	0.545200	5.0E-4	SLS		5.398	2.0685	G	2014ApJS..211...21E
WISEA J071753.90+373935.2	109.474625	37.659691	0.543900	5.0E-4	SLS		7.250	2.7783	G	2014ApJS..211...21E
WISEA J071754.06+374131.6	109.474998	37.692501	0.547100	3.0E-4	SLS		5.825	2.2324	G	2014ApJS..211...21E
MACS gJ071754.08+373305.1	109.475334	37.551418	0.740700	3.0E-4	SLS		13.032	4.9941	G	2014ApJS..211...21E
MACS gJ071754.12+374433.5	109.475502	37.742641	0.531100	5.0E-4	SLS		4.519	1.7316	G	2014ApJS..211...21E
MACS gJ071754.14+374434.6	109.475586	37.742939	0.531800	3.0E-4	SLS		4.519	1.7320	G	2014ApJS..211...21E
WISEA J071754.23+373856.5	109.475670	37.649220	0.690100	3.0E-4	SLS		7.786	2.9838	G	2014ApJS..211...21E
MACS gJ071754.17+374029.8	109.475708	37.674950	0.461000	3.0E-4	SLS		6.581	2.5222	G	2014ApJS..211...21E
MACS gJ071754.18+373840.2	109.475731	37.644501	0.690700	0.001	SLS		8.021	3.0740	G	2014ApJS..211...21E
MACS gJ071754.25+374923.9	109.476044	37.823311	0.565900	0.001	SLS		6.046	2.3168	G	2014ApJS..211...21E
WISEA J071754.31+374116.8	109.476387	37.687901	0.551700	0.001	SLS		6.057	2.3212	G	2014ApJS..211...21E
MACS gJ071754.33+374635.5	109.476372	37.776531	0.350200	5.0E-4	SLS		4.665	1.7877	G	2014ApJS..211...21E
WISEA J071754.35+373433.1	109.476456	37.575722	0.459800	3.0E-4	SLS		11.692	4.4806	G	2014ApJS..211...21E
MACS gJ071754.38+374355.7	109.476585	37.732140	0.494100	3.0E-4	SLS		4.717	1.8078	G	2014ApJS..211...21E
MACS gJ071754.45+374254.5	109.476875	37.715141	0.544100	3.0E-4	SLS		5.127	1.9649	G	2014ApJS..211...21E
MACS gJ071754.46+373306.0	109.476921	37.551659	0.542700	3.0E-4	SLS		13.044	4.9988	G	2014ApJS..211...21E
MACS gJ071754.50+373318.1	109.477081	37.555031	0.544800	3.0E-4	SLS		12.857	4.9272	G	2014ApJS..211...21E
WISEA J071754.57+374337.5	109.477501	37.727249	0.535600	3.0E-4	SLS		4.854	1.8601	G	2014ApJS..211...21E
MACS gJ071754.63+373624.8	109.477615	37.606899	0.551800	5.0E-4	SLS		10.016	3.8384	G	2014ApJS..211...21E
MACS gJ071754.65+374432.3	109.477707	37.742310	0.421200	3.0E-4	SLS		4.625	1.7724	G	2014ApJS..211...21E
MACS gJ071754.78+374225.3	109.478249	37.707031	0.532300	3.0E-4	SLS		5.430	2.0808	G	2014ApJS..211...21E
MACS gJ071754.78+374432.0	109.478249	37.742222	0.538100	3.0E-4	SLS		4.651	1.7825	G	2014ApJS..211...21E
MACS gJ071754.82+374645.0	109.478416	37.779171	0.348300	3.0E-4	SLS		4.802	1.8404	G	2014ApJS..211...21E
MACS gJ071754.83+374616.2	109.478455	37.771172	0.540800	3.0E-4	SLS		4.685	1.7956	G	2014ApJS..211...21E
MACS gJ071755.06+374226.9	109.479416	37.707470	0.532100	3.0E-4	SLS		5.463	2.0934	G	2014ApJS..211...21E
MACS gJ071755.07+374226.9	109.479462	37.707470	0.402100	3.0E-4	SLS		5.464	2.0941	G	2014ApJS..211...21E
MACS gJ071755.08+374502.7	109.479500	37.750751	0.720100	3.0E-4	SLS		4.650	1.7820	G	2014ApJS..211...21E
MACS gJ071755.14+374937.4	109.479752	37.827061	0.564600	3.0E-4	SLS		6.327	2.4247	G	2014ApJS..211...21E
WISEA J071755.17+373353.0	109.479881	37.564640	0.553700	3.0E-4	SLS		12.369	4.7400	G	2014ApJS..211...21E
MACS gJ071755.51+374325.3	109.481277	37.723701	0.402500	3.0E-4	SLS		5.098	1.9537	G	2014ApJS..211...21E
MACS gJ071755.53+374432.4	109.481377	37.742329	0.563700	3.0E-4	SLS		4.796	1.8381	G	2014ApJS..211...21E
MACS gJ071755.56+374011.7	109.481499	37.669922	0.855300	0.001	SLS		6.990	2.6786	G	2014ApJS..211...21E
MACS gJ071755.60+374135.1	109.481667	37.693081	0.542800	3.0E-4	SLS		6.048	2.3176	G	2014ApJS..211...21E
MACS gJ071755.66+374313.1	109.481918	37.720310	0.402700	3.0E-4	SLS		5.206	1.9950	G	2014ApJS..211...21E
MACS gJ071755.68+373712.1	109.482002	37.620029	0.543400	5.0E-4	SLS		9.425	3.6117	G	2014ApJS..211...21E
MACS gJ071755.70+374158.1	109.482094	37.699478	0.412000	3.0E-4	SLS		5.834	2.2357	G	2014ApJS..211...21E
MACS gJ071755.70+374203.8	109.482086	37.701061	0.548500	5.0E-4	SLS		5.779	2.2148	G	2014ApJS..211...21E
MACS gJ071755.72+374008.1	109.482170	37.668911	0.463000	3.0E-4	SLS		7.056	2.7040	G	2014ApJS..211...21E
MACS gJ071755.85+373348.0	109.482727	37.563320	0.549800	5.0E-4	SLS		12.493	4.7878	G	2014ApJS..211...21E
MACS gJ071755.90+374259.0	109.482918	37.716389	0.401100	5.0E-4	SLS		5.348	2.0496	G	2014ApJS..211...21E
MACS gJ071755.92+374444.6	109.483002	37.745720	0.559200	5.0E-4	SLS		4.843	1.8561	G	2014ApJS..211...21E
MACS gJ071755.97+374139.7	109.483208	37.694359	0.384800	3.0E-4	SLS		6.058	2.3217	G	2014ApJS..211...21E
MACS gJ071756.08+373838.1	109.483665	37.643921	0.461500	0.001	SLS		8.265	3.1675	G	2014ApJS..211...21E
MACS gJ071756.12+374204.1	109.483833	37.701141	0.551300	3.0E-4	SLS		5.845	2.2400	G	2014ApJS..211...21E
MACS gJ071756.26+374024.6	109.484413	37.673500	0.543600	5.0E-4	SLS		6.930	2.6557	G	2014ApJS..211...21E
WISEA J071756.43+373558.5	109.485123	37.599640	0.718200	3.0E-4	SLS		10.567	4.0494	G	2014ApJS..211...21E
MACS gJ071756.50+374201.8	109.485420	37.700500	0.550800	3.0E-4	SLS		5.929	2.2722	G	2014ApJS..211...21E
WISEA J071756.61+373350.1	109.485909	37.564049	0.555300	3.0E-4	SLS		12.512	4.7950	G	2014ApJS..211...21E
MACS gJ071756.67+374239.2	109.486122	37.710892	0.549600	3.0E-4	SLS		5.635	2.1594	G	2014ApJS..211...21E
MACS gJ071756.74+373717.1	109.486404	37.621429	0.549500	5.0E-4	SLS		9.460	3.6255	G	2014ApJS..211...21E
MACS gJ071756.82+374306.4	109.486748	37.718441	0.379700	3.0E-4	SLS		5.461	2.0927	G	2014ApJS..211...21E
MACS gJ071756.83+374116.6	109.486801	37.687931	0.550800	0.001	SLS		6.431	2.4646	G	2014ApJS..211...21E
MACS gJ071756.89+373602.1	109.487045	37.600578	0.548200	3.0E-4	SLS		10.560	4.0468	G	2014ApJS..211...21E
MACS gJ071756.91+374118.2	109.487122	37.688389	0.550100	3.0E-4	SLS		6.426	2.4625	G	2014ApJS..211...21E
MACS gJ071757.03+373321.8	109.487625	37.556061	0.662900	5.0E-4	SLS		12.985	4.9762	G	2014ApJS..211...21E
MACS gJ071757.09+374000.9	109.487877	37.666920	0.551300	5.0E-4	SLS		7.328	2.8083	G	2014ApJS..211...21E
MACS gJ071757.13+374333.6	109.488045	37.726002	0.536200	5.0E-4	SLS		5.350	2.0502	G	2014ApJS..211...21E
WISEA J071757.32+373827.2	109.488670	37.641171	0.540600	3.0E-4	SLS		8.539	3.2723	G	2014ApJS..211...21E
MACS gJ071757.29+373216.1	109.488693	37.537819	0.541400	3.0E-4	SLS		14.019	5.3725	G	2014ApJS..211...21E
MACS gJ071757.29+373305.4	109.488708	37.551498	0.529300	5.0E-4	SLS		13.258	5.0807	G	2014ApJS..211...21E
WISEA J071757.32+373956.7	109.488998	37.665329	0.460600	3.0E-4	SLS		7.434	2.8489	G	2014ApJS..211...21E
WISEA J071757.78+373351.8	109.490669	37.564388	0.551300	3.0E-4	SLS		12.585	4.8228	G	2014ApJS..211...21E
MACS gJ071757.78+373220.1	109.490753	37.538921	0.543200	3.0E-4	SLS		13.993	5.3626	G	2014ApJS..211...21E
WISEA J071757.80+373536.5	109.490906	37.593441	0.547900	5.0E-4	SLS		11.024	4.2247	G	2014ApJS..211...21E
MACS gJ071757.91+374112.3	109.491295	37.686749	0.543400	5.0E-4	SLS		6.642	2.5454	G	2014ApJS..211...21E
MACS gJ071758.05+373608.4	109.491875	37.602329	0.547100	3.0E-4	SLS		10.579	4.0542	G	2014ApJS..211...21E
MACS gJ071758.21+373708.7	109.492561	37.619080	0.552200	5.0E-4	SLS		9.735	3.7309	G	2014ApJS..211...21E
MACS gJ071758.26+374837.3	109.492752	37.810360	0.364800	3.0E-4	SLS		6.210	2.3797	G	2014ApJS..211...21E
WISEA J071758.46+374104.6	109.493423	37.684509	0.558800	3.0E-4	SLS		6.805	2.6078	G	2014ApJS..211...21E
MACS gJ071758.53+374043.6	109.493874	37.678780	0.549100	3.0E-4	SLS		7.042	2.6985	G	2014ApJS..211...21E
WISEA J071758.59+373346.2	109.494019	37.562740	0.553400	5.0E-4	SLS		12.741	4.8826	G	2014ApJS..211...21E
MACS gJ071758.57+373826.3	109.494041	37.640640	0.546100	5.0E-4	SLS		8.718	3.3410	G	2014ApJS..211...21E
WISEA J071758.62+373558.6	109.494080	37.599468	0.546400	3.0E-4	SLS		10.780	4.1312	G	2014ApJS..211...21E
WISEA J071758.73+374909.2	109.494873	37.819420	0.641400	3.0E-4	SLS		6.595	2.5274	G	2014ApJS..211...21E
MACS gJ071759.14+374613.9	109.496414	37.770531	0.312300	5.0E-4	SLS		5.516	2.1140	G	2014ApJS..211...21E
WISEA J071759.19+373725.9	109.496582	37.623779	0.690300	0.001	SLS		9.607	3.6815	G	2014ApJS..211...21E
WISEA J071759.20+373755.0	109.496750	37.631889	0.546300	3.0E-4	SLS		9.215	3.5314	G	2014ApJS..211...21E
MACS gJ071759.23+374017.5	109.496788	37.671532	0.496200	3.0E-4	SLS		7.435	2.8492	G	2014ApJS..211...21E
MACS gJ071759.35+374504.2	109.497292	37.751171	0.389200	3.0E-4	SLS		5.491	2.1044	G	2014ApJS..211...21E
MACS gJ071759.40+373418.0	109.497498	37.571671	0.505500	3.0E-4	SLS		12.329	4.7248	G	2014ApJS..211...21E
MACS gJ071759.43+373406.2	109.497627	37.568390	0.547500	5.0E-4	SLS		12.508	4.7934	G	2014ApJS..211...21E
MACS gJ071759.44+373930.9	109.497665	37.658581	0.579400	3.0E-4	SLS		8.011	3.0700	G	2014ApJS..211...21E
MACS gJ071759.49+375117.6	109.497871	37.854889	0.589000	3.0E-4	SLS		8.116	3.1101	G	2014ApJS..211...21E
WISEA J071759.51+373204.6	109.497948	37.534470	1.416300	0.001	SLS		14.370	5.5069	G	2014ApJS..211...21E
WISEA J071759.53+374712.6	109.498085	37.787079	0.722400	3.0E-4	SLS		5.836	2.2366	G	2014ApJS..211...21E
MACS gJ071759.55+373710.5	109.498123	37.619579	0.551800	3.0E-4	SLS		9.856	3.7771	G	2014ApJS..211...21E
MACS gJ071759.55+374052.8	109.498123	37.681332	0.461400	3.0E-4	SLS		7.098	2.7202	G	2014ApJS..211...21E
MACS gJ071759.63+373952.9	109.498459	37.664700	0.462900	3.0E-4	SLS		7.775	2.9796	G	2014ApJS..211...21E
WISEA J071759.82+374314.1	109.499336	37.720612	0.461000	3.0E-4	SLS		5.964	2.2855	G	2014ApJS..211...21E
MACS gJ071759.87+373241.0	109.499458	37.544720	0.388400	5.0E-4	SLS		13.833	5.3011	G	2014ApJS..211...21E
MACS gJ071759.92+373444.4	109.499672	37.578999	0.543600	3.0E-4	SLS		11.985	4.5929	G	2014ApJS..211...21E
MACS gJ071759.95+375213.0	109.499794	37.870281	0.390100	3.0E-4	SLS		8.873	3.4004	G	2014ApJS..211...21E
MACS gJ071800.07+374647.3	109.500290	37.779800	0.540800	5.0E-4	SLS		5.811	2.2270	G	2014ApJS..211...21E
WISEA J071800.16+374341.8	109.500748	37.728199	0.461300	3.0E-4	SLS		5.884	2.2547	G	2014ApJS..211...21E
WISEA J071800.23+373611.1	109.500832	37.602970	0.385000	3.0E-4	SLS		10.763	4.1247	G	2014ApJS..211...21E
MACS gJ071800.28+373818.3	109.501152	37.638420	0.526400	5.0E-4	SLS		9.032	3.4613	G	2014ApJS..211...21E
MACS gJ071800.65+373930.7	109.502708	37.658531	0.577200	3.0E-4	SLS		8.179	3.1346	G	2014ApJS..211...21E
MACS gJ071800.67+373551.2	109.502792	37.597561	0.388300	3.0E-4	SLS		11.088	4.2494	G	2014ApJS..211...21E
WISEA J071800.72+374300.4	109.503044	37.716801	0.409100	3.0E-4	SLS		6.211	2.3802	G	2014ApJS..211...21E
MACS gJ071800.76+375036.5	109.503166	37.843472	0.593000	3.0E-4	SLS		7.810	2.9931	G	2014ApJS..211...21E
MACS gJ071800.85+375110.2	109.503540	37.852829	0.588500	3.0E-4	SLS		8.212	3.1471	G	2014ApJS..211...21E
MACS gJ071800.92+374858.8	109.503830	37.816330	0.852700	0.001	SLS		6.845	2.6231	G	2014ApJS..211...21E
WISEA J071800.93+374102.1	109.503899	37.683750	0.550000	5.0E-4	SLS		7.226	2.7692	G	2014ApJS..211...21E
MACS gJ071800.95+373834.4	109.503960	37.642891	0.496900	3.0E-4	SLS		8.911	3.4149	G	2014ApJS..211...21E
MACS gJ071800.98+373845.0	109.504089	37.645840	0.228900	3.0E-4	SLS		8.781	3.3653	G	2014ApJS..211...21E
WISEA J071801.06+374348.9	109.504333	37.730339	0.546600	3.0E-4	SLS		6.013	2.3045	G	2014ApJS..211...21E
MACS gJ071801.36+373704.5	109.505669	37.617920	0.542600	3.0E-4	SLS		10.142	3.8868	G	2014ApJS..211...21E
MACS gJ071801.38+373823.8	109.505753	37.639950	0.525800	3.0E-4	SLS		9.100	3.4875	G	2014ApJS..211...21E
WISEA J071801.41+374934.7	109.505875	37.826469	0.513400	3.0E-4	SLS		7.265	2.7842	G	2014ApJS..211...21E
MACS gJ071801.51+374903.4	109.506302	37.817612	1.017200	0.001	SLS		6.985	2.6768	G	2014ApJS..211...21E
WISEA J071801.72+374253.9	109.507545	37.715191	0.399100	3.0E-4	SLS		6.445	2.4700	G	2014ApJS..211...21E
MACS gJ071801.96+373827.4	109.508163	37.640949	0.542000	3.0E-4	SLS		9.130	3.4987	G	2014ApJS..211...21E
MACS gJ071802.12+373742.7	109.508835	37.628529	0.542500	5.0E-4	SLS		9.723	3.7263	G	2014ApJS..211...21E
MACS gJ071802.12+374716.3	109.508827	37.787861	2.041200	0.001	SLS		6.334	2.4276	G	2014ApJS..211...21E
WISEA J071802.12+373814.6	109.509087	37.637581	0.548100	3.0E-4	SLS		9.311	3.5684	G	2014ApJS..211...21E
MACS gJ071802.18+374038.1	109.509087	37.677250	0.551300	0.001	SLS		7.658	2.9349	G	2014ApJS..211...21E
MACS gJ071802.22+373136.5	109.509247	37.526810	0.387500	3.0E-4	SLS		15.004	5.7499	G	2014ApJS..211...21E
MACS gJ071802.33+374218.7	109.509705	37.705189	0.543700	3.0E-4	SLS		6.786	2.6006	G	2014ApJS..211...21E
MACS gJ071802.40+373642.9	109.510002	37.611919	0.387300	5.0E-4	SLS		10.555	4.0450	G	2014ApJS..211...21E
MACS gJ071802.50+373756.8	109.510414	37.632450	0.555200	3.0E-4	SLS		9.588	3.6743	G	2014ApJS..211...21E
MACS gJ071802.54+373800.8	109.510582	37.633560	1.441100	0.001	SLS		9.542	3.6566	G	2014ApJS..211...21E
WISEA J071802.92+373508.2	109.512032	37.585602	0.555000	5.0E-4	SLS		11.930	4.5718	G	2014ApJS..211...21E
WISEA J071803.00+374113.2	109.512581	37.687099	0.689300	3.0E-4	SLS		7.448	2.8543	G	2014ApJS..211...21E
