ID	RAdeg	DEdeg	z	qflag	zref	Rmag_Kron
CLASHVLTJ224901.84-444230.6	342.257650	-44.708494	0.68960	2	1	21.44
CLASHVLTJ224752.56-443729.3	341.968999	-44.624799	0.85920	2	1	21.85
CLASHVLTJ224813.44-444232.9	342.056011	-44.709144	2.82850	9	1	24.17
CLASHVLTJ224802.62-443352.0	342.010934	-44.564432	0.44940	3	1	20.90
CLASHVLTJ224925.18-442302.5	342.354923	-44.384039	0.82489	3	1	22.81
CLASHVLTJ224859.88-442632.2	342.249501	-44.442276	0.56951	9	1	23.63
CLASHVLTJ224858.64-443244.5	342.244333	-44.545685	0.34360	3	1	22.45
CLASHVLTJ224943.65-442658.6	342.431882	-44.449620	0.57050	2	1	21.64
CLASHVLTJ224932.65-443307.0	342.386028	-44.551946	0.00000	2	1	23.71
CLASHVLTJ224909.64-444133.0	342.290151	-44.692490	0.47450	3	1	22.82
CLASHVLTJ224842.07-443824.6	342.175291	-44.640162	0.47500	3	1	21.99
CLASHVLTJ224853.70-444050.2	342.223758	-44.680617	0.45750	3	1	21.56
CLASHVLTJ224750.92-442227.5	341.962168	-44.374306	0.00000	2	1	21.92
CLASHVLTJ224905.62-442708.0	342.273435	-44.452236	0.08230	3	1	17.93
CLASHVLTJ224847.51-443140.1	342.197944	-44.527816	0.33400	2	4	24.43
CLASHVLTJ224736.55-444030.2	341.902287	-44.675057	0.34350	3	1	21.75
CLASHVLTJ224911.65-444053.2	342.298537	-44.681445	0.17240	2	1	22.56
CLASHVLTJ224941.58-444048.2	342.423256	-44.680060	0.29835	3	1	19.47
CLASHVLTJ224842.21-443059.4	342.175884	-44.516498	1.42160	2	1	22.91
CLASHVLTJ224925.92-442253.5	342.357990	-44.381518	0.25390	3	1	23.38
CLASHVLTJ224844.22-442110.3	342.184266	-44.352859	0.61530	9	1	24.71
CLASHVLTJ224747.51-443035.6	341.947949	-44.509891	0.57041	3	1	24.01
CLASHVLTJ224856.31-444105.5	342.234616	-44.684868	0.34630	3	1	20.70
CLASHVLTJ224852.11-443146.6	342.217124	-44.529600	2.64100	9	1	23.69
CLASHVLTJ224940.42-442054.6	342.418422	-44.348506	0.34450	3	1	23.06
CLASHVLTJ224835.52-443827.7	342.147987	-44.641027	0.21930	2	1	22.92
CLASHVLTJ224957.24-444100.0	342.488486	-44.683335	0.25840	3	1	22.32
CLASHVLTJ224911.32-442558.8	342.297157	-44.433004	0.25800	3	1	23.25
CLASHVLTJ224931.46-443934.9	342.381094	-44.659692	0.13853	3	1	21.17
CLASHVLTJ224845.40-443146.4	342.189161	-44.529542	0.34720	3	4	20.77
CLASHVLTJ224757.95-443253.4	341.991438	-44.548179	0.51754	3	1	23.04
CLASHVLTJ224755.81-442305.0	341.982530	-44.384710	0.16390	3	1	23.18
CLASHVLTJ224807.05-443340.3	342.029384	-44.561198	0.39320	3	1	21.74
CLASHVLTJ224757.33-443811.1	341.988890	-44.636426	0.15930	3	1	23.68
CLASHVLTJ224746.38-443127.5	341.943252	-44.524294	0.34680	3	1	21.24
CLASHVLTJ224752.19-443750.3	341.967450	-44.630646	0.34360	3	1	21.63
CLASHVLTJ224808.23-444111.8	342.034293	-44.686604	0.67336	9	1	23.94
CLASHVLTJ224844.84-443202.0	342.186848	-44.533898	0.34500	2	4	22.61
CLASHVLTJ224827.51-443925.7	342.114638	-44.657133	0.49670	9	1	24.02
CLASHVLTJ224856.07-443451.5	342.233611	-44.580966	0.60940	3	1	22.00
CLASHVLTJ224956.77-444023.6	342.486546	-44.673217	0.00000	2	1	22.78
CLASHVLTJ224935.75-442446.7	342.398939	-44.412964	0.34273	3	1	22.89
CLASHVLTJ224855.53-443229.1	342.231371	-44.541426	0.43800	3	1	21.91
CLASHVLTJ224754.46-443027.8	341.976925	-44.507720	0.47180	2	1	22.48
CLASHVLTJ224812.30-442748.4	342.051265	-44.463444	0.56560	3	1	22.27
CLASHVLTJ224832.63-443638.3	342.135977	-44.610634	0.49585	3	1	23.47
CLASHVLTJ224739.88-442817.8	341.916169	-44.471607	0.48360	3	1	22.09
CLASHVLTJ224813.10-443521.5	342.054563	-44.589308	0.47236	3	1	22.08
CLASHVLTJ224815.38-443344.6	342.064076	-44.562395	0.65000	3	1	22.04
CLASHVLTJ224836.34-442303.0	342.151399	-44.384162	0.65700	2	1	23.68
CLASHVLTJ224951.92-442127.9	342.466321	-44.357737	3.42339	3	1	23.90
CLASHVLTJ224758.85-443054.1	341.995227	-44.515033	0.25297	3	1	20.15
CLASHVLTJ224937.31-443420.1	342.405453	-44.572251	0.21389	3	1	22.05
CLASHVLTJ224937.75-444117.4	342.407275	-44.688179	0.21350	3	1	22.28
CLASHVLTJ224955.01-443120.1	342.479222	-44.522244	0.05260	3	1	20.50
CLASHVLTJ224747.84-443150.3	341.949331	-44.530644	0.35980	9	1	23.68
CLASHVLTJ224853.00-443139.9	342.220850	-44.527751	0.00000	3	1	22.34
CLASHVLTJ224910.96-443240.1	342.295651	-44.544462	0.34150	3	1	20.77
CLASHVLTJ224933.55-444313.4	342.389810	-44.720400	0.36200	3	1	22.46
CLASHVLTJ224937.52-442344.3	342.406352	-44.395651	0.34200	3	1	20.23
CLASHVLTJ224923.47-443013.9	342.347808	-44.503871	0.00000	2	1	23.18
CLASHVLTJ224913.34-443938.0	342.305576	-44.660553	0.23830	3	1	21.68
CLASHVLTJ224759.19-443021.4	341.996623	-44.505952	0.34460	3	1	22.08
CLASHVLTJ224847.05-442522.6	342.196028	-44.422957	0.41159	3	1	24.05
CLASHVLTJ224927.68-443222.0	342.365351	-44.539448	0.20880	3	1	21.61
CLASHVLTJ224837.26-442721.9	342.155241	-44.456087	0.96971	9	1	24.11
CLASHVLTJ224902.21-444125.5	342.259190	-44.690419	0.33073	3	1	21.88
CLASHVLTJ224847.03-443837.5	342.195948	-44.643741	0.34603	3	1	23.02
CLASHVLTJ224900.21-443214.7	342.250889	-44.537416	0.33980	3	1	22.44
CLASHVLTJ224917.11-442815.2	342.321281	-44.470894	0.34650	3	1	22.73
CLASHVLTJ224835.28-442819.3	342.147005	-44.472023	0.23748	3	1	22.06
CLASHVLTJ224839.80-442128.5	342.165837	-44.357909	0.27560	3	1	24.45
CLASHVLTJ224834.38-442108.3	342.143251	-44.352313	0.37071	3	1	22.92
CLASHVLTJ224844.86-443207.3	342.186928	-44.535367	0.33830	3	4	21.66
CLASHVLTJ224753.58-442954.8	341.973267	-44.498549	0.27256	2	1	23.45
CLASHVLTJ224841.56-442907.3	342.173169	-44.485372	0.35380	2	1	23.22
CLASHVLTJ224935.31-444024.3	342.397118	-44.673407	0.52650	9	1	24.22
CLASHVLTJ224806.44-443952.4	342.026818	-44.664546	0.45790	3	1	21.69
CLASHVLTJ224738.55-444008.9	341.910625	-44.669133	0.33263	3	1	21.05
CLASHVLTJ224929.37-442353.7	342.372391	-44.398238	0.29605	3	1	23.54
CLASHVLTJ224848.36-442920.2	342.201482	-44.488946	0.96262	2	1	22.70
CLASHVLTJ224804.56-443656.8	342.018992	-44.615775	0.60590	9	1	23.62
CLASHVLTJ224939.72-443159.5	342.415499	-44.533200	0.73830	2	1	22.66
CLASHVLTJ224844.34-443332.8	342.184749	-44.559116	1.70880	2	1	23.29
CLASHVLTJ224827.53-443918.2	342.114689	-44.655048	0.21500	3	1	21.25
CLASHVLTJ224800.44-444002.1	342.001841	-44.667255	0.34710	3	1	19.98
CLASHVLTJ224953.73-443134.5	342.473890	-44.526261	0.56630	3	1	22.12
CLASHVLTJ224908.25-443708.9	342.284359	-44.619144	0.34880	3	1	23.27
CLASHVLTJ224757.62-442124.5	341.990094	-44.356802	0.21309	3	1	23.13
CLASHVLTJ224912.79-442419.8	342.303293	-44.405499	0.34990	3	1	21.74
CLASHVLTJ224756.66-442114.5	341.986064	-44.354036	0.16570	3	1	23.11
CLASHVLTJ224955.60-443137.2	342.481663	-44.527009	0.00000	3	1	23.05
CLASHVLTJ224911.96-444144.5	342.299837	-44.695693	0.41700	3	1	21.70
CLASHVLTJ224841.01-443024.5	342.170862	-44.506796	0.36460	2	1	23.53
CLASHVLTJ224838.34-443124.7	342.159740	-44.523526	0.34900	2	5	21.23
CLASHVLTJ224757.85-442222.8	341.991024	-44.372991	0.24730	3	1	23.08
CLASHVLTJ224844.60-442452.7	342.185822	-44.414651	0.27596	3	1	23.84
CLASHVLTJ224845.23-443103.9	342.188449	-44.517749	0.34290	3	4	23.29
CLASHVLTJ224826.67-442952.5	342.111110	-44.497909	0.45340	3	1	22.06
CLASHVLTJ224752.65-443838.4	341.969357	-44.643995	0.34490	3	1	21.11
CLASHVLTJ224824.50-443708.9	342.102076	-44.619139	0.45890	3	1	20.40
CLASHVLTJ224935.37-444037.1	342.397355	-44.676977	0.41820	3	1	21.13
CLASHVLTJ224748.03-443120.8	341.950110	-44.522447	0.26996	3	1	21.50
CLASHVLTJ224858.93-443245.2	342.245544	-44.545879	0.78310	3	1	23.98
CLASHVLTJ224801.87-443950.8	342.007772	-44.664124	0.33230	3	1	23.31
CLASHVLTJ224924.68-443705.0	342.352816	-44.618052	0.33540	3	1	22.87
CLASHVLTJ224854.95-442058.9	342.228953	-44.349686	0.33670	3	1	22.41
CLASHVLTJ224846.31-442409.1	342.192945	-44.402515	0.35152	3	1	21.67
CLASHVLTJ224941.25-443314.6	342.421891	-44.554060	0.27430	3	1	21.92
CLASHVLTJ224845.65-443059.5	342.190203	-44.516517	0.34300	3	4	25.26
CLASHVLTJ224826.80-444112.1	342.111666	-44.686694	0.34443	3	1	23.64
CLASHVLTJ224836.84-443334.7	342.153504	-44.559633	0.34850	3	1	21.76
CLASHVLTJ224958.82-444256.6	342.495100	-44.715718	0.47180	3	1	21.48
CLASHVLTJ224849.16-443644.8	342.204837	-44.612439	0.35130	2	1	22.38
CLASHVLTJ224915.05-442308.7	342.312706	-44.385748	0.59300	3	1	21.89
CLASHVLTJ224854.71-443206.9	342.227951	-44.535237	0.34580	3	1	20.07
CLASHVLTJ224814.01-443517.9	342.058382	-44.588308	0.35520	3	1	20.83
CLASHVLTJ224836.78-443807.9	342.153252	-44.635525	0.76180	3	1	22.93
CLASHVLTJ224844.92-442742.8	342.187179	-44.461901	0.47616	3	1	20.93
CLASHVLTJ224902.48-444302.5	342.260323	-44.717368	0.08940	3	1	21.36
CLASHVLTJ224919.82-442542.8	342.332575	-44.428549	0.33953	3	1	24.30
CLASHVLTJ224849.39-443254.2	342.205807	-44.548385	1.27050	2	5	24.02
CLASHVLTJ224900.86-444113.5	342.253588	-44.687076	0.47286	3	1	22.73
CLASHVLTJ224845.77-443006.3	342.190714	-44.501737	0.34570	3	1	21.19
CLASHVLTJ224739.73-443313.3	341.915543	-44.553707	0.69620	2	1	23.12
CLASHVLTJ224752.22-443609.1	341.967569	-44.602525	0.19040	3	1	19.09
CLASHVLTJ224918.86-442303.8	342.328591	-44.384377	0.00000	2	1	23.27
CLASHVLTJ224831.13-443924.2	342.129693	-44.656735	0.25767	3	1	22.68
CLASHVLTJ224848.04-443138.0	342.200181	-44.527222	0.34350	3	4	22.81
CLASHVLTJ224928.72-442325.4	342.369666	-44.390399	0.34760	3	1	19.73
CLASHVLTJ224844.70-443245.7	342.186230	-44.546037	0.00000	2	5	22.79
CLASHVLTJ224756.22-442345.8	341.984240	-44.396048	0.34773	3	1	23.40
CLASHVLTJ224830.17-442813.7	342.125706	-44.470474	0.70190	3	1	23.45
CLASHVLTJ224902.26-444053.5	342.259402	-44.681529	0.42509	3	1	20.35
CLASHVLTJ224951.55-443454.6	342.464803	-44.581834	0.25950	3	1	19.58
CLASHVLTJ224844.18-443137.0	342.184067	-44.526939	0.35030	3	4	21.05
CLASHVLTJ224849.43-442326.7	342.205954	-44.390750	2.46930	2	1	23.45
CLASHVLTJ224809.21-444235.9	342.038367	-44.709962	0.68975	3	1	23.90
CLASHVLTJ224932.77-442044.9	342.386544	-44.345819	0.38930	2	1	24.06
CLASHVLTJ224851.39-443406.4	342.214128	-44.568447	0.35370	3	1	20.95
CLASHVLTJ224741.25-442524.8	341.921878	-44.423548	0.44288	2	1	23.54
CLASHVLTJ224841.87-443144.4	342.174479	-44.528995	0.34570	3	4	22.50
CLASHVLTJ224835.61-443110.7	342.148390	-44.519633	0.61200	3	1	23.16
CLASHVLTJ224933.85-443137.7	342.391044	-44.527149	0.32034	3	1	24.13
CLASHVLTJ224903.42-444253.0	342.264233	-44.714709	0.29910	3	1	22.95
CLASHVLTJ224830.94-443420.9	342.128918	-44.572477	0.34293	3	1	21.92
CLASHVLTJ224944.81-443348.8	342.436709	-44.563564	0.63480	9	1	24.47
CLASHVLTJ224959.89-443226.0	342.499551	-44.540543	0.34290	3	1	20.34
CLASHVLTJ224840.20-443334.8	342.167481	-44.559680	0.34813	3	1	22.83
CLASHVLTJ224932.09-442401.6	342.383720	-44.400456	0.34570	3	1	23.01
CLASHVLTJ224957.62-444131.4	342.490064	-44.692046	0.25770	3	1	19.07
CLASHVLTJ224916.29-442517.1	342.317879	-44.421426	0.35952	3	1	24.17
CLASHVLTJ224808.12-442611.8	342.033814	-44.436614	0.34443	3	1	21.75
CLASHVLTJ224856.85-442906.7	342.236892	-44.485189	0.33860	3	1	20.29
CLASHVLTJ224842.10-442935.6	342.175418	-44.493235	0.35110	3	1	21.88
CLASHVLTJ224750.28-443836.7	341.959519	-44.643524	0.42080	2	1	22.57
CLASHVLTJ224931.75-443050.4	342.382277	-44.514009	0.15270	3	1	20.43
CLASHVLTJ224755.54-442330.1	341.981411	-44.391696	0.35320	3	1	19.60
CLASHVLTJ224853.93-443700.2	342.224689	-44.616733	0.72380	2	1	22.93
CLASHVLTJ224740.68-442129.9	341.919519	-44.358299	0.29650	3	1	21.95
CLASHVLTJ224913.69-443824.6	342.307021	-44.640177	0.21420	3	1	22.40
CLASHVLTJ224824.63-443848.2	342.102623	-44.646730	0.62220	3	1	21.12
CLASHVLTJ224845.37-443128.9	342.189022	-44.524694	0.33820	3	4	22.28
CLASHVLTJ224852.67-442333.9	342.219451	-44.392739	0.56800	3	1	22.13
CLASHVLTJ224948.92-443510.4	342.453850	-44.586228	0.23400	3	1	22.07
CLASHVLTJ224810.05-444218.8	342.041887	-44.705233	0.49530	3	1	22.67
CLASHVLTJ224815.57-442650.8	342.064878	-44.447453	0.47306	2	1	23.01
CLASHVLTJ224827.49-442244.7	342.114539	-44.379079	0.20140	3	1	23.32
CLASHVLTJ224814.65-443247.2	342.061061	-44.546441	0.34300	3	1	22.68
CLASHVLTJ224843.93-443159.1	342.183059	-44.533072	0.34980	3	4	22.29
CLASHVLTJ224938.62-444118.3	342.410926	-44.688409	2.49950	3	1	23.11
CLASHVLTJ224824.92-443724.7	342.103829	-44.623540	0.19020	3	1	20.57
CLASHVLTJ224908.97-442902.3	342.287380	-44.483970	0.56770	2	1	22.47
CLASHVLTJ224853.74-442547.0	342.223930	-44.429717	1.74942	3	1	20.77
CLASHVLTJ224835.62-442655.5	342.148431	-44.448747	0.57000	3	1	20.78
CLASHVLTJ224937.32-444055.3	342.405486	-44.682025	0.21890	3	1	23.28
CLASHVLTJ224813.16-444018.8	342.054843	-44.671895	0.43890	3	1	21.61
CLASHVLTJ224811.93-444145.8	342.049708	-44.696066	0.46530	2	1	22.66
CLASHVLTJ224916.41-442914.8	342.318389	-44.487442	0.56700	3	1	22.55
CLASHVLTJ224855.88-442606.5	342.232821	-44.435133	0.33453	3	1	22.77
CLASHVLTJ224930.04-442743.1	342.375174	-44.461984	0.14720	3	1	22.43
CLASHVLTJ224854.86-444257.3	342.228602	-44.715907	0.57180	3	1	22.62
CLASHVLTJ224932.80-442343.8	342.386647	-44.395494	0.34140	3	1	23.34
CLASHVLTJ224840.02-442944.4	342.166754	-44.495661	0.34680	3	1	22.63
CLASHVLTJ224944.46-442455.9	342.435241	-44.415536	0.29880	3	1	21.63
CLASHVLTJ224811.96-444150.9	342.049837	-44.697474	0.20040	3	1	20.09
CLASHVLTJ224734.70-443331.7	341.894595	-44.558806	0.39310	3	1	22.00
CLASHVLTJ224916.60-443128.9	342.319179	-44.524701	0.14680	2	1	21.66
CLASHVLTJ224842.07-443710.6	342.175295	-44.619612	0.34660	2	1	24.67
CLASHVLTJ224947.59-443306.9	342.448290	-44.551929	0.56980	3	1	23.22
CLASHVLTJ224924.70-443021.4	342.352921	-44.505933	0.36910	2	1	23.58
CLASHVLTJ224959.70-443344.8	342.498767	-44.562440	0.67010	3	1	23.41
CLASHVLTJ224745.38-443359.3	341.939088	-44.566476	0.61290	3	1	21.38
CLASHVLTJ224827.48-443307.5	342.114506	-44.552083	0.33960	3	1	21.80
CLASHVLTJ224901.87-442520.6	342.257803	-44.422389	0.34450	2	1	23.56
CLASHVLTJ224903.76-443058.5	342.265652	-44.516263	0.45370	3	1	22.43
CLASHVLTJ224810.43-442732.6	342.043442	-44.459053	0.72624	2	1	22.59
CLASHVLTJ224840.95-443406.8	342.170630	-44.568557	0.34890	3	1	20.32
CLASHVLTJ224840.33-443303.9	342.168051	-44.551085	0.34990	3	1	22.14
CLASHVLTJ224839.62-442906.2	342.165068	-44.485057	0.37981	3	1	23.38
CLASHVLTJ224925.72-442853.9	342.357157	-44.481637	0.20830	3	1	22.82
CLASHVLTJ224754.82-442956.4	341.978426	-44.498992	0.34620	3	1	21.84
CLASHVLTJ224935.86-442828.1	342.399424	-44.474485	1.88030	2	1	22.82
CLASHVLTJ224829.09-443030.7	342.121190	-44.508538	0.76250	3	1	23.12
CLASHVLTJ224844.33-443850.1	342.184719	-44.647251	0.47760	3	1	22.46
CLASHVLTJ224850.99-443751.9	342.212446	-44.631096	0.42790	3	1	18.16
CLASHVLTJ224903.30-444114.6	342.263770	-44.687378	0.24140	3	1	20.98
CLASHVLTJ224937.62-443154.6	342.406768	-44.531847	0.41000	3	1	22.55
CLASHVLTJ224955.44-443439.7	342.480991	-44.577697	0.23410	3	1	22.65
CLASHVLTJ224808.01-442737.0	342.033385	-44.460278	0.21300	3	1	21.15
CLASHVLTJ224813.12-444055.7	342.054667	-44.682146	0.33230	3	1	23.23
CLASHVLTJ224845.60-443126.9	342.190005	-44.524130	0.35230	3	4	23.03
CLASHVLTJ224852.68-442654.4	342.219512	-44.448450	0.39170	3	1	20.23
CLASHVLTJ224922.40-443816.2	342.343327	-44.637841	0.21150	3	1	23.24
CLASHVLTJ224806.84-443212.7	342.028506	-44.536867	0.12140	3	1	20.80
CLASHVLTJ224850.34-443000.5	342.209742	-44.500149	0.35770	3	1	21.88
CLASHVLTJ224845.03-443036.7	342.187638	-44.510202	0.33890	2	1	23.82
CLASHVLTJ224844.24-442805.4	342.184314	-44.468163	0.11580	2	1	22.53
CLASHVLTJ224941.12-444216.2	342.421345	-44.704510	0.50200	2	1	23.16
CLASHVLTJ224801.24-443718.1	342.005176	-44.621683	0.20120	3	1	18.42
CLASHVLTJ224918.20-442250.9	342.325835	-44.380806	1.05460	3	1	22.84
CLASHVLTJ224944.03-444107.3	342.433445	-44.685367	0.41770	3	1	20.58
CLASHVLTJ224737.88-443633.4	341.907840	-44.609270	0.23310	3	1	22.75
CLASHVLTJ224830.20-443654.1	342.125819	-44.615025	0.35180	3	1	20.50
CLASHVLTJ224837.81-443952.3	342.157560	-44.664529	0.61350	3	1	22.61
CLASHVLTJ224844.44-443936.3	342.185177	-44.660075	0.27476	3	1	23.31
CLASHVLTJ224942.37-444303.1	342.426526	-44.717537	0.29555	3	1	21.18
CLASHVLTJ224805.67-442100.3	342.023636	-44.350083	0.20300	3	1	19.54
CLASHVLTJ224905.79-443107.9	342.274143	-44.518874	0.34100	2	1	22.90
CLASHVLTJ224739.65-443102.2	341.915224	-44.517289	0.35140	3	1	23.03
CLASHVLTJ224854.44-443905.3	342.226844	-44.651485	2.70820	9	1	23.23
CLASHVLTJ224900.77-443413.5	342.253228	-44.570405	1.54000	2	1	23.45
CLASHVLTJ224943.66-443458.0	342.431930	-44.582765	0.38900	2	1	24.02
CLASHVLTJ224842.42-443704.9	342.176743	-44.618032	0.60900	3	1	22.07
CLASHVLTJ224842.97-443158.0	342.179039	-44.532772	0.34850	3	4	20.70
CLASHVLTJ224921.98-443041.3	342.341579	-44.511476	0.14980	3	1	22.02
CLASHVLTJ224858.53-444238.6	342.243891	-44.710735	0.34690	3	1	24.02
CLASHVLTJ224844.74-443116.1	342.186421	-44.521150	1.22790	3	4	23.29
CLASHVLTJ224837.50-443810.8	342.156236	-44.636324	0.35040	3	1	22.35
CLASHVLTJ224847.59-443044.5	342.198273	-44.512350	0.00000	2	5	21.45
CLASHVLTJ224911.92-443844.2	342.299653	-44.645618	0.00000	2	1	21.57
CLASHVLTJ224759.20-442419.6	341.996656	-44.405454	0.10740	2	1	22.16
CLASHVLTJ224945.39-442440.7	342.439145	-44.411306	0.20280	3	1	20.98
CLASHVLTJ224944.50-443228.9	342.435424	-44.541363	0.77010	3	1	20.79
CLASHVLTJ224829.63-442859.2	342.123477	-44.483114	0.14760	3	1	21.59
CLASHVLTJ224806.63-443312.5	342.027623	-44.553465	0.34603	3	1	19.73
CLASHVLTJ224850.99-444115.0	342.212472	-44.687488	0.61350	3	1	21.98
CLASHVLTJ224851.43-443504.6	342.214297	-44.584622	0.34510	3	1	21.52
CLASHVLTJ224738.20-443210.9	341.909158	-44.536367	0.24390	3	1	20.88
CLASHVLTJ224740.19-443318.5	341.917470	-44.555144	0.45637	3	1	23.06
CLASHVLTJ224845.42-443116.3	342.189232	-44.521181	0.26390	3	4	24.05
