recno	MACSg	RAJ2000	DEJ2000	z	e_z	EmLT	Inst	CXO	MACS	Simbad
     782	J071751.99+374511.3	109.466621	+37.753139	 0.5401	 0.0003	A  	D	   	J0717.5+3745	Simbad
     783	J071752.08+374225.5	109.467003	+37.707081	 0.5319	 0.0005	E  	D	   	J0717.5+3745	Simbad
     784	J071752.24+374242.6	109.467667	+37.711830	 0.5501	 0.0005	A  	D	   	J0717.5+3745	Simbad
     785	J071752.34+373602.8	109.468086	+37.600780	 0.4531	 0.0003	E  	D	   	J0717.5+3745	Simbad
     786	J071752.48+373506.0	109.468666	+37.584999	 0.6859	 0.0003	A  	D	   	J0717.5+3745	Simbad
     787	J071752.48+373506.0	109.468666	+37.584999	 0.3886	 0.0003	E  	D	   	J0717.5+3745	Simbad
     788	J071752.57+373551.5	109.469040	+37.597641	 0.2305	 0.0003	A  	D	   	J0717.5+3745	Simbad
     789	J071752.65+374727.2	109.469376	+37.790890	 0.4991	 0.0003	E  	D	   	J0717.5+3745	Simbad
     790	J071752.68+374527.1	109.469498	+37.757530	 0.4937	 0.0003	A  	D	   	J0717.5+3745	Simbad
     791	J071752.83+374528.3	109.470123	+37.757858	 0.5326	 0.0003	A  	D	   	J0717.5+3745	Simbad
     792	J071752.89+375151.3	109.470375	+37.864250	 0.4599	 0.0003	A  	D	   	J0717.5+3745	Simbad
     793	J071752.96+373440.9	109.470665	+37.578030	 0.5448	 0.0003	E  	D	   	J0717.5+3745	Simbad
     794	J071752.99+374340.2	109.470795	+37.727829	 0.5587	 0.0003	E  	D	   	J0717.5+3745	Simbad
     795	J071752.99+374615.2	109.470795	+37.770889	 0.3471	 0.0003	A  	D	   	J0717.5+3745	Simbad
     796	J071753.07+374257.9	109.471123	+37.716080	 0.6659	 0.0003	E  	D	   	J0717.5+3745	Simbad
     797	J071753.18+373457.6	109.471565	+37.582668	 0.3881	 0.0003	A  	D	   	J0717.5+3745	Simbad
     798	J071753.25+373640.5	109.471878	+37.611259	 0.5470	 0.0003	A  	D	   	J0717.5+3745	Simbad
     799	J071753.45+374027.8	109.472710	+37.674389	 0.4603	 0.0003	A  	D	   	J0717.5+3745	Simbad
     800	J071753.48+373153.7	109.472839	+37.531582	 0.5447	 0.0003	A  	D	   	J0717.5+3745	Simbad
     801	J071753.49+374209.1	109.472893	+37.702541	 0.5490	 0.0003	A  	D	   	J0717.5+3745	Simbad
     802	J071753.68+374222.3	109.473663	+37.706200	 0.2876	 0.0003	E  	D	   	J0717.5+3745	Simbad
     803	J071753.68+373545.3	109.473679	+37.595909	 0.5430	 0.0005	A  	D	   	J0717.5+3745	Simbad
     804	J071753.81+374725.8	109.474205	+37.790501	 0.8102	 0.0003	E  	D	   	J0717.5+3745	Simbad
     805	J071753.84+374226.1	109.474335	+37.707249	 0.4025	 0.0003	A  	D	   	J0717.5+3745	Simbad
     806	J071753.87+374230.7	109.474457	+37.708530	 0.5311	 0.0003	E  	D	   	J0717.5+3745	Simbad
     807	J071753.90+374213.2	109.474586	+37.703671	 0.5452	 0.0005	A  	D	   	J0717.5+3745	Simbad
     808	J071753.91+373934.9	109.474625	+37.659691	 0.5439	 0.0005	E  	D	   	J0717.5+3745	Simbad
     809	J071753.97+374639.1	109.474876	+37.777531	 0.5451	 0.0003	E  	D	   	J0717.5+3745	Simbad
     810	J071754.00+374133.0	109.474998	+37.692501	 0.5471	 0.0003	A  	D	   	J0717.5+3745	Simbad
     811	J071754.08+373305.1	109.475334	+37.551418	 0.7407	 0.0003	E  	D	   	J0717.5+3745	Simbad
     812	J071754.12+374433.5	109.475502	+37.742641	 0.5311	 0.0005	A  	D	   	J0717.5+3745	Simbad
     813	J071754.14+374434.6	109.475586	+37.742939	 0.5318	 0.0003	A  	D	   	J0717.5+3745	Simbad
     814	J071754.16+373857.2	109.475670	+37.649220	 0.6901	 0.0003	A  	D	   	J0717.5+3745	Simbad
     815	J071754.17+374029.8	109.475708	+37.674950	 0.4610	 0.0003	A  	D	   	J0717.5+3745	Simbad
     816	J071754.18+373840.2	109.475731	+37.644501	 0.6907	 0.0010	E  	D	   	J0717.5+3745	Simbad
     817	J071754.18+374303.0	109.475754	+37.717499	 0.5440	 0.0003	E  	D	   	J0717.5+3745	Simbad
     818	J071754.25+374923.9	109.476044	+37.823311	 0.5659	 0.0010	E  	D	   	J0717.5+3745	Simbad
     819	J071754.26+374153.4	109.476082	+37.698170	 0.5935	 0.0003	E  	D	   	J0717.5+3745	Simbad
     820	J071754.33+374635.5	109.476372	+37.776531	 0.3502	 0.0005	A  	D	   	J0717.5+3745	Simbad
     821	J071754.33+374116.4	109.476387	+37.687901	 0.5517	 0.0010	A  	D	   	J0717.5+3745	Simbad
     822	J071754.35+373432.6	109.476456	+37.575722	 0.4598	 0.0003	E  	D	   	J0717.5+3745	Simbad
     823	J071754.38+374355.7	109.476585	+37.732140	 0.4941	 0.0003	E  	D	   	J0717.5+3745	Simbad
     824	J071754.45+374254.5	109.476875	+37.715141	 0.5441	 0.0003	E  	D	   	J0717.5+3745	Simbad
     825	J071754.46+373306.0	109.476921	+37.551659	 0.5427	 0.0003	E  	D	   	J0717.5+3745	Simbad
     826	J071754.50+373318.1	109.477081	+37.555031	 0.5448	 0.0003	E  	D	   	J0717.5+3745	Simbad
     827	J071754.52+373634.9	109.477158	+37.609699	 0.2235	 0.0003	E  	D	   	J0717.5+3745	Simbad
     828	J071754.60+374338.1	109.477501	+37.727249	 0.5356	 0.0003	E  	D	   	J0717.5+3745	Simbad
     829	J071754.63+373624.8	109.477615	+37.606899	 0.5518	 0.0005	A  	D	   	J0717.5+3745	Simbad
     830	J071754.65+374432.3	109.477707	+37.742310	 0.4212	 0.0003	E  	D	   	J0717.5+3745	Simbad
     831	J071754.66+374433.6	109.477753	+37.742668	 0.4212	 0.0003	E  	D	XPS	J0717.5+3745	Simbad
     832	J071754.78+374432.0	109.478249	+37.742222	 0.5381	 0.0003	A  	D	XPS	J0717.5+3745	Simbad
     833	J071754.78+374225.3	109.478249	+37.707031	 0.5323	 0.0003	A  	D	XPS	J0717.5+3745	Simbad
     834	J071754.82+374645.0	109.478416	+37.779171	 0.3483	 0.0003	E  	D	   	J0717.5+3745	Simbad
     835	J071754.83+374616.2	109.478455	+37.771172	 0.5408	 0.0003	E  	D	   	J0717.5+3745	Simbad
     836	J071754.94+374001.2	109.478920	+37.667000	 0.4606	 0.0003	E  	D	   	J0717.5+3745	Simbad
     837	J071755.05+374641.8	109.479378	+37.778278	 0.3497	 0.0003	A  	D	   	J0717.5+3745	Simbad
     838	J071755.06+374226.9	109.479416	+37.707470	 0.5321	 0.0003	A  	D	   	J0717.5+3745	Simbad
     839	J071755.07+374226.9	109.479462	+37.707470	 0.4021	 0.0003	E  	D	   	J0717.5+3745	Simbad
     840	J071755.08+374502.7	109.479500	+37.750751	 0.7201	 0.0003	E  	D	   	J0717.5+3745	Simbad
     841	J071755.14+374937.4	109.479752	+37.827061	 0.5646	 0.0003	E  	D	   	J0717.5+3745	Simbad
     842	J071755.17+373352.7	109.479881	+37.564640	 0.5537	 0.0003	A  	D	   	J0717.5+3745	Simbad
     843	J071755.51+374325.3	109.481277	+37.723701	 0.4025	 0.0003	E  	D	   	J0717.5+3745	Simbad
     844	J071755.53+374432.4	109.481377	+37.742329	 0.5637	 0.0003	A  	D	   	J0717.5+3745	Simbad
     845	J071755.56+374011.7	109.481499	+37.669922	 0.8553	 0.0010	A  	D	   	J0717.5+3745	Simbad
     846	J071755.60+374135.1	109.481667	+37.693081	 0.5428	 0.0003	A  	D	   	J0717.5+3745	Simbad
     847	J071755.66+374313.1	109.481918	+37.720310	 0.4027	 0.0003	E  	D	   	J0717.5+3745	Simbad
     848	J071755.68+373712.1	109.482002	+37.620029	 0.5434	 0.0005	E  	D	   	J0717.5+3745	Simbad
     849	J071755.70+374203.8	109.482086	+37.701061	 0.5485	 0.0005	A  	D	   	J0717.5+3745	Simbad
     850	J071755.70+374158.1	109.482094	+37.699478	 0.4120	 0.0003	E+A	D	   	J0717.5+3745	Simbad
     851	J071755.72+374008.1	109.482170	+37.668911	 0.4630	 0.0003	E  	D	   	J0717.5+3745	Simbad
     852	J071755.73+374140.0	109.482208	+37.694439	 0.4958	 0.0003	E  	D	   	J0717.5+3745	Simbad
     853	J071755.85+373348.0	109.482727	+37.563320	 0.5498	 0.0005	A  	D	   	J0717.5+3745	Simbad
     854	J071755.90+374259.0	109.482918	+37.716389	 0.4011	 0.0005	E  	D	   	J0717.5+3745	Simbad
     855	J071755.92+374444.6	109.483002	+37.745720	 0.5592	 0.0005	A  	D	   	J0717.5+3745	Simbad
     856	J071755.97+374139.7	109.483208	+37.694359	 0.3848	 0.0003	A  	D	   	J0717.5+3745	Simbad
     857	J071755.99+373713.4	109.483292	+37.620392	 0.2243	 0.0003	A  	D	   	J0717.5+3745	Simbad
     858	J071756.08+373838.1	109.483665	+37.643921	 0.4615	 0.0010	E  	D	   	J0717.5+3745	Simbad
     859	J071756.12+374204.1	109.483833	+37.701141	 0.5513	 0.0003	A  	D	   	J0717.5+3745	Simbad
     860	J071756.26+374024.6	109.484413	+37.673500	 0.5436	 0.0005	E  	D	   	J0717.5+3745	Simbad
     861	J071756.38+374201.1	109.484917	+37.700310	 0.5510	 0.0003	E  	D	   	J0717.5+3745	Simbad
     862	J071756.43+373558.7	109.485123	+37.599640	 0.7182	 0.0003	E  	D	   	J0717.5+3745	Simbad
     863	J071756.50+374201.8	109.485420	+37.700500	 0.5508	 0.0003	A  	D	   	J0717.5+3745	Simbad
     864	J071756.62+373350.6	109.485909	+37.564049	 0.5553	 0.0003	A  	D	   	J0717.5+3745	Simbad
     865	J071756.67+374239.2	109.486122	+37.710892	 0.5496	 0.0003	A  	D	   	J0717.5+3745	Simbad
     866	J071756.67+375018.2	109.486122	+37.838390	 0.3645	 0.0003	E  	D	   	J0717.5+3745	Simbad
     867	J071756.68+375145.4	109.486168	+37.862610	 0.4591	 0.0003	E  	D	   	J0717.5+3745	Simbad
     868	J071756.74+373717.1	109.486404	+37.621429	 0.5495	 0.0005	A  	D	   	J0717.5+3745	Simbad
     869	J071756.82+374306.4	109.486748	+37.718441	 0.3797	 0.0003	E  	D	   	J0717.5+3745	Simbad
     870	J071756.83+374116.6	109.486801	+37.687931	 0.5508	 0.0010	A  	D	   	J0717.5+3745	Simbad
     871	J071756.89+373602.1	109.487045	+37.600578	 0.5482	 0.0003	E  	D	   	J0717.5+3745	Simbad
     872	J071756.91+374118.2	109.487122	+37.688389	 0.5501	 0.0003	A  	D	   	J0717.5+3745	Simbad
     873	J071756.97+373836.8	109.487373	+37.643551	 0.6904	 0.0003	E  	D	   	J0717.5+3745	Simbad
     874	J071757.03+373321.8	109.487625	+37.556061	 0.6629	 0.0005	E  	D	   	J0717.5+3745	Simbad
     875	J071757.09+374000.9	109.487877	+37.666920	 0.5513	 0.0005	E  	D	   	J0717.5+3745	Simbad
     876	J071757.13+374333.6	109.488045	+37.726002	 0.5362	 0.0005	E  	D	   	J0717.5+3745	Simbad
     877	J071757.28+373828.2	109.488670	+37.641171	 0.5406	 0.0003	E  	D	   	J0717.5+3745	Simbad
     878	J071757.29+373216.1	109.488693	+37.537819	 0.5414	 0.0003	A  	D	   	J0717.5+3745	Simbad
     879	J071757.29+373305.4	109.488708	+37.551498	 0.5293	 0.0005	E  	D	   	J0717.5+3745	Simbad
     880	J071757.36+373955.2	109.488998	+37.665329	 0.4606	 0.0003	A  	D	   	J0717.5+3745	Simbad
     881	J071757.51+373633.9	109.489624	+37.609421	 0.5503	 0.0003	A  	D	   	J0717.5+3745	Simbad
     882	J071757.54+374321.7	109.489761	+37.722691	 2.2170	 0.0010	E  	D	   	J0717.5+3745	Simbad
     883	J071757.66+374041.6	109.490265	+37.678219	 0.5556	 0.0003	A  	D	   	J0717.5+3745	Simbad
     884	J071757.76+373351.8	109.490669	+37.564388	 0.5513	 0.0003	A  	D	   	J0717.5+3745	Simbad
     885	J071757.78+373220.1	109.490753	+37.538921	 0.5432	 0.0003	A  	D	   	J0717.5+3745	Simbad
     886	J071757.82+373536.4	109.490906	+37.593441	 0.5479	 0.0005	A  	D	   	J0717.5+3745	Simbad
     887	J071757.91+374112.3	109.491295	+37.686749	 0.5434	 0.0005	E  	D	   	J0717.5+3745	Simbad
     888	J071758.05+373608.4	109.491875	+37.602329	 0.5471	 0.0003	E  	D	   	J0717.5+3745	Simbad
     889	J071758.12+374329.3	109.492165	+37.724800	 1.1199	 0.0003	E  	D	   	J0717.5+3745	Simbad
     890	J071758.21+373708.7	109.492561	+37.619080	 0.5522	 0.0005	A  	D	   	J0717.5+3745	Simbad
     891	J071758.26+374837.3	109.492752	+37.810360	 0.3648	 0.0003	A  	D	   	J0717.5+3745	Simbad
     892	J071758.38+374742.5	109.493248	+37.795139	 0.2384	 0.0003	A  	D	   	J0717.5+3745	Simbad
     893	J071758.42+374104.2	109.493423	+37.684509	 0.5588	 0.0003	A  	D	XPS	J0717.5+3745	Simbad
     894	J071758.53+374043.6	109.493874	+37.678780	 0.5491	 0.0003	A  	D	XPS	J0717.5+3745	Simbad
     895	J071758.56+373345.9	109.494019	+37.562740	 0.5534	 0.0005	E  	D	XPS	J0717.5+3745	Simbad
     896	J071758.57+373826.3	109.494041	+37.640640	 0.5461	 0.0005	E  	D	   	J0717.5+3745	Simbad
     897	J071758.58+373558.1	109.494080	+37.599468	 0.5464	 0.0003	E  	D	   	J0717.5+3745	Simbad
     898	J071758.68+373615.2	109.494507	+37.604229	 0.3888	 0.0003	E  	D	   	J0717.5+3745	Simbad
     899	J071758.77+374909.9	109.494873	+37.819420	 0.6414	 0.0003	E  	D	   	J0717.5+3745	Simbad
     900	J071758.80+373916.9	109.495003	+37.654690	 0.4964	 0.0003	E  	D	   	J0717.5+3745	Simbad
     901	J071759.00+374534.7	109.495834	+37.759640	 0.3781	 0.0003	E  	D	   	J0717.5+3745	Simbad
     902	J071759.14+374613.9	109.496414	+37.770531	 0.3123	 0.0005	A  	D	   	J0717.5+3745	Simbad
     903	J071759.18+373725.6	109.496582	+37.623779	 0.6903	 0.0010	A  	D	   	J0717.5+3745	Simbad
     904	J071759.22+373754.8	109.496750	+37.631889	 0.5463	 0.0003	E  	D	   	J0717.5+3745	Simbad
     905	J071759.23+374017.5	109.496788	+37.671532	 0.4962	 0.0003	E  	D	   	J0717.5+3745	Simbad
     906	J071759.31+373742.6	109.497139	+37.628502	 0.6873	 0.0003	E  	D	   	J0717.5+3745	Simbad
     907	J071759.35+374504.2	109.497292	+37.751171	 0.3892	 0.0003	E  	D	   	J0717.5+3745	Simbad
     908	J071759.40+373418.0	109.497498	+37.571671	 0.5055	 0.0003	E  	D	   	J0717.5+3745	Simbad
     909	J071759.43+373406.2	109.497627	+37.568390	 0.5475	 0.0005	E  	D	   	J0717.5+3745	Simbad
     910	J071759.44+373930.9	109.497665	+37.658581	 0.5794	 0.0003	A  	D	   	J0717.5+3745	Simbad
     911	J071759.49+375117.6	109.497871	+37.854889	 0.5890	 0.0003	E  	D	   	J0717.5+3745	Simbad
     912	J071759.51+373204.1	109.497948	+37.534470	 1.4163	 0.0010	E  	D	   	J0717.5+3745	Simbad
     913	J071759.54+374713.5	109.498085	+37.787079	 0.7224	 0.0003	E  	D	   	J0717.5+3745	Simbad
     914	J071759.55+373710.5	109.498123	+37.619579	 0.5518	 0.0003	E  	D	   	J0717.5+3745	Simbad
     915	J071759.55+374052.8	109.498123	+37.681332	 0.4614	 0.0003	E  	D	   	J0717.5+3745	Simbad
     916	J071759.63+373952.9	109.498459	+37.664700	 0.4629	 0.0003	A  	D	   	J0717.5+3745	Simbad
     917	J071759.69+373910.1	109.498718	+37.652809	 0.4966	 0.0003	E  	D	   	J0717.5+3745	Simbad
     918	J071759.80+374058.5	109.499168	+37.682919	 0.2854	 0.0003	E  	D	   	J0717.5+3745	Simbad
     919	J071759.84+374314.2	109.499336	+37.720612	 0.4610	 0.0003	A  	D	   	J0717.5+3745	Simbad
     920	J071759.87+373241.0	109.499458	+37.544720	 0.3884	 0.0005	E  	D	   	J0717.5+3745	Simbad
     921	J071759.92+373444.4	109.499672	+37.578999	 0.5436	 0.0003	A  	D	   	J0717.5+3745	Simbad
     922	J071759.95+375213.0	109.499794	+37.870281	 0.3901	 0.0003	A  	D	   	J0717.5+3745	Simbad
     923	J071759.98+373708.8	109.499916	+37.619110	 0.5527	 0.0005	E  	D	   	J0717.5+3745	Simbad
     924	J071800.07+374647.3	109.500290	+37.779800	 0.5408	 0.0005	E  	D	   	J0717.5+3745	Simbad
     925	J071800.09+373406.7	109.500359	+37.568520	 0.4691	 0.0003	E  	D	   	J0717.5+3745	Simbad
     926	J071800.18+374341.5	109.500748	+37.728199	 0.4613	 0.0003	E  	D	   	J0717.5+3745	Simbad
     927	J071800.20+373610.7	109.500832	+37.602970	 0.3850	 0.0003	A  	D	   	J0717.5+3745	Simbad
     928	J071800.28+373818.3	109.501152	+37.638420	 0.5264	 0.0005	A  	D	   	J0717.5+3745	Simbad
     929	J071800.49+374748.7	109.502045	+37.796860	 0.6414	 0.0003	E  	D	   	J0717.5+3745	Simbad
     930	J071800.63+374000.2	109.502625	+37.666721	 0.5795	 0.0003	A  	D	   	J0717.5+3745	Simbad
     931	J071800.65+373930.7	109.502708	+37.658531	 0.5772	 0.0003	E  	D	   	J0717.5+3745	Simbad
     932	J071800.67+373551.2	109.502792	+37.597561	 0.3883	 0.0003	A  	D	   	J0717.5+3745	Simbad
     933	J071800.73+374300.5	109.503044	+37.716801	 0.4091	 0.0003	A  	D	   	J0717.5+3745	Simbad
     934	J071800.76+375036.5	109.503166	+37.843472	 0.5930	 0.0003	E  	D	   	J0717.5+3745	Simbad
     935	J071800.84+373538.1	109.503517	+37.593929	 0.3887	 0.0003	A  	D	   	J0717.5+3745	Simbad
     936	J071800.85+375110.2	109.503540	+37.852829	 0.5885	 0.0003	E  	D	   	J0717.5+3745	Simbad
     937	J071800.92+374858.8	109.503830	+37.816330	 0.8527	 0.0010	E  	D	   	J0717.5+3745	Simbad
     938	J071800.94+374101.5	109.503899	+37.683750	 0.5500	 0.0005	A  	D	   	J0717.5+3745	Simbad
     939	J071800.95+373834.4	109.503960	+37.642891	 0.4969	 0.0003	A  	D	   	J0717.5+3745	Simbad
     940	J071800.98+373845.0	109.504089	+37.645840	 0.2289	 0.0003	E  	D	   	J0717.5+3745	Simbad
     941	J071801.04+374349.2	109.504333	+37.730339	 0.5466	 0.0003	A  	D	   	J0717.5+3745	Simbad
     942	J071801.15+373518.2	109.504776	+37.588390	 0.5490	 0.0003	A  	D	   	J0717.5+3745	Simbad
     943	J071801.31+373811.7	109.505440	+37.636581	 0.5412	 0.0003	A  	D	   	J0717.5+3745	Simbad
     944	J071801.36+373704.5	109.505669	+37.617920	 0.5426	 0.0003	E  	D	   	J0717.5+3745	Simbad
     945	J071801.38+373823.8	109.505753	+37.639950	 0.5258	 0.0003	A  	D	   	J0717.5+3745	Simbad
     946	J071801.41+374935.3	109.505875	+37.826469	 0.5134	 0.0003	A  	D	   	J0717.5+3745	Simbad
     947	J071801.51+374903.4	109.506302	+37.817612	 1.0172	 0.0010	E  	D	   	J0717.5+3745	Simbad
     948	J071801.55+374022.2	109.506462	+37.672829	 0.5430	 0.0003	E  	D	   	J0717.5+3745	Simbad
     949	J071801.81+374254.7	109.507545	+37.715191	 0.3991	 0.0003	E  	D	   	J0717.5+3745	Simbad
     950	J071801.96+373827.4	109.508163	+37.640949	 0.5420	 0.0003	E  	D	   	J0717.5+3745	Simbad
     951	J071802.12+374716.3	109.508827	+37.787861	 2.0412	 0.0010	E  	D	   	J0717.5+3745	Simbad
     952	J071802.12+373742.7	109.508835	+37.628529	 0.5425	 0.0005	E  	D	   	J0717.5+3745	Simbad
     953	J071802.18+373815.3	109.509087	+37.637581	 0.5481	 0.0003	E  	D	   	J0717.5+3745	Simbad
     954	J071802.18+374038.1	109.509087	+37.677250	 0.5513	 0.0010	E  	D	   	J0717.5+3745	Simbad
     955	J071802.19+374721.1	109.509125	+37.789200	 0.5239	 0.0003	A  	D	   	J0717.5+3745	Simbad
     956	J071802.22+373136.5	109.509247	+37.526810	 0.3875	 0.0003	E  	D	   	J0717.5+3745	Simbad
     957	J071802.33+374218.7	109.509705	+37.705189	 0.5437	 0.0003	A  	D	   	J0717.5+3745	Simbad
     958	J071802.40+373642.9	109.510002	+37.611919	 0.3873	 0.0005	E  	D	XPS	J0717.5+3745	Simbad
     959	J071802.50+373756.8	109.510414	+37.632450	 0.5552	 0.0003	E  	D	XPS	J0717.5+3745	Simbad
     960	J071802.54+373800.8	109.510582	+37.633560	 1.4411	 0.0010	E  	D	XPS	J0717.5+3745	Simbad
     961	J071802.89+373508.2	109.512032	+37.585602	 0.5550	 0.0005	A  	D	XPS	J0717.5+3745	Simbad
     962	J071803.02+374113.6	109.512581	+37.687099	 0.6893	 0.0003	E  	D	   	J0717.5+3745	Simbad
     963	J071803.06+374639.0	109.512749	+37.777500	 0.9662	 0.0003	A  	D	   	J0717.5+3745	Simbad
     964	J071803.14+373700.3	109.513084	+37.616749	 0.4971	 0.0003	E  	D	   	J0717.5+3745	Simbad
     965	J071803.33+374749.6	109.513878	+37.797112	 0.8065	 0.0003	E  	D	   	J0717.5+3745	Simbad
     966	J071803.37+373450.4	109.514038	+37.580669	 0.5481	 0.0003	E  	D	   	J0717.5+3745	Simbad
     967	J071803.46+373459.1	109.514412	+37.583092	 0.5453	 0.0005	E  	D	   	J0717.5+3745	Simbad
     968	J071803.48+374756.6	109.514503	+37.799061	 0.6412	 0.0010	E  	D	   	J0717.5+3745	Simbad
     969	J071803.49+374315.7	109.514542	+37.721031	 0.5134	 0.0005	E  	D	   	J0717.5+3745	Simbad
     970	J071803.50+373812.3	109.514580	+37.636749	 0.5484	 0.0005	E  	D	   	J0717.5+3745	Simbad
     971	J071803.52+374309.7	109.514664	+37.719360	 0.5140	 0.0003	E  	D	   	J0717.5+3745	Simbad
     972	J071803.70+375150.8	109.515411	+37.864101	 2.3860	 0.0010	E  	D	   	J0717.5+3745	Simbad
     973	J071803.71+374531.2	109.515457	+37.758671	 0.5911	 0.0003	A  	D	   	J0717.5+3745	Simbad
     974	J071803.81+373934.9	109.515877	+37.659691	 0.5469	 0.0003	E  	D	   	J0717.5+3745	Simbad
     975	J071804.16+373619.0	109.517349	+37.605270	 0.1023	 0.0010	E  	D	   	J0717.5+3745	Simbad
     976	J071804.22+373614.6	109.517586	+37.604061	 0.5483	 0.0003	E  	D	   	J0717.5+3745	Simbad
     977	J071804.29+373627.1	109.517868	+37.607529	 0.5444	 0.0010	E  	D	   	J0717.5+3745	Simbad
     978	J071804.35+375025.9	109.518127	+37.840530	 0.3812	 0.0005	E  	D	   	J0717.5+3745	Simbad
     979	J071804.51+373804.8	109.518791	+37.634670	 0.5555	 0.0003	E  	D	   	J0717.5+3745	Simbad
     980	J071804.53+373728.8	109.518875	+37.624668	 0.3407	 0.0003	E  	D	   	J0717.5+3745	Simbad
     981	J071804.61+374552.7	109.519211	+37.764641	 0.6656	 0.0003	E  	D	   	J0717.5+3745	Simbad
     982	J071804.70+374026.2	109.519585	+37.673939	 0.5415	 0.0003	E  	D	   	J0717.5+3745	Simbad
     983	J071804.74+373449.2	109.519753	+37.580330	 0.5297	 0.0003	E  	D	   	J0717.5+3745	Simbad
     984	J071804.93+373901.8	109.520538	+37.650501	 0.5429	 0.0005	E  	D	   	J0717.5+3745	Simbad
     985	J071805.18+373613.1	109.521584	+37.603642	 0.5560	 0.0003	A  	D	   	J0717.5+3745	Simbad
     986	J071805.19+374011.5	109.521622	+37.669861	 0.5415	 0.0003	E  	D	   	J0717.5+3745	Simbad
     987	J071805.33+374022.0	109.522209	+37.672779	 0.5434	 0.0003	E  	D	   	J0717.5+3745	Simbad
     988	J071805.35+373754.7	109.522293	+37.631859	 0.5427	 0.0005	E  	D	   	J0717.5+3745	Simbad
     989	J071805.39+374605.5	109.522461	+37.768200	 0.5223	 0.0003	E  	D	   	J0717.5+3745	Simbad
     990	J071805.39+373319.5	109.522461	+37.555420	 0.5465	 0.0003	E  	D	   	J0717.5+3745	Simbad
     991	J071805.40+374706.5	109.522499	+37.785141	 0.5226	 0.0005	E  	D	   	J0717.5+3745	Simbad
     992	J071805.75+374927.8	109.523956	+37.824390	 0.4904	 0.0003	E  	D	   	J0717.5+3745	Simbad
     993	J071805.94+374259.2	109.524750	+37.716450	 0.6937	 0.0003	E  	D	   	J0717.5+3745	Simbad
     994	J071805.95+374754.4	109.524780	+37.798439	 0.7200	 0.0010	E  	D	   	J0717.5+3745	Simbad
     995	J071805.99+373857.2	109.524956	+37.649220	 0.1372	 0.0003	E  	D	   	J0717.5+3745	Simbad
     996	J071806.00+373509.6	109.525009	+37.586010	 0.5554	 0.0005	A  	D	   	J0717.5+3745	Simbad
     997	J071806.02+373546.2	109.525078	+37.596180	 0.5436	 0.0003	A  	D	   	J0717.5+3745	Simbad
     998	J071806.06+373559.9	109.525238	+37.599960	 0.5538	 0.0003	A  	D	   	J0717.5+3745	Simbad
     999	J071806.06+374338.7	109.525253	+37.727421	 0.6912	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1000	J071806.07+373602.2	109.525291	+37.600609	 0.5557	 0.0010	A  	D	   	J0717.5+3745	Simbad
    1001	J071806.14+373810.8	109.525581	+37.636330	 0.5437	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1002	J071806.17+374839.5	109.525711	+37.810970	 0.5242	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1003	J071806.20+373950.9	109.525833	+37.664139	 0.4529	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1004	J071806.22+374042.5	109.525902	+37.678478	 0.0696	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1005	J071806.36+373555.1	109.526497	+37.598640	 0.5534	 0.0010	A  	D	   	J0717.5+3745	Simbad
    1006	J071806.44+374737.1	109.526833	+37.793640	 0.6414	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1007	J071806.80+373609.8	109.528336	+37.602718	 0.3875	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1008	J071806.80+374405.1	109.528336	+37.734749	 0.5141	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1009	J071806.84+373531.1	109.528503	+37.591969	 0.7161	 0.0010	E  	D	   	J0717.5+3745	Simbad
    1010	J071806.86+373533.0	109.528580	+37.592499	 0.5519	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1011	J071806.89+373924.6	109.528717	+37.656830	 0.5440	 0.0010	E  	D	   	J0717.5+3745	Simbad
    1012	J071806.93+373910.9	109.528877	+37.653030	 0.5428	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1013	J071806.96+374224.1	109.528999	+37.706699	 0.6651	 0.0005	E  	D	   	J0717.5+3745	Simbad
    1014	J071807.03+374802.9	109.529289	+37.800800	 0.6637	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1015	J071807.04+373806.6	109.529335	+37.635170	 0.4969	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1016	J071807.14+373706.6	109.529747	+37.618500	 0.5532	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1017	J071807.28+374157.3	109.530334	+37.699249	 0.5536	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1018	J071807.31+373439.7	109.530449	+37.577702	 0.5454	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1019	J071807.33+374149.1	109.530540	+37.696972	 0.5498	 0.0005	E  	D	   	J0717.5+3745	Simbad
    1020	J071807.33+375028.1	109.530540	+37.841141	 0.3874	 0.0010	A  	D	   	J0717.5+3745	Simbad
