group,branch,kind,amplitude,center,effect,mean,sd,minimum,maximum,material
noiseless,boxcar_hanning_full,streaming,5,20,interaction,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_full,streaming,5,30,remove_source_continuum,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_full,streaming,5,30,fixed_threshold,-0.007130893693541807,0.0,-0.007130893693541807,-0.007130893693541807,False
noiseless,boxcar_hanning_full,streaming,5,30,interaction,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_full,streaming,10,10,remove_source_continuum,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_full,streaming,10,10,fixed_threshold,-0.009022021783497758,0.0,-0.009022021783497758,-0.009022021783497758,False
noiseless,boxcar_hanning_full,streaming,10,10,interaction,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_full,streaming,10,20,remove_source_continuum,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_full,streaming,10,20,fixed_threshold,0.0080010120609737,0.0,0.0080010120609737,0.0080010120609737,False
noiseless,boxcar_hanning_full,streaming,10,20,interaction,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_full,streaming,10,30,remove_source_continuum,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_full,streaming,10,30,fixed_threshold,0.0009301678350189801,0.0,0.0009301678350189801,0.0009301678350189801,False
noiseless,boxcar_hanning_full,streaming,10,30,interaction,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_decimated,rotation,5,10,remove_source_continuum,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_decimated,rotation,5,10,fixed_threshold,-0.004162364407327979,0.0,-0.004162364407327979,-0.004162364407327979,False
noiseless,boxcar_hanning_decimated,rotation,5,10,interaction,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_decimated,rotation,5,20,remove_source_continuum,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_decimated,rotation,5,20,fixed_threshold,0.1525568393187181,0.0,0.1525568393187181,0.1525568393187181,True
noiseless,boxcar_hanning_decimated,rotation,5,20,interaction,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_decimated,rotation,5,30,remove_source_continuum,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_decimated,rotation,5,30,fixed_threshold,0.003148991780455912,0.0,0.003148991780455912,0.003148991780455912,False
noiseless,boxcar_hanning_decimated,rotation,5,30,interaction,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_decimated,rotation,10,10,remove_source_continuum,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_decimated,rotation,10,10,fixed_threshold,-0.0002649782350331309,0.0,-0.0002649782350331309,-0.0002649782350331309,False
noiseless,boxcar_hanning_decimated,rotation,10,10,interaction,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_decimated,rotation,10,20,remove_source_continuum,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_decimated,rotation,10,20,fixed_threshold,0.009286645511827007,0.0,0.009286645511827007,0.009286645511827007,False
noiseless,boxcar_hanning_decimated,rotation,10,20,interaction,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_decimated,rotation,10,30,remove_source_continuum,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_decimated,rotation,10,30,fixed_threshold,-8.320188930610595e-05,0.0,-8.320188930610595e-05,-8.320188930610595e-05,False
noiseless,boxcar_hanning_decimated,rotation,10,30,interaction,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_decimated,warp,5,10,remove_source_continuum,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_decimated,warp,5,10,fixed_threshold,-0.0018839936251785483,0.0,-0.0018839936251785483,-0.0018839936251785483,False
noiseless,boxcar_hanning_decimated,warp,5,10,interaction,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_decimated,warp,5,20,remove_source_continuum,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_decimated,warp,5,20,fixed_threshold,0.16176285967983406,0.0,0.16176285967983406,0.16176285967983406,True
noiseless,boxcar_hanning_decimated,warp,5,20,interaction,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_decimated,warp,5,30,remove_source_continuum,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_decimated,warp,5,30,fixed_threshold,0.002650461644033708,0.0,0.002650461644033708,0.002650461644033708,False
noiseless,boxcar_hanning_decimated,warp,5,30,interaction,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_decimated,warp,10,10,remove_source_continuum,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_decimated,warp,10,10,fixed_threshold,-0.000712057092102758,0.0,-0.000712057092102758,-0.000712057092102758,False
noiseless,boxcar_hanning_decimated,warp,10,10,interaction,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_decimated,warp,10,20,remove_source_continuum,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_decimated,warp,10,20,fixed_threshold,0.011093331554021257,0.0,0.011093331554021257,0.011093331554021257,False
noiseless,boxcar_hanning_decimated,warp,10,20,interaction,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_decimated,warp,10,30,remove_source_continuum,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_decimated,warp,10,30,fixed_threshold,-0.0005822125411565349,0.0,-0.0005822125411565349,-0.0005822125411565349,False
noiseless,boxcar_hanning_decimated,warp,10,30,interaction,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_decimated,streaming,5,10,remove_source_continuum,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_decimated,streaming,5,10,fixed_threshold,-0.007531878481094378,0.0,-0.007531878481094378,-0.007531878481094378,False
noiseless,boxcar_hanning_decimated,streaming,5,10,interaction,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_decimated,streaming,5,20,remove_source_continuum,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_decimated,streaming,5,20,fixed_threshold,0.18478579421383812,0.0,0.18478579421383812,0.18478579421383812,True
noiseless,boxcar_hanning_decimated,streaming,5,20,interaction,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_decimated,streaming,5,30,remove_source_continuum,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_decimated,streaming,5,30,fixed_threshold,-0.00796173378515197,0.0,-0.00796173378515197,-0.00796173378515197,False
noiseless,boxcar_hanning_decimated,streaming,5,30,interaction,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_decimated,streaming,10,10,remove_source_continuum,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_decimated,streaming,10,10,fixed_threshold,-2.7432694883144926e-05,0.0,-2.7432694883144926e-05,-2.7432694883144926e-05,False
noiseless,boxcar_hanning_decimated,streaming,10,10,interaction,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_decimated,streaming,10,20,remove_source_continuum,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_decimated,streaming,10,20,fixed_threshold,0.017262274831699398,0.0,0.017262274831699398,0.017262274831699398,False
noiseless,boxcar_hanning_decimated,streaming,10,20,interaction,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_decimated,streaming,10,30,remove_source_continuum,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_decimated,streaming,10,30,fixed_threshold,0.0016205226639350867,0.0,0.0016205226639350867,0.0016205226639350867,False
noiseless,boxcar_hanning_decimated,streaming,10,30,interaction,0.0,0.0,0.0,0.0,False
