group,branch,center,kind,continuum,threshold,draw,amplitude,peak_selected,true_flux_fraction_retained,reference_flux_jy_kms,post_continuum_flux_over_reference,selected_noisy_flux_over_reference,paired_selected_flux_difference_over_reference,selected_voxel_fraction
empirical,boxcar_independent,20,rotation,source_disabled,per_channel,4,10,True,0.8194947210086752,0.518966514502067,1.0000000000000002,0.8412878175580147,0.8385459057599519,0.011021113215900595
empirical,boxcar_independent,20,rotation,source_disabled,per_channel,5,5,True,0.34081435518290515,0.2594832572510335,1.0000000000000002,0.3639565006561658,0.36136867225934977,0.0029067868574041414
empirical,boxcar_independent,20,rotation,source_disabled,per_channel,5,10,True,0.8983732370372274,0.518966514502067,1.0000000000000002,0.8481005487647153,0.8468066345663072,0.014392405338907396
empirical,boxcar_independent,20,rotation,source_disabled,per_channel,6,5,False,0.5770361282094183,0.2594832572510335,1.0000000000000002,0.8262652019688878,0.7807162868919492,0.009986863210457175
empirical,boxcar_independent,20,rotation,source_disabled,per_channel,6,10,True,0.9207949680439774,0.518966514502067,1.0000000000000002,1.1146273018977073,1.091852844359238,0.021269260638259267
empirical,boxcar_independent,20,rotation,source_disabled,per_channel,7,5,False,0.10406209533979656,0.2594832572510335,1.0000000000000002,0.11225865119939332,0.09994690236913932,0.000664097371916302
empirical,boxcar_independent,20,rotation,source_disabled,per_channel,7,10,True,0.7921544211700144,0.518966514502067,1.0000000000000002,0.7216881765653871,0.7155323021502601,0.010215486895870984
empirical,boxcar_independent,20,rotation,source_disabled,per_channel,8,5,False,0.07064293821417064,0.2594832572510335,1.0000000000000002,0.0656777499212744,0.0656777499212744,0.00032660526487686984
empirical,boxcar_independent,20,rotation,source_disabled,per_channel,8,10,True,0.8481200520637999,0.518966514502067,1.0000000000000002,0.7826256673888711,0.7826256673888711,0.012149715853419557
empirical,boxcar_independent,20,rotation,source_disabled,per_channel,9,5,False,0.509622961475625,0.2594832572510335,1.0000000000000002,0.6398891931298794,0.5645540471064715,0.0057627684513829915
empirical,boxcar_independent,20,rotation,source_disabled,per_channel,9,10,True,0.9142042360866318,0.518966514502067,1.0000000000000002,1.0227961965073054,0.9851286234956014,0.01724838693288625
empirical,boxcar_independent,20,rotation,source_disabled,per_channel,10,5,True,0.6259679322739385,0.2594832572510335,1.0000000000000002,0.9211647827426743,0.7464499333604766,0.008368352675622909
empirical,boxcar_independent,20,rotation,source_disabled,per_channel,10,10,True,0.9496651271857297,0.518966514502067,1.0000000000000002,1.0922315466504962,1.0048741219593973,0.02077209484616892
empirical,boxcar_independent,20,rotation,source_disabled,per_channel,11,5,True,0.8568343882647611,0.2594832572510335,1.0000000000000002,1.2447973405067012,1.1732940783433323,0.015433913239125858
empirical,boxcar_independent,20,rotation,source_disabled,per_channel,11,10,True,0.9679611210173005,0.518966514502067,1.0000000000000002,1.336298847830346,1.3005472167486614,0.02904972383710381
noiseless,boxcar_independent,20,rotation,source_disabled,fixed_global,0,5,True,0.8094040471666806,0.2594832572510335,1.0000000000000002,0.8094040471666806,0.8094040471666806,0.009562276366117244
noiseless,boxcar_independent,20,rotation,source_disabled,fixed_global,0,10,True,0.9583052647228997,0.518966514502067,1.0000000000000002,0.9583052647228997,0.9583052647228997,0.021167650111408684
empirical,boxcar_independent,20,rotation,source_disabled,fixed_global,0,5,True,0.7879719938804726,0.2594832572510335,1.0000000000000002,0.8918516825593023,0.8918516825593023,0.00935905531241608
empirical,boxcar_independent,20,rotation,source_disabled,fixed_global,0,10,True,0.9116145382432151,0.518966514502067,1.0000000000000002,1.0018657280507435,1.0018657280507435,0.02072854747751867
empirical,boxcar_independent,20,rotation,source_disabled,fixed_global,1,5,True,0.6282997491377064,0.2594832572510335,1.0000000000000002,0.8644842161701422,0.836874842062528,0.010044926368657506
empirical,boxcar_independent,20,rotation,source_disabled,fixed_global,1,10,True,0.940958415234758,0.518966514502067,1.0000000000000002,1.0566192561263366,1.0428145690725297,0.022895029067868573
empirical,boxcar_independent,20,rotation,source_disabled,fixed_global,2,5,True,0.7666270143591704,0.2594832572510335,1.0000000000000002,0.9135530294442281,0.8916562551595784,0.009032450047539211
empirical,boxcar_independent,20,rotation,source_disabled,fixed_global,2,10,True,0.9283365214721692,0.518966514502067,1.0000000000000002,1.0010132415878232,0.9900648544454983,0.019610831682162273
empirical,boxcar_independent,20,rotation,source_disabled,fixed_global,3,5,True,0.8626739683078453,0.2594832572510335,1.0000000000000002,1.2579363946667916,1.0725172614138325,0.018304410622654792
empirical,boxcar_independent,20,rotation,source_disabled,fixed_global,3,10,True,0.9620839224675507,0.518966514502067,1.0000000000000002,1.2671479686275609,1.1744384020010812,0.030846052793926593
empirical,boxcar_independent,20,rotation,source_disabled,fixed_global,4,5,True,0.4557903105839668,0.2594832572510335,1.0000000000000002,0.5241081127056153,0.47666138076669623,0.0035200789658951523
empirical,boxcar_independent,20,rotation,source_disabled,fixed_global,4,10,True,0.8461810612031999,0.518966514502067,1.0000000000000002,0.8746276759728281,0.8509043100033685,0.01347428164986464
empirical,boxcar_independent,20,rotation,source_disabled,fixed_global,5,5,True,0.6119925978345688,0.2594832572510335,1.0000000000000002,0.6549380440703335,0.6029831828901699,0.007613531619018588
empirical,boxcar_independent,20,rotation,source_disabled,fixed_global,5,10,True,0.9171748018529993,0.518966514502067,1.0000000000000002,0.9234291811368094,0.8974517505467277,0.019520107997474254
empirical,boxcar_independent,20,rotation,source_disabled,fixed_global,6,5,False,0.6642405845721362,0.2594832572510335,1.0000000000000002,0.9848687083555163,0.8968737587276975,0.012694057961547673
empirical,boxcar_independent,20,rotation,source_disabled,fixed_global,6,10,True,0.9520882763560715,0.518966514502067,1.0000000000000002,1.1476164795177253,1.1036190047038157,0.024353865917651926
empirical,boxcar_independent,20,rotation,source_disabled,fixed_global,7,5,False,0.23382238736115457,0.2594832572510335,1.0000000000000002,0.2721280143426048,0.26734023078771013,0.0018725368519607202
empirical,boxcar_independent,20,rotation,source_disabled,fixed_global,7,10,True,0.8502907322225487,0.518966514502067,1.0000000000000002,0.7536966801880884,0.751302788410641,0.012167860590357162
empirical,boxcar_independent,20,rotation,source_disabled,fixed_global,8,5,False,0.251167645806197,0.2594832572510335,1.0000000000000002,0.22744844236266373,0.22744844236266373,0.0016439131665469113
empirical,boxcar_independent,20,rotation,source_disabled,fixed_global,8,10,True,0.9029233686422647,0.518966514502067,1.0000000000000002,0.8025832621848867,0.8025832621848867,0.014729897445946829
empirical,boxcar_independent,20,rotation,source_disabled,fixed_global,9,5,True,0.701148119236708,0.2594832572510335,1.0000000000000002,0.8242100061385931,0.7771631598975536,0.007635305303343712
empirical,boxcar_independent,20,rotation,source_disabled,fixed_global,9,10,True,0.9308653446964128,0.518966514502067,1.0000000000000002,1.030905062289939,1.0073816391694193,0.018816092204295223
empirical,boxcar_independent,20,rotation,source_disabled,fixed_global,10,5,True,0.7319071823181218,0.2594832572510335,1.0000000000000002,1.0737239530175129,0.8499169996272304,0.012215036906394932
empirical,boxcar_independent,20,rotation,source_disabled,fixed_global,10,10,True,0.9553188139999264,0.518966514502067,1.0000000000000002,1.1414414173697525,1.0295379406746112,0.02483651592019219
empirical,boxcar_independent,20,rotation,source_disabled,fixed_global,11,5,True,0.8821320434028154,0.2594832572510335,1.0000000000000002,1.6977936958849342,1.4924542851652447,0.025573192239858905
empirical,boxcar_independent,20,rotation,source_disabled,fixed_global,11,10,True,0.9713394546757725,0.518966514502067,1.0000000000000002,1.506268297077058,1.4035985917172134,0.038626515992771136
noiseless,boxcar_independent,20,warp,actual,per_channel,0,5,True,0.6423861651365104,0.25948325725103355,1.0,0.6423861651365104,0.6423861651365104,0.005345439501818102
noiseless,boxcar_independent,20,warp,actual,per_channel,0,10,True,0.9435683307463789,0.5189665145020671,1.0,0.9435683307463789,0.9435683307463789,0.017553218513437992
empirical,boxcar_independent,20,warp,actual,per_channel,0,5,True,0.4985768566579929,0.25948325725103355,1.0,0.5518802868849437,0.5518802868849437,0.004931739499640734
empirical,boxcar_independent,20,warp,actual,per_channel,0,10,True,0.8934400584554746,0.5189665145020671,1.0,0.9648491673859352,0.9648491673859352,0.016714931666920695
empirical,boxcar_independent,20,warp,actual,per_channel,1,5,True,0.4698004245621594,0.25948325725103355,1.0,0.5616706794749644,0.5616706794749644,0.004434573707550388
empirical,boxcar_independent,20,warp,actual,per_channel,1,10,True,0.9288753150621772,0.5189665145020671,1.0,0.963421144321086,0.963421144321086,0.017647571145513533
empirical,boxcar_independent,20,warp,actual,per_channel,2,5,False,0.432721954055925,0.25948325725103355,1.0,0.6330623391691114,0.5927422488054431,0.005541402660744225
empirical,boxcar_independent,20,warp,actual,per_channel,2,10,True,0.9003990528382232,0.5189665145020671,1.0,1.0025312526084413,0.9823712074266071,0.016518968507994572
empirical,boxcar_independent,20,warp,actual,per_channel,3,5,True,0.8080545668474787,0.25948325725103355,1.0,1.0265757278066683,0.9722804026982983,0.010269921106683795
empirical,boxcar_independent,20,warp,actual,per_channel,3,10,True,0.9586432408641531,0.5189665145020671,1.0,1.1338731305330956,1.1067254679789107,0.022288994854152606
empirical,boxcar_independent,20,warp,actual,per_channel,4,5,False,0.062082031896894554,0.25948325725103355,1.0,0.06076918287709767,0.055285359280972064,0.0004899078973153047
empirical,boxcar_independent,20,warp,actual,per_channel,4,10,True,0.8184657327546679,0.5189665145020671,1.0,0.8369220749422753,0.8341801631442126,0.011496505323665817
empirical,boxcar_independent,20,warp,actual,per_channel,5,5,True,0.3147317746515242,0.25948325725103355,1.0,0.3339970506026583,0.3314092222058423,0.002732597382803144
empirical,boxcar_independent,20,warp,actual,per_channel,5,10,True,0.8880809918987735,0.5189665145020671,1.0,0.8319253208301328,0.8306314066317247,0.014163781653493588
empirical,boxcar_independent,20,warp,actual,per_channel,6,5,False,0.5658552255356827,0.25948325725103355,1.0,0.8164119140350976,0.770862998958159,0.00991428426270676
empirical,boxcar_independent,20,warp,actual,per_channel,6,10,True,0.9103578925210855,0.5189665145020671,1.0,1.1075371796866809,1.0847627221482115,0.021124102742758437
empirical,boxcar_independent,20,warp,actual,per_channel,7,5,False,0.09314843814078795,0.25948325725103355,1.0,0.10189740824953901,0.08958565941928501,0.0006205500032660527
empirical,boxcar_independent,20,warp,actual,per_channel,7,10,True,0.7799157762897161,0.5189665145020671,1.0,0.7051468889105845,0.6989910144954575,0.010084844789920236
empirical,boxcar_independent,20,warp,actual,per_channel,8,5,False,0.0431611245076003,0.25948325725103355,1.0,0.04056677732130718,0.04056677732130718,0.0001959631589261219
empirical,boxcar_independent,20,warp,actual,per_channel,8,10,True,0.8325643899479478,0.5189665145020671,1.0,0.7739963774911823,0.7739963774911823,0.012508981644784114
empirical,boxcar_independent,20,warp,actual,per_channel,9,5,False,0.4914633299755896,0.25948325725103355,1.0,0.6090604246376525,0.5337252786142447,0.005523257923806621
empirical,boxcar_independent,20,warp,actual,per_channel,9,10,True,0.9016063161006027,0.5189665145020671,1.0,1.0040087568242901,0.9663411838125863,0.017099600089997894
empirical,boxcar_independent,20,warp,actual,per_channel,10,5,True,0.6111637548107943,0.25948325725103355,1.0,0.8863863934082206,0.711671544026023,0.008168760569309267
empirical,boxcar_independent,20,warp,actual,per_channel,10,10,True,0.9421989934645875,0.5189665145020671,1.0,1.0854838105721907,0.9981263858810918,0.020666855371930817
empirical,boxcar_independent,20,warp,actual,per_channel,11,5,True,0.8545797019426976,0.25948325725103355,1.0,1.2449480490157838,1.173444786852415,0.015542781660751482
empirical,boxcar_independent,20,warp,actual,per_channel,11,10,True,0.9666708130605446,0.5189665145020671,1.0,1.3372371180224163,1.3014854869407317,0.029267460680355056
noiseless,boxcar_independent,20,warp,actual,fixed_global,0,5,True,0.8038865522592612,0.25948325725103355,1.0,0.8038865522592612,0.8038865522592612,0.009736465840718241
noiseless,boxcar_independent,20,warp,actual,fixed_global,0,10,True,0.9545739651430373,0.5189665145020671,1.0,0.9545739651430373,0.9545739651430373,0.02137087116510985
empirical,boxcar_independent,20,warp,actual,fixed_global,0,5,True,0.7696900118754474,0.25948325725103355,1.0,0.8806155619829564,0.8806155619829564,0.009232042153852853
empirical,boxcar_independent,20,warp,actual,fixed_global,0,10,True,0.908943065296774,0.5189665145020671,1.0,0.9983717041556465,0.9983717041556465,0.020641452740218173
empirical,boxcar_independent,20,warp,actual,fixed_global,1,5,True,0.6166328727833689,0.25948325725103355,1.0,0.8619074015076498,0.8342980274000358,0.010175568474608255
empirical,boxcar_independent,20,warp,actual,fixed_global,1,10,True,0.9375982747427535,0.5189665145020671,1.0,1.0647583324142094,1.0509536453604025,0.02310187906895726
empirical,boxcar_independent,20,warp,actual,fixed_global,2,5,True,0.7553388926288644,0.25948325725103355,1.0,0.8991227518488389,0.8772259775641892,0.008963500047176316
empirical,boxcar_independent,20,warp,actual,fixed_global,2,10,True,0.9201823189220948,0.5189665145020671,1.0,0.9954602451409131,0.9845118579985883,0.019523736944861772
empirical,boxcar_independent,20,warp,actual,fixed_global,3,5,True,0.8631123491198951,0.25948325725103355,1.0,1.2697937595926825,1.0843746263397231,0.01843505272860554
empirical,boxcar_independent,20,warp,actual,fixed_global,3,10,True,0.9622902190706687,0.5189665145020671,1.0,1.2624778733570716,1.169768306730592,0.030581139634637575
empirical,boxcar_independent,20,warp,actual,fixed_global,4,5,True,0.40823835321779584,0.25948325725103355,1.0,0.4744855763370266,0.4270388443981075,0.0031100079111053046
empirical,boxcar_independent,20,warp,actual,fixed_global,4,10,True,0.8462253792867892,0.5189665145020671,1.0,0.881223272697505,0.8574999067280454,0.013724679019603574
empirical,boxcar_independent,20,warp,actual,fixed_global,5,5,True,0.5953476325552204,0.25948325725103355,1.0,0.6270522335810736,0.5750973724009101,0.007403052670542382
empirical,boxcar_independent,20,warp,actual,fixed_global,5,10,True,0.8997661023717876,0.5189665145020671,1.0,0.8941417256581666,0.8681642950680849,0.01894310536285845
empirical,boxcar_independent,20,warp,actual,fixed_global,6,5,False,0.6468649032597343,0.25948325725103355,1.0,0.9805440095387868,0.8925490599109679,0.01253075532910924
empirical,boxcar_independent,20,warp,actual,fixed_global,6,10,True,0.9472577206673719,0.5189665145020671,1.0,1.1472691977015628,1.1032717228876532,0.024313947496389196
empirical,boxcar_independent,20,warp,actual,fixed_global,7,5,False,0.22420179363048018,0.25948325725103355,1.0,0.24937361994166282,0.24458583638676812,0.0018507631676355956
empirical,boxcar_independent,20,warp,actual,fixed_global,7,10,True,0.8468636130142733,0.5189665145020671,1.0,0.7550242015400603,0.752630309762613,0.012218665853782451
empirical,boxcar_independent,20,warp,actual,fixed_global,8,5,False,0.198272673281213,0.25948325725103355,1.0,0.1730177828092686,0.1730177828092686,0.0013064210595074793
empirical,boxcar_independent,20,warp,actual,fixed_global,8,10,True,0.896983261353024,0.5189665145020671,1.0,0.8024916666751585,0.8024916666751585,0.014853281657122535
empirical,boxcar_independent,20,warp,actual,fixed_global,9,5,True,0.68889647439944,0.25948325725103355,1.0,0.8074821604069558,0.7604353141659164,0.0074393421444175906
empirical,boxcar_independent,20,warp,actual,fixed_global,9,10,True,0.9213127510146314,0.5189665145020671,1.0,1.0188889074899525,0.9953654843694328,0.0188995579942082
empirical,boxcar_independent,20,warp,actual,fixed_global,10,5,True,0.7165047756701751,0.25948325725103355,1.0,1.0539964662116412,0.8301895128213589,0.012345679012345678
empirical,boxcar_independent,20,warp,actual,fixed_global,10,10,True,0.9486752887985164,0.5189665145020671,1.0,1.145264451216441,1.0333609745212997,0.02522481329065691
empirical,boxcar_independent,20,warp,actual,fixed_global,11,5,True,0.8786609756315812,0.25948325725103355,1.0,1.7135165499935534,1.508177139273864,0.025852621188698008
empirical,boxcar_independent,20,warp,actual,fixed_global,11,10,True,0.9695853822944653,0.5189665145020671,1.0,1.5142393426524945,1.4115696372926498,0.03879707651998461
noiseless,boxcar_independent,20,warp,source_disabled,per_channel,0,5,True,0.6423861651365104,0.25948325725103355,1.0,0.6423861651365104,0.6423861651365104,0.005345439501818102
noiseless,boxcar_independent,20,warp,source_disabled,per_channel,0,10,True,0.9435683307463789,0.5189665145020671,1.0,0.9435683307463789,0.9435683307463789,0.017553218513437992
empirical,boxcar_independent,20,warp,source_disabled,per_channel,0,5,True,0.4985768566579929,0.25948325725103355,1.0,0.5518802868849437,0.5518802868849437,0.004931739499640734
empirical,boxcar_independent,20,warp,source_disabled,per_channel,0,10,True,0.8934400584554746,0.5189665145020671,1.0,0.9648491673859352,0.9648491673859352,0.016714931666920695
empirical,boxcar_independent,20,warp,source_disabled,per_channel,1,5,True,0.4698004245621594,0.25948325725103355,1.0,0.5616706794749644,0.5616706794749644,0.004434573707550388
empirical,boxcar_independent,20,warp,source_disabled,per_channel,1,10,True,0.9288753150621772,0.5189665145020671,1.0,0.963421144321086,0.963421144321086,0.017647571145513533
empirical,boxcar_independent,20,warp,source_disabled,per_channel,2,5,False,0.432721954055925,0.25948325725103355,1.0,0.6330623391691114,0.5927422488054431,0.005541402660744225
empirical,boxcar_independent,20,warp,source_disabled,per_channel,2,10,True,0.9003990528382232,0.5189665145020671,1.0,1.0025312526084413,0.9823712074266071,0.016518968507994572
empirical,boxcar_independent,20,warp,source_disabled,per_channel,3,5,True,0.8080545668474787,0.25948325725103355,1.0,1.0265757278066683,0.9722804026982983,0.010269921106683795
empirical,boxcar_independent,20,warp,source_disabled,per_channel,3,10,True,0.9586432408641531,0.5189665145020671,1.0,1.1338731305330956,1.1067254679789107,0.022288994854152606
empirical,boxcar_independent,20,warp,source_disabled,per_channel,4,5,False,0.062082031896894554,0.25948325725103355,1.0,0.06076918287709767,0.055285359280972064,0.0004899078973153047
empirical,boxcar_independent,20,warp,source_disabled,per_channel,4,10,True,0.8184657327546679,0.5189665145020671,1.0,0.8369220749422753,0.8341801631442126,0.011496505323665817
empirical,boxcar_independent,20,warp,source_disabled,per_channel,5,5,True,0.3147317746515242,0.25948325725103355,1.0,0.3339970506026583,0.3314092222058423,0.002732597382803144
empirical,boxcar_independent,20,warp,source_disabled,per_channel,5,10,True,0.8880809918987735,0.5189665145020671,1.0,0.8319253208301328,0.8306314066317247,0.014163781653493588
empirical,boxcar_independent,20,warp,source_disabled,per_channel,6,5,False,0.5658552255356827,0.25948325725103355,1.0,0.8164119140350976,0.770862998958159,0.00991428426270676
empirical,boxcar_independent,20,warp,source_disabled,per_channel,6,10,True,0.9103578925210855,0.5189665145020671,1.0,1.1075371796866809,1.0847627221482115,0.021124102742758437
empirical,boxcar_independent,20,warp,source_disabled,per_channel,7,5,False,0.09314843814078795,0.25948325725103355,1.0,0.10189740824953901,0.08958565941928501,0.0006205500032660527
empirical,boxcar_independent,20,warp,source_disabled,per_channel,7,10,True,0.7799157762897161,0.5189665145020671,1.0,0.7051468889105845,0.6989910144954575,0.010084844789920236
empirical,boxcar_independent,20,warp,source_disabled,per_channel,8,5,False,0.0431611245076003,0.25948325725103355,1.0,0.04056677732130718,0.04056677732130718,0.0001959631589261219
empirical,boxcar_independent,20,warp,source_disabled,per_channel,8,10,True,0.8325643899479478,0.5189665145020671,1.0,0.7739963774911823,0.7739963774911823,0.012508981644784114
empirical,boxcar_independent,20,warp,source_disabled,per_channel,9,5,False,0.4914633299755896,0.25948325725103355,1.0,0.6090604246376525,0.5337252786142447,0.005523257923806621
empirical,boxcar_independent,20,warp,source_disabled,per_channel,9,10,True,0.9016063161006027,0.5189665145020671,1.0,1.0040087568242901,0.9663411838125863,0.017099600089997894
empirical,boxcar_independent,20,warp,source_disabled,per_channel,10,5,True,0.6111637548107943,0.25948325725103355,1.0,0.8863863934082206,0.711671544026023,0.008168760569309267
empirical,boxcar_independent,20,warp,source_disabled,per_channel,10,10,True,0.9421989934645875,0.5189665145020671,1.0,1.0854838105721907,0.9981263858810918,0.020666855371930817
empirical,boxcar_independent,20,warp,source_disabled,per_channel,11,5,True,0.8545797019426976,0.25948325725103355,1.0,1.2449480490157838,1.173444786852415,0.015542781660751482
empirical,boxcar_independent,20,warp,source_disabled,per_channel,11,10,True,0.9666708130605446,0.5189665145020671,1.0,1.3372371180224163,1.3014854869407317,0.029267460680355056
noiseless,boxcar_independent,20,warp,source_disabled,fixed_global,0,5,True,0.8038865522592612,0.25948325725103355,1.0,0.8038865522592612,0.8038865522592612,0.009736465840718241
noiseless,boxcar_independent,20,warp,source_disabled,fixed_global,0,10,True,0.9545739651430373,0.5189665145020671,1.0,0.9545739651430373,0.9545739651430373,0.02137087116510985
empirical,boxcar_independent,20,warp,source_disabled,fixed_global,0,5,True,0.7696900118754474,0.25948325725103355,1.0,0.8806155619829564,0.8806155619829564,0.009232042153852853
empirical,boxcar_independent,20,warp,source_disabled,fixed_global,0,10,True,0.908943065296774,0.5189665145020671,1.0,0.9983717041556465,0.9983717041556465,0.020641452740218173
empirical,boxcar_independent,20,warp,source_disabled,fixed_global,1,5,True,0.6166328727833689,0.25948325725103355,1.0,0.8619074015076498,0.8342980274000358,0.010175568474608255
empirical,boxcar_independent,20,warp,source_disabled,fixed_global,1,10,True,0.9375982747427535,0.5189665145020671,1.0,1.0647583324142094,1.0509536453604025,0.02310187906895726
empirical,boxcar_independent,20,warp,source_disabled,fixed_global,2,5,True,0.7553388926288644,0.25948325725103355,1.0,0.8991227518488389,0.8772259775641892,0.008963500047176316
empirical,boxcar_independent,20,warp,source_disabled,fixed_global,2,10,True,0.9201823189220948,0.5189665145020671,1.0,0.9954602451409131,0.9845118579985883,0.019523736944861772
empirical,boxcar_independent,20,warp,source_disabled,fixed_global,3,5,True,0.8631123491198951,0.25948325725103355,1.0,1.2697937595926825,1.0843746263397231,0.01843505272860554
empirical,boxcar_independent,20,warp,source_disabled,fixed_global,3,10,True,0.9622902190706687,0.5189665145020671,1.0,1.2624778733570716,1.169768306730592,0.030581139634637575
empirical,boxcar_independent,20,warp,source_disabled,fixed_global,4,5,True,0.40823835321779584,0.25948325725103355,1.0,0.4744855763370266,0.4270388443981075,0.0031100079111053046
empirical,boxcar_independent,20,warp,source_disabled,fixed_global,4,10,True,0.8462253792867892,0.5189665145020671,1.0,0.881223272697505,0.8574999067280454,0.013724679019603574
empirical,boxcar_independent,20,warp,source_disabled,fixed_global,5,5,True,0.5953476325552204,0.25948325725103355,1.0,0.6270522335810736,0.5750973724009101,0.007403052670542382
empirical,boxcar_independent,20,warp,source_disabled,fixed_global,5,10,True,0.8997661023717876,0.5189665145020671,1.0,0.8941417256581666,0.8681642950680849,0.01894310536285845
empirical,boxcar_independent,20,warp,source_disabled,fixed_global,6,5,False,0.6468649032597343,0.25948325725103355,1.0,0.9805440095387868,0.8925490599109679,0.01253075532910924
empirical,boxcar_independent,20,warp,source_disabled,fixed_global,6,10,True,0.9472577206673719,0.5189665145020671,1.0,1.1472691977015628,1.1032717228876532,0.024313947496389196
empirical,boxcar_independent,20,warp,source_disabled,fixed_global,7,5,False,0.22420179363048018,0.25948325725103355,1.0,0.24937361994166282,0.24458583638676812,0.0018507631676355956
empirical,boxcar_independent,20,warp,source_disabled,fixed_global,7,10,True,0.8468636130142733,0.5189665145020671,1.0,0.7550242015400603,0.752630309762613,0.012218665853782451
empirical,boxcar_independent,20,warp,source_disabled,fixed_global,8,5,False,0.198272673281213,0.25948325725103355,1.0,0.1730177828092686,0.1730177828092686,0.0013064210595074793
empirical,boxcar_independent,20,warp,source_disabled,fixed_global,8,10,True,0.896983261353024,0.5189665145020671,1.0,0.8024916666751585,0.8024916666751585,0.014853281657122535
empirical,boxcar_independent,20,warp,source_disabled,fixed_global,9,5,True,0.68889647439944,0.25948325725103355,1.0,0.8074821604069558,0.7604353141659164,0.0074393421444175906
empirical,boxcar_independent,20,warp,source_disabled,fixed_global,9,10,True,0.9213127510146314,0.5189665145020671,1.0,1.0188889074899525,0.9953654843694328,0.0188995579942082
empirical,boxcar_independent,20,warp,source_disabled,fixed_global,10,5,True,0.7165047756701751,0.25948325725103355,1.0,1.0539964662116412,0.8301895128213589,0.012345679012345678
empirical,boxcar_independent,20,warp,source_disabled,fixed_global,10,10,True,0.9486752887985164,0.5189665145020671,1.0,1.145264451216441,1.0333609745212997,0.02522481329065691
empirical,boxcar_independent,20,warp,source_disabled,fixed_global,11,5,True,0.8786609756315812,0.25948325725103355,1.0,1.7135165499935534,1.508177139273864,0.025852621188698008
empirical,boxcar_independent,20,warp,source_disabled,fixed_global,11,10,True,0.9695853822944653,0.5189665145020671,1.0,1.5142393426524945,1.4115696372926498,0.03879707651998461
noiseless,boxcar_independent,20,streaming,actual,per_channel,0,5,True,0.5998507888687284,0.25948325725103355,0.9999999999999997,0.5998507888687284,0.5998507888687284,0.0049970605526161085
noiseless,boxcar_independent,20,streaming,actual,per_channel,0,10,True,0.9182484069678037,0.5189665145020671,0.9999999999999997,0.9182484069678037,0.9182484069678037,0.01791248430480255
empirical,boxcar_independent,20,streaming,actual,per_channel,0,5,True,0.3625934777642247,0.25948325725103355,0.9999999999999997,0.4754819800239014,0.4754819800239014,0.004358365812412452
empirical,boxcar_independent,20,streaming,actual,per_channel,0,10,True,0.9011518991513108,0.5189665145020671,0.9999999999999997,0.9731909350049017,0.9731909350049017,0.01721209745901104
empirical,boxcar_independent,20,streaming,actual,per_channel,1,5,True,0.3597886990346058,0.25948325725103355,0.9999999999999997,0.43146982419102387,0.43146982419102387,0.0032406500170560526
empirical,boxcar_independent,20,streaming,actual,per_channel,1,10,True,0.8953521457193317,0.5189665145020671,0.9999999999999997,0.925319511937951,0.925319511937951,0.016733076403858297
empirical,boxcar_independent,20,streaming,actual,per_channel,2,5,False,0.3694861479860007,0.25948325725103355,0.9999999999999997,0.5321854378172348,0.49186534745356664,0.004710373709001967
empirical,boxcar_independent,20,streaming,actual,per_channel,2,10,True,0.8931227048887119,0.5189665145020671,0.9999999999999997,0.9821000934106285,0.9619400482287944,0.016805655351608714
empirical,boxcar_independent,20,streaming,actual,per_channel,3,5,True,0.7527707927238787,0.25948325725103355,0.9999999999999997,0.9554000492241005,0.9011047241157305,0.009413489523228893
empirical,boxcar_independent,20,streaming,actual,per_channel,3,10,True,0.9331201635623659,0.5189665145020671,0.9999999999999997,1.0933203174467303,1.0661726548925454,0.02232528432802781
empirical,boxcar_independent,20,streaming,actual,per_channel,4,5,False,0.006763607810952393,0.25948325725103355,0.9999999999999997,0.011313595726883773,0.0058297721307581695,0.00017056052721347646
empirical,boxcar_independent,20,streaming,actual,per_channel,4,10,True,0.8663640644995441,0.5189665145020671,0.9999999999999997,0.8765496535549809,0.8738077417569181,0.013115015858500084
empirical,boxcar_independent,20,streaming,actual,per_channel,5,5,False,0.19695122900660536,0.25948325725103355,0.9999999999999997,0.20525216391527198,0.202664335518456,0.001894310536285845
empirical,boxcar_independent,20,streaming,actual,per_channel,5,10,True,0.8798120533967416,0.5189665145020671,0.9999999999999997,0.8064386313861891,0.8051447171877811,0.014410550075845
empirical,boxcar_independent,20,streaming,actual,per_channel,6,5,False,0.5830741024849356,0.25948325725103355,0.9999999999999997,0.8227033918150888,0.7771544767381502,0.010992081636800429
empirical,boxcar_independent,20,streaming,actual,per_channel,6,10,True,0.8797152163970196,0.5189665145020671,0.9999999999999997,1.1419157719345219,1.1191413143960525,0.023544610650234794
empirical,boxcar_independent,20,streaming,actual,per_channel,7,5,False,0.008593015933371632,0.25948325725103355,0.9999999999999997,0.01867709504560085,0.006365346215346858,0.00020685000108868422
empirical,boxcar_independent,20,streaming,actual,per_channel,7,10,False,0.7560471143938137,0.5189665145020671,0.9999999999999997,0.6986693342077787,0.6925134597926517,0.011706984272142023
empirical,boxcar_independent,20,streaming,actual,per_channel,8,5,False,0.17446482632084565,0.25948325725103355,0.9999999999999997,0.1950030593402448,0.1950030593402448,0.0016366552717718699
